"プロット タイトル: Microstation_00_ecser_surface_210528"
"#","日付 時間, GMT+09:00","PAR, uE","風速, m/s","突風の速さ, m/s","圧力, mbar"
28931,12/15/2021 01:00:01 午後,-888.9,0.00,2.01,1022.250
28932,12/15/2021 01:10:01 午後,-888.9,0.00,1.51,1021.950
28933,12/15/2021 01:20:01 午後,-888.9,0.50,2.01,1022.050
28934,12/15/2021 01:30:01 午後,-888.9,0.50,2.01,1021.950
28935,12/15/2021 01:40:01 午後,-888.9,0.50,1.51,1022.050
28936,12/15/2021 01:50:01 午後,-888.9,1.01,2.01,1022.350
28937,12/15/2021 02:00:01 午後,-888.9,0.00,1.51,1022.250
28938,12/15/2021 02:10:01 午後,-888.9,1.51,5.03,1022.150
28939,12/15/2021 02:20:01 午後,-888.9,2.52,5.54,1022.150
28940,12/15/2021 02:30:01 午後,-888.9,2.52,4.53,1021.950
28941,12/15/2021 02:40:01 午後,-888.9,1.01,3.52,1021.950
28942,12/15/2021 02:50:01 午後,-888.9,1.51,3.52,1022.150
28943,12/15/2021 03:00:01 午後,-888.9,1.01,3.52,1022.050
28944,12/15/2021 03:10:01 午後,-888.9,1.01,4.53,1022.050
28945,12/15/2021 03:20:01 午後,-888.9,2.01,4.53,1022.150
28946,12/15/2021 03:30:01 午後,-888.9,1.51,4.53,1022.150
28947,12/15/2021 03:40:01 午後,-888.9,1.01,2.52,1021.950
28948,12/15/2021 03:50:01 午後,-888.9,1.01,4.03,1022.050
28949,12/15/2021 04:00:01 午後,-888.9,0.50,2.52,1022.050
28950,12/15/2021 04:10:01 午後,-888.9,0.00,1.01,1021.950
28951,12/15/2021 04:20:01 午後,-888.9,0.00,2.01,1022.050
28952,12/15/2021 04:30:01 午後,-888.9,0.00,1.51,1022.050
28953,12/15/2021 04:40:01 午後,-888.9,0.50,1.51,1022.250
28954,12/15/2021 04:50:01 午後,-888.9,0.00,1.51,1022.250
28955,12/15/2021 05:00:01 午後,-888.9,0.00,1.51,1022.350
28956,12/15/2021 05:10:01 午後,-888.9,0.50,1.51,1022.450
28957,12/15/2021 05:20:01 午後,-888.9,0.50,2.01,1022.350
28958,12/15/2021 05:30:01 午後,-888.9,1.01,2.52,1022.150
28959,12/15/2021 05:40:01 午後,-888.9,1.01,2.52,1022.350
28960,12/15/2021 05:50:01 午後,-888.9,0.00,2.01,1022.250
28961,12/15/2021 06:00:01 午後,-888.9,0.00,1.01,1022.550
28962,12/15/2021 06:10:01 午後,-888.9,0.00,1.51,1022.750
28963,12/15/2021 06:20:01 午後,-888.9,0.00,1.51,1022.950
28964,12/15/2021 06:30:01 午後,-888.9,0.00,2.01,1022.750
28965,12/15/2021 06:40:01 午後,-888.9,0.00,1.01,1022.650
28966,12/15/2021 06:50:01 午後,-888.9,0.00,1.01,1022.850
28967,12/15/2021 07:00:01 午後,-888.9,0.00,1.01,1023.050
28968,12/15/2021 07:10:01 午後,-888.9,0.00,2.52,1022.950
28969,12/15/2021 07:20:01 午後,-888.9,0.50,2.52,1023.050
28970,12/15/2021 07:30:01 午後,-888.9,0.00,1.51,1023.150
28971,12/15/2021 07:40:01 午後,-888.9,0.00,1.01,1023.250
28972,12/15/2021 07:50:01 午後,-888.9,0.00,2.01,1023.350
28973,12/15/2021 08:00:01 午後,-888.9,0.00,1.01,1023.350
28974,12/15/2021 08:10:01 午後,-888.9,0.00,1.01,1023.450
28975,12/15/2021 08:20:01 午後,-888.9,0.00,2.01,1023.250
28976,12/15/2021 08:30:01 午後,-888.9,0.50,2.01,1023.250
28977,12/15/2021 08:40:01 午後,-888.9,0.00,1.51,1023.250
28978,12/15/2021 08:50:01 午後,-888.9,0.00,1.01,1023.250
28979,12/15/2021 09:00:01 午後,-888.9,0.00,1.01,1023.450
28980,12/15/2021 09:10:01 午後,-888.9,0.50,2.01,1023.350
28981,12/15/2021 09:20:01 午後,-888.9,0.00,1.51,1023.450
28982,12/15/2021 09:30:01 午後,-888.9,0.50,2.01,1023.450
28983,12/15/2021 09:40:01 午後,-888.9,0.00,1.01,1023.350
28984,12/15/2021 09:50:01 午後,-888.9,0.00,1.01,1023.250
28985,12/15/2021 10:00:01 午後,-888.9,0.00,1.01,1023.350
28986,12/15/2021 10:10:01 午後,-888.9,0.00,1.01,1023.250
28987,12/15/2021 10:20:01 午後,-888.9,0.00,1.01,1023.050
28988,12/15/2021 10:30:01 午後,-888.9,0.00,0.50,1023.050
28989,12/15/2021 10:40:01 午後,-888.9,0.00,1.01,1023.050
28990,12/15/2021 10:50:01 午後,-888.9,0.00,1.01,1022.950
28991,12/15/2021 11:00:01 午後,-888.9,0.00,1.51,1022.850
28992,12/15/2021 11:10:01 午後,-888.9,0.00,1.01,1022.850
28993,12/15/2021 11:20:01 午後,-888.9,0.00,1.01,1022.850
28994,12/15/2021 11:30:01 午後,-888.9,0.00,1.01,1022.850
28995,12/15/2021 11:40:01 午後,-888.9,0.00,1.51,1022.750
28996,12/15/2021 11:50:01 午後,-888.9,0.00,1.01,1022.750
28997,12/16/2021 12:00:01 午前,-888.9,0.00,1.51,1022.350
28998,12/16/2021 12:10:01 午前,-888.9,0.00,2.01,1022.450
28999,12/16/2021 12:20:01 午前,-888.9,0.00,1.01,1022.450
29000,12/16/2021 12:30:01 午前,-888.9,0.00,1.01,1022.150
29001,12/16/2021 12:40:01 午前,-888.9,0.00,1.01,1022.250
29002,12/16/2021 12:50:01 午前,-888.9,0.00,1.01,1021.950
29003,12/16/2021 01:00:01 午前,-888.9,0.00,1.01,1021.950
29004,12/16/2021 01:10:01 午前,-888.9,0.00,1.51,1021.750
29005,12/16/2021 01:20:01 午前,-888.9,0.00,1.01,1021.850
29006,12/16/2021 01:30:01 午前,-888.9,0.00,1.01,1021.950
29007,12/16/2021 01:40:01 午前,-888.9,0.00,1.01,1021.950
29008,12/16/2021 01:50:01 午前,-888.9,0.00,1.51,1021.950
29009,12/16/2021 02:00:01 午前,-888.9,0.00,1.51,1021.950
29010,12/16/2021 02:10:01 午前,-888.9,0.00,0.50,1021.950
29011,12/16/2021 02:20:01 午前,-888.9,0.00,1.01,1022.050
29012,12/16/2021 02:30:01 午前,-888.9,0.00,1.51,1021.850
29013,12/16/2021 02:40:01 午前,-888.9,0.00,1.01,1021.750
29014,12/16/2021 02:50:01 午前,-888.9,0.00,0.50,1021.750
29015,12/16/2021 03:00:01 午前,-888.9,0.00,1.01,1021.450
29016,12/16/2021 03:10:01 午前,-888.9,0.00,1.01,1021.450
29017,12/16/2021 03:20:01 午前,-888.9,0.00,0.50,1021.450
29018,12/16/2021 03:30:01 午前,-888.9,0.00,0.50,1021.250
29019,12/16/2021 03:40:01 午前,-888.9,0.00,1.01,1021.150
29020,12/16/2021 03:50:01 午前,-888.9,0.00,1.01,1021.050
29021,12/16/2021 04:00:01 午前,-888.9,0.00,1.01,1021.050
29022,12/16/2021 04:10:01 午前,-888.9,0.00,1.01,1020.750
29023,12/16/2021 04:20:01 午前,-888.9,0.00,1.51,1020.450
29024,12/16/2021 04:30:01 午前,-888.9,0.50,2.01,1020.350
29025,12/16/2021 04:40:01 午前,-888.9,0.50,2.01,1020.150
29026,12/16/2021 04:50:01 午前,-888.9,0.50,2.01,1020.050
29027,12/16/2021 05:00:01 午前,-888.9,0.50,2.01,1019.850
29028,12/16/2021 05:10:01 午前,-888.9,0.00,1.01,1019.750
29029,12/16/2021 05:20:01 午前,-888.9,0.00,2.01,1019.350
29030,12/16/2021 05:30:01 午前,-888.9,1.01,3.02,1019.450
29031,12/16/2021 05:40:01 午前,-888.9,0.50,2.01,1019.150
29032,12/16/2021 05:50:01 午前,-888.9,0.50,2.01,1019.150
29033,12/16/2021 06:00:01 午前,-888.9,1.01,3.02,1018.950
29034,12/16/2021 06:10:01 午前,-888.9,0.00,2.01,1019.050
29035,12/16/2021 06:20:01 午前,-888.9,0.00,2.01,1019.250
29036,12/16/2021 06:30:01 午前,-888.9,0.50,2.01,1019.350
29037,12/16/2021 06:40:01 午前,-888.9,0.00,1.51,1018.950
29038,12/16/2021 06:50:01 午前,-888.9,0.00,1.01,1019.250
29039,12/16/2021 07:00:01 午前,-888.9,0.00,2.01,1019.550
29040,12/16/2021 07:10:01 午前,-888.9,0.00,1.51,1019.550
29041,12/16/2021 07:20:01 午前,-888.9,0.00,2.01,1019.650
29042,12/16/2021 07:30:01 午前,-888.9,0.00,1.51,1019.950
29043,12/16/2021 07:40:01 午前,-888.9,0.00,1.51,1019.850
29044,12/16/2021 07:50:01 午前,-888.9,0.00,1.51,1019.650
29045,12/16/2021 08:00:01 午前,-888.9,0.00,1.01,1019.450
29046,12/16/2021 08:10:01 午前,-888.9,0.00,1.01,1019.450
29047,12/16/2021 08:20:01 午前,-888.9,0.00,2.01,1019.650
29048,12/16/2021 08:30:01 午前,-888.9,0.50,2.52,1019.750
29049,12/16/2021 08:40:01 午前,-888.9,0.50,2.52,1019.550
29050,12/16/2021 08:50:01 午前,-888.9,0.50,2.01,1019.550
29051,12/16/2021 09:00:01 午前,-888.9,0.50,2.01,1019.550
29052,12/16/2021 09:10:01 午前,-888.9,0.00,1.51,1019.750
29053,12/16/2021 09:20:01 午前,-888.9,0.50,3.52,1019.750
29054,12/16/2021 09:30:01 午前,-888.9,0.50,2.01,1019.850
29055,12/16/2021 09:40:01 午前,-888.9,0.00,2.01,1020.050
29056,12/16/2021 09:50:01 午前,-888.9,0.00,1.51,1020.050
29057,12/16/2021 10:00:01 午前,-888.9,0.50,1.51,1019.850
29058,12/16/2021 10:10:01 午前,-888.9,0.50,3.02,1019.650
29059,12/16/2021 10:20:01 午前,-888.9,0.50,2.01,1019.650
29060,12/16/2021 10:30:01 午前,-888.9,0.50,3.02,1019.450
29061,12/16/2021 10:40:01 午前,-888.9,1.01,4.53,1019.250
29062,12/16/2021 10:50:01 午前,-888.9,2.52,6.54,1018.850
29063,12/16/2021 11:00:01 午前,-888.9,2.01,6.54,1018.650
29064,12/16/2021 11:10:01 午前,-888.9,0.50,3.02,1018.350
29065,12/16/2021 11:20:01 午前,-888.9,1.01,6.54,1017.850
29066,12/16/2021 11:30:01 午前,-888.9,2.01,7.05,1017.750
29067,12/16/2021 11:40:01 午前,-888.9,3.02,7.55,1017.750
29068,12/16/2021 11:50:01 午前,-888.9,2.52,7.55,1017.350
29069,12/16/2021 12:00:01 午後,-888.9,1.51,6.54,1017.250
29070,12/16/2021 12:10:01 午後,-888.9,0.50,5.03,1016.850
29071,12/16/2021 12:20:01 午後,-888.9,1.01,3.52,1016.450
29072,12/16/2021 12:30:01 午後,-888.9,0.50,2.01,1016.450
29073,12/16/2021 12:40:01 午後,-888.9,1.01,3.52,1016.250
29074,12/16/2021 12:50:01 午後,-888.9,1.01,5.03,1015.950
29075,12/16/2021 01:00:01 午後,-888.9,1.01,3.52,1015.750
29076,12/16/2021 01:10:01 午後,-888.9,1.01,2.52,1015.750
29077,12/16/2021 01:20:01 午後,-888.9,2.01,7.05,1015.550
29078,12/16/2021 01:30:01 午後,-888.9,1.01,3.52,1015.450
29079,12/16/2021 01:40:01 午後,-888.9,0.50,3.02,1015.450
29080,12/16/2021 01:50:01 午後,-888.9,1.01,3.02,1015.450
29081,12/16/2021 02:00:01 午後,-888.9,0.50,4.53,1015.050
29082,12/16/2021 02:10:01 午後,-888.9,0.50,2.52,1014.750
29083,12/16/2021 02:20:01 午後,-888.9,0.00,2.01,1014.850
29084,12/16/2021 02:30:01 午後,-888.9,0.00,2.52,1014.950
29085,12/16/2021 02:40:01 午後,-888.9,0.00,2.01,1014.650
29086,12/16/2021 02:50:01 午後,-888.9,1.01,5.03,1014.650
29087,12/16/2021 03:00:01 午後,-888.9,2.52,6.54,1014.550
29088,12/16/2021 03:10:01 午後,-888.9,2.01,4.53,1014.550
29089,12/16/2021 03:20:01 午後,-888.9,2.01,4.53,1014.250
29090,12/16/2021 03:30:01 午後,-888.9,3.02,6.54,1014.350
29091,12/16/2021 03:40:01 午後,-888.9,2.52,6.04,1014.350
29092,12/16/2021 03:50:01 午後,-888.9,3.52,7.55,1014.050
29093,12/16/2021 04:00:01 午後,-888.9,4.03,8.05,1014.150
29094,12/16/2021 04:10:01 午後,-888.9,3.52,6.54,1014.050
29095,12/16/2021 04:20:01 午後,-888.9,2.01,5.54,1014.050
29096,12/16/2021 04:30:01 午後,-888.9,1.51,3.52,1014.050
29097,12/16/2021 04:40:01 午後,-888.9,1.01,3.02,1014.050
29098,12/16/2021 04:50:01 午後,-888.9,1.01,2.52,1013.950
29099,12/16/2021 05:00:01 午後,-888.9,0.50,3.02,1014.050
29100,12/16/2021 05:10:01 午後,-888.9,0.50,3.02,1013.850
29101,12/16/2021 05:20:01 午後,-888.9,0.00,1.51,1013.650
29102,12/16/2021 05:30:01 午後,-888.9,0.00,1.01,1013.750
29103,12/16/2021 05:40:01 午後,-888.9,0.00,1.01,1013.650
29104,12/16/2021 05:50:01 午後,-888.9,0.00,1.51,1013.450
29105,12/16/2021 06:00:01 午後,-888.9,0.00,1.01,1013.550
29106,12/16/2021 06:10:01 午後,-888.9,0.00,1.51,1013.450
29107,12/16/2021 06:20:01 午後,-888.9,0.00,1.01,1013.650
29108,12/16/2021 06:30:01 午後,-888.9,0.00,2.01,1013.650
29109,12/16/2021 06:40:01 午後,-888.9,1.01,3.52,1013.550
29110,12/16/2021 06:50:01 午後,-888.9,1.51,5.03,1013.150
29111,12/16/2021 07:00:01 午後,-888.9,1.51,3.52,1013.050
29112,12/16/2021 07:10:01 午後,-888.9,2.01,5.03,1013.250
29113,12/16/2021 07:20:01 午後,-888.9,2.52,6.54,1013.050
29114,12/16/2021 07:30:01 午後,-888.9,1.51,4.03,1013.350
29115,12/16/2021 07:40:01 午後,-888.9,2.52,7.55,1013.150
29116,12/16/2021 07:50:01 午後,-888.9,1.51,7.05,1013.050
29117,12/16/2021 08:00:01 午後,-888.9,1.51,4.03,1012.850
29118,12/16/2021 08:10:01 午後,-888.9,2.01,5.03,1012.450
29119,12/16/2021 08:20:01 午後,-888.9,2.01,6.54,1012.550
29120,12/16/2021 08:30:01 午後,-888.9,1.51,5.03,1012.550
29121,12/16/2021 08:40:01 午後,-888.9,2.01,5.54,1013.050
29122,12/16/2021 08:50:01 午後,-888.9,2.01,5.54,1013.150
29123,12/16/2021 09:00:01 午後,-888.9,2.01,5.03,1012.750
29124,12/16/2021 09:10:01 午後,-888.9,1.51,4.53,1012.850
29125,12/16/2021 09:20:01 午後,-888.9,1.51,4.53,1012.750
29126,12/16/2021 09:30:01 午後,-888.9,1.51,4.53,1012.450
29127,12/16/2021 09:40:01 午後,-888.9,2.01,5.03,1012.550
29128,12/16/2021 09:50:01 午後,-888.9,1.51,4.03,1012.650
29129,12/16/2021 10:00:01 午後,-888.9,1.51,4.03,1012.850
29130,12/16/2021 10:10:01 午後,-888.9,1.01,3.52,1012.850
29131,12/16/2021 10:20:01 午後,-888.9,0.50,3.02,1012.550
29132,12/16/2021 10:30:01 午後,-888.9,0.50,3.52,1012.450
29133,12/16/2021 10:40:01 午後,-888.9,0.50,3.52,1012.350
29134,12/16/2021 10:50:01 午後,-888.9,0.50,3.02,1012.550
29135,12/16/2021 11:00:01 午後,-888.9,1.51,3.52,1012.550
29136,12/16/2021 11:10:01 午後,-888.9,1.01,3.02,1012.350
29137,12/16/2021 11:20:01 午後,-888.9,0.00,2.01,1012.450
29138,12/16/2021 11:30:01 午後,-888.9,0.00,2.01,1012.550
29139,12/16/2021 11:40:01 午後,-888.9,0.00,1.51,1012.950
29140,12/16/2021 11:50:01 午後,-888.9,0.00,0.50,1012.850
29141,12/17/2021 12:00:01 午前,-888.9,0.00,0.50,1013.150
29142,12/17/2021 12:10:01 午前,-888.9,0.00,0.00,1013.350
29143,12/17/2021 12:20:01 午前,-888.9,0.00,1.01,1013.050
29144,12/17/2021 12:30:01 午前,-888.9,0.00,1.01,1013.250
29145,12/17/2021 12:40:01 午前,-888.9,0.00,1.01,1013.850
29146,12/17/2021 12:50:01 午前,-888.9,2.01,6.04,1013.850
29147,12/17/2021 01:00:01 午前,-888.9,1.51,4.03,1013.950
29148,12/17/2021 01:10:01 午前,-888.9,1.51,4.03,1013.850
29149,12/17/2021 01:20:01 午前,-888.9,1.01,4.53,1013.850
29150,12/17/2021 01:30:01 午前,-888.9,0.50,3.02,1013.850
29151,12/17/2021 01:40:01 午前,-888.9,1.01,3.52,1013.850
29152,12/17/2021 01:50:01 午前,-888.9,0.50,4.03,1014.150
29153,12/17/2021 02:00:01 午前,-888.9,0.00,1.51,1014.250
29154,12/17/2021 02:10:01 午前,-888.9,0.00,1.51,1014.350
29155,12/17/2021 02:20:01 午前,-888.9,0.50,2.01,1014.250
29156,12/17/2021 02:30:01 午前,-888.9,0.50,2.01,1014.250
29157,12/17/2021 02:40:01 午前,-888.9,0.00,2.01,1014.150
29158,12/17/2021 02:50:01 午前,-888.9,1.01,3.52,1014.450
29159,12/17/2021 03:00:01 午前,-888.9,1.51,4.03,1014.450
29160,12/17/2021 03:10:01 午前,-888.9,1.51,3.52,1014.250
29161,12/17/2021 03:20:01 午前,-888.9,0.50,3.02,1013.850
29162,12/17/2021 03:30:01 午前,-888.9,0.50,2.52,1014.150
29163,12/17/2021 03:40:01 午前,-888.9,0.50,2.52,1014.450
29164,12/17/2021 03:50:01 午前,-888.9,0.00,1.51,1014.350
29165,12/17/2021 04:00:01 午前,-888.9,0.00,1.01,1014.450
29166,12/17/2021 04:10:01 午前,-888.9,0.00,1.51,1014.550
29167,12/17/2021 04:20:01 午前,-888.9,0.00,1.01,1014.350
29168,12/17/2021 04:30:01 午前,-888.9,0.50,4.03,1014.550
29169,12/17/2021 04:40:01 午前,-888.9,1.01,4.53,1014.650
29170,12/17/2021 04:50:01 午前,-888.9,2.52,5.54,1014.550
29171,12/17/2021 05:00:01 午前,-888.9,2.01,4.53,1014.550
29172,12/17/2021 05:10:01 午前,-888.9,2.01,5.03,1014.550
29173,12/17/2021 05:20:01 午前,-888.9,2.52,6.04,1014.750
29174,12/17/2021 05:30:01 午前,-888.9,2.52,5.54,1015.050
29175,12/17/2021 05:40:01 午前,-888.9,2.52,5.03,1015.150
29176,12/17/2021 05:50:01 午前,-888.9,2.52,5.03,1015.450
29177,12/17/2021 06:00:01 午前,-888.9,2.01,4.53,1015.450
29178,12/17/2021 06:10:01 午前,-888.9,2.01,5.03,1015.450
29179,12/17/2021 06:20:01 午前,-888.9,2.01,4.53,1015.650
29180,12/17/2021 06:30:01 午前,-888.9,2.01,5.54,1015.950
29181,12/17/2021 06:40:01 午前,-888.9,3.52,7.55,1015.950
29182,12/17/2021 06:50:01 午前,-888.9,3.02,6.54,1016.050
29183,12/17/2021 07:00:01 午前,-888.9,2.52,5.54,1016.050
29184,12/17/2021 07:10:01 午前,-888.9,2.01,6.54,1016.050
29185,12/17/2021 07:20:01 午前,-888.9,2.01,6.54,1015.950
29186,12/17/2021 07:30:01 午前,-888.9,2.01,5.03,1016.050
29187,12/17/2021 07:40:01 午前,-888.9,2.01,5.03,1016.050
29188,12/17/2021 07:50:01 午前,-888.9,2.01,4.53,1016.150
29189,12/17/2021 08:00:01 午前,-888.9,2.01,6.04,1015.950
29190,12/17/2021 08:10:01 午前,-888.9,2.01,4.53,1015.950
29191,12/17/2021 08:20:01 午前,-888.9,2.52,7.05,1015.850
29192,12/17/2021 08:30:01 午前,-888.9,3.52,6.54,1016.050
29193,12/17/2021 08:40:01 午前,-888.9,3.02,8.05,1016.150
29194,12/17/2021 08:50:01 午前,-888.9,4.03,8.56,1016.350
29195,12/17/2021 09:00:01 午前,-888.9,3.52,10.57,1016.650
29196,12/17/2021 09:10:01 午前,-888.9,3.52,8.05,1017.050
29197,12/17/2021 09:20:01 午前,-888.9,4.03,9.56,1017.650
29198,12/17/2021 09:30:01 午前,-888.9,5.54,10.57,1017.550
29199,12/17/2021 09:40:01 午前,-888.9,4.03,9.56,1017.650
29200,12/17/2021 09:50:01 午前,-888.9,4.53,9.06,1017.750
29201,12/17/2021 10:00:01 午前,-888.9,3.52,7.55,1017.750
29202,12/17/2021 10:10:01 午前,-888.9,4.03,10.07,1018.050
29203,12/17/2021 10:20:01 午前,-888.9,4.53,10.57,1018.050
29204,12/17/2021 10:30:01 午前,-888.9,5.54,10.07,1018.150
29205,12/17/2021 10:40:01 午前,-888.9,5.03,11.58,1018.250
29206,12/17/2021 10:50:01 午前,-888.9,5.03,11.07,1018.150
29207,12/17/2021 11:00:01 午前,-888.9,5.54,11.07,1018.250
29208,12/17/2021 11:10:01 午前,-888.9,5.03,9.56,1018.350
29209,12/17/2021 11:20:01 午前,-888.9,5.03,10.07,1018.550
29210,12/17/2021 11:30:01 午前,-888.9,5.03,10.57,1018.550
29211,12/17/2021 11:40:01 午前,-888.9,4.03,8.05,1018.550
29212,12/17/2021 11:50:01 午前,-888.9,4.53,10.07,1018.450
29213,12/17/2021 12:00:01 午後,-888.9,5.03,11.58,1018.650
29214,12/17/2021 12:10:01 午後,-888.9,4.03,9.06,1018.850
29215,12/17/2021 12:20:01 午後,-888.9,4.53,8.56,1018.750
29216,12/17/2021 12:30:01 午後,-888.9,4.03,8.05,1018.750
29217,12/17/2021 12:40:01 午後,-888.9,4.53,10.07,1018.750
29218,12/17/2021 12:50:01 午後,-888.9,5.03,9.06,1018.950
29219,12/17/2021 01:00:01 午後,-888.9,4.53,10.07,1019.050
29220,12/17/2021 01:10:01 午後,-888.9,4.03,9.56,1019.150
29221,12/17/2021 01:20:01 午後,-888.9,5.03,10.07,1019.250
29222,12/17/2021 01:30:01 午後,-888.9,5.03,11.07,1019.450
29223,12/17/2021 01:40:01 午後,-888.9,4.53,11.07,1019.450
29224,12/17/2021 01:50:01 午後,-888.9,4.03,10.07,1019.750
29225,12/17/2021 02:00:01 午後,-888.9,5.03,9.56,1019.650
29226,12/17/2021 02:10:01 午後,-888.9,4.53,9.56,1019.550
29227,12/17/2021 02:20:01 午後,-888.9,4.53,9.56,1019.650
29228,12/17/2021 02:30:01 午後,-888.9,4.53,10.07,1019.750
29229,12/17/2021 02:40:01 午後,-888.9,3.52,8.05,1019.750
29230,12/17/2021 02:50:01 午後,-888.9,3.52,8.05,1019.850
29231,12/17/2021 03:00:01 午後,-888.9,5.03,10.07,1020.150
29232,12/17/2021 03:10:01 午後,-888.9,4.53,10.57,1020.150
29233,12/17/2021 03:20:01 午後,-888.9,3.52,8.56,1020.450
29234,12/17/2021 03:30:01 午後,-888.9,4.03,9.56,1020.250
29235,12/17/2021 03:40:01 午後,-888.9,4.53,10.57,1020.550
29236,12/17/2021 03:50:01 午後,-888.9,4.53,9.06,1020.450
29237,12/17/2021 04:00:01 午後,-888.9,3.52,8.56,1020.750
29238,12/17/2021 04:10:01 午後,-888.9,4.03,9.56,1020.850
29239,12/17/2021 04:20:01 午後,-888.9,4.53,8.56,1020.850
29240,12/17/2021 04:30:01 午後,-888.9,3.52,7.55,1020.850
29241,12/17/2021 04:40:01 午後,-888.9,3.52,7.55,1021.150
29242,12/17/2021 04:50:01 午後,-888.9,4.03,8.05,1021.150
29243,12/17/2021 05:00:01 午後,-888.9,4.03,7.55,1021.450
29244,12/17/2021 05:10:01 午後,-888.9,3.02,7.05,1021.450
29245,12/17/2021 05:20:01 午後,-888.9,4.03,9.06,1021.650
29246,12/17/2021 05:30:01 午後,-888.9,4.53,9.06,1022.050
29247,12/17/2021 05:40:01 午後,-888.9,4.03,8.56,1021.750
29248,12/17/2021 05:50:01 午後,-888.9,3.02,6.54,1022.050
29249,12/17/2021 06:00:01 午後,-888.9,2.01,4.53,1021.850
29250,12/17/2021 06:10:01 午後,-888.9,2.52,7.05,1022.250
29251,12/17/2021 06:20:01 午後,-888.9,4.53,9.06,1022.550
29252,12/17/2021 06:30:01 午後,-888.9,4.03,8.56,1022.550
29253,12/17/2021 06:40:01 午後,-888.9,3.02,6.04,1022.750
29254,12/17/2021 06:50:01 午後,-888.9,2.01,5.03,1022.550
29255,12/17/2021 07:00:01 午後,-888.9,1.51,5.54,1022.350
29256,12/17/2021 07:10:01 午後,-888.9,3.02,10.57,1022.350
29257,12/17/2021 07:20:01 午後,-888.9,4.03,7.55,1022.150
29258,12/17/2021 07:30:01 午後,-888.9,4.03,8.56,1022.250
29259,12/17/2021 07:40:01 午後,-888.9,3.52,8.05,1022.250
29260,12/17/2021 07:50:01 午後,-888.9,3.52,9.06,1022.250
29261,12/17/2021 08:00:01 午後,-888.9,4.03,8.56,1022.650
29262,12/17/2021 08:10:01 午後,-888.9,4.53,9.06,1022.750
29263,12/17/2021 08:20:01 午後,-888.9,4.03,9.06,1022.950
29264,12/17/2021 08:30:01 午後,-888.9,3.02,5.03,1023.050
29265,12/17/2021 08:40:01 午後,-888.9,4.53,8.56,1023.250
29266,12/17/2021 08:50:01 午後,-888.9,3.52,7.05,1023.050
29267,12/17/2021 09:00:01 午後,-888.9,3.02,8.56,1023.550
29268,12/17/2021 09:10:01 午後,-888.9,4.53,9.56,1023.450
29269,12/17/2021 09:20:01 午後,-888.9,4.03,8.56,1023.750
29270,12/17/2021 09:30:01 午後,-888.9,3.02,8.56,1023.450
29271,12/17/2021 09:40:01 午後,-888.9,3.02,8.56,1023.350
29272,12/17/2021 09:50:01 午後,-888.9,3.02,6.54,1023.450
29273,12/17/2021 10:00:01 午後,-888.9,2.52,7.55,1023.650
29274,12/17/2021 10:10:01 午後,-888.9,2.52,7.05,1023.750
29275,12/17/2021 10:20:01 午後,-888.9,3.02,8.56,1023.750
29276,12/17/2021 10:30:01 午後,-888.9,2.01,5.54,1024.150
29277,12/17/2021 10:40:01 午後,-888.9,3.52,11.07,1024.350
29278,12/17/2021 10:50:01 午後,-888.9,2.52,6.04,1024.350
29279,12/17/2021 11:00:01 午後,-888.9,2.52,5.03,1024.550
29280,12/17/2021 11:10:01 午後,-888.9,3.52,7.05,1024.450
29281,12/17/2021 11:20:01 午後,-888.9,2.01,6.54,1024.650
29282,12/17/2021 11:30:01 午後,-888.9,3.02,6.54,1024.650
29283,12/17/2021 11:40:01 午後,-888.9,3.02,6.54,1024.650
29284,12/17/2021 11:50:01 午後,-888.9,2.52,5.03,1024.650
29285,12/18/2021 12:00:01 午前,-888.9,3.02,6.54,1024.550
29286,12/18/2021 12:10:01 午前,-888.9,1.51,5.54,1024.850
29287,12/18/2021 12:20:01 午前,-888.9,2.01,5.54,1024.750
29288,12/18/2021 12:30:01 午前,-888.9,2.01,4.53,1024.650
29289,12/18/2021 12:40:01 午前,-888.9,2.52,5.54,1024.850
29290,12/18/2021 12:50:01 午前,-888.9,2.01,4.53,1024.650
29291,12/18/2021 01:00:01 午前,-888.9,1.51,5.54,1024.550
29292,12/18/2021 01:10:01 午前,-888.9,2.52,6.04,1024.650
29293,12/18/2021 01:20:01 午前,-888.9,2.52,7.05,1024.550
29294,12/18/2021 01:30:01 午前,-888.9,2.01,6.04,1024.950
29295,12/18/2021 01:40:01 午前,-888.9,2.01,7.05,1024.950
29296,12/18/2021 01:50:01 午前,-888.9,1.51,5.03,1025.050
29297,12/18/2021 02:00:01 午前,-888.9,2.01,6.04,1024.950
29298,12/18/2021 02:10:01 午前,-888.9,1.51,5.03,1025.150
29299,12/18/2021 02:20:01 午前,-888.9,1.01,3.52,1025.250
29300,12/18/2021 02:30:01 午前,-888.9,1.01,3.52,1025.250
29301,12/18/2021 02:40:01 午前,-888.9,0.50,3.52,1025.350
29302,12/18/2021 02:50:01 午前,-888.9,1.01,3.52,1025.450
29303,12/18/2021 03:00:01 午前,-888.9,0.50,2.52,1025.550
29304,12/18/2021 03:10:01 午前,-888.9,0.50,2.52,1025.650
29305,12/18/2021 03:20:01 午前,-888.9,1.01,3.02,1025.750
29306,12/18/2021 03:30:01 午前,-888.9,0.00,2.01,1025.650
