"プロット タイトル: Microstation_00_ecser_surface_210528"
"#","日付 時間, GMT+09:00","PAR, uE","風速, m/s","突風の速さ, m/s","圧力, mbar"
6385,07/11/2021 11:20:01 午後,1.2,2.01,4.03,1013.450
6386,07/11/2021 11:30:01 午後,1.2,2.01,4.03,1013.450
6387,07/11/2021 11:40:01 午後,1.2,2.01,5.03,1013.350
6388,07/11/2021 11:50:01 午後,1.2,2.01,4.03,1013.250
6389,07/12/2021 12:00:01 午前,1.2,2.52,5.54,1013.350
6390,07/12/2021 12:10:01 午前,1.2,2.01,5.03,1013.350
6391,07/12/2021 12:20:01 午前,1.2,2.52,5.54,1013.450
6392,07/12/2021 12:30:01 午前,1.2,2.52,4.03,1013.350
6393,07/12/2021 12:40:01 午前,1.2,2.52,4.53,1013.350
6394,07/12/2021 12:50:01 午前,1.2,2.01,4.53,1013.450
6395,07/12/2021 01:00:01 午前,1.2,1.51,3.02,1013.450
6396,07/12/2021 01:10:01 午前,1.2,2.01,4.53,1013.450
6397,07/12/2021 01:20:01 午前,1.2,2.52,4.03,1013.050
6398,07/12/2021 01:30:01 午前,1.2,2.52,4.53,1013.150
6399,07/12/2021 01:40:01 午前,1.2,2.52,4.03,1012.950
6400,07/12/2021 01:50:01 午前,1.2,2.01,4.53,1012.950
6401,07/12/2021 02:00:01 午前,1.2,2.01,4.03,1012.850
6402,07/12/2021 02:10:01 午前,1.2,2.01,3.02,1012.750
6403,07/12/2021 02:20:01 午前,1.2,2.01,3.02,1012.750
6404,07/12/2021 02:30:01 午前,1.2,2.01,3.52,1012.550
6405,07/12/2021 02:40:01 午前,1.2,2.01,4.03,1012.650
6406,07/12/2021 02:50:01 午前,1.2,2.01,5.03,1012.550
6407,07/12/2021 03:00:01 午前,1.2,2.01,5.54,1012.650
6408,07/12/2021 03:10:01 午前,1.2,1.51,4.03,1012.650
6409,07/12/2021 03:20:01 午前,1.2,1.51,5.03,1012.450
6410,07/12/2021 03:30:01 午前,1.2,2.01,5.54,1012.450
6411,07/12/2021 03:40:01 午前,1.2,1.51,3.02,1012.450
6412,07/12/2021 03:50:01 午前,1.2,1.51,3.02,1012.550
6413,07/12/2021 04:00:01 午前,1.2,2.01,4.53,1012.650
6414,07/12/2021 04:10:01 午前,1.2,2.01,5.03,1012.750
6415,07/12/2021 04:20:01 午前,1.2,2.52,4.03,1012.750
6416,07/12/2021 04:30:01 午前,1.2,1.51,4.03,1012.850
6417,07/12/2021 04:40:01 午前,1.2,1.01,3.52,1012.850
6418,07/12/2021 04:50:01 午前,1.2,2.01,5.03,1012.850
6419,07/12/2021 05:00:01 午前,1.2,2.01,4.53,1012.850
6420,07/12/2021 05:10:01 午前,1.2,2.01,4.53,1012.950
6421,07/12/2021 05:20:01 午前,1.2,1.51,4.03,1012.950
6422,07/12/2021 05:30:01 午前,11.2,1.51,4.53,1012.950
6423,07/12/2021 05:40:01 午前,21.2,1.51,3.02,1012.950
6424,07/12/2021 05:50:01 午前,36.2,1.51,5.03,1013.050
6425,07/12/2021 06:00:01 午前,66.2,2.01,4.53,1013.050
6426,07/12/2021 06:10:01 午前,78.7,2.01,4.03,1013.050
6427,07/12/2021 06:20:01 午前,103.7,1.51,4.53,1013.050
6428,07/12/2021 06:30:01 午前,116.2,2.01,4.53,1013.050
6429,07/12/2021 06:40:01 午前,166.2,3.52,7.05,1012.750
6430,07/12/2021 06:50:01 午前,136.2,3.02,6.54,1013.050
6431,07/12/2021 07:00:01 午前,168.7,3.52,7.05,1013.250
6432,07/12/2021 07:10:01 午前,263.7,2.52,5.54,1013.450
6433,07/12/2021 07:20:01 午前,246.2,2.52,5.54,1013.350
6434,07/12/2021 07:30:01 午前,241.2,2.52,5.54,1013.550
6435,07/12/2021 07:40:01 午前,398.7,2.01,4.53,1013.450
6436,07/12/2021 07:50:01 午前,283.7,2.01,4.53,1013.450
6437,07/12/2021 08:00:01 午前,351.2,3.02,5.54,1013.350
6438,07/12/2021 08:10:01 午前,556.2,3.02,6.04,1013.350
6439,07/12/2021 08:20:01 午前,326.2,3.02,6.54,1013.650
6440,07/12/2021 08:30:01 午前,1246.2,3.02,6.04,1012.450
6441,07/12/2021 08:40:01 午前,1281.2,3.02,5.03,1012.250
6442,07/12/2021 08:50:01 午前,1351.2,3.02,5.03,1012.150
6443,07/12/2021 09:00:01 午前,471.2,3.02,5.54,1013.250
6444,07/12/2021 09:10:01 午前,1613.7,3.52,5.54,1011.650
6445,07/12/2021 09:20:01 午前,728.7,3.02,5.03,1013.250
6446,07/12/2021 09:30:01 午前,396.2,3.02,5.03,1013.850
6447,07/12/2021 09:40:01 午前,418.7,2.01,3.52,1013.750
6448,07/12/2021 09:50:01 午前,1636.2,1.51,3.52,1012.250
6449,07/12/2021 10:00:01 午前,583.7,1.51,3.52,1013.250
6450,07/12/2021 10:10:01 午前,1791.2,2.01,4.53,1011.950
6451,07/12/2021 10:20:01 午前,831.2,3.02,6.04,1013.150
6452,07/12/2021 10:30:01 午前,1541.2,2.52,6.04,1012.650
6453,07/12/2021 10:40:01 午前,683.7,2.01,5.03,1013.550
6454,07/12/2021 10:50:01 午前,1001.2,2.52,5.03,1013.350
6455,07/12/2021 11:00:01 午前,708.7,2.01,4.53,1013.450
6456,07/12/2021 11:10:01 午前,983.7,2.01,4.53,1013.450
6457,07/12/2021 11:20:01 午前,448.7,2.01,4.53,1013.650
6458,07/12/2021 11:30:01 午前,1063.7,1.01,3.02,1013.250
6459,07/12/2021 11:40:01 午前,871.2,2.52,5.03,1013.250
6460,07/12/2021 11:50:01 午前,813.7,1.51,4.03,1013.250
6461,07/12/2021 12:00:01 午後,2156.2,1.51,5.03,1012.450
6462,07/12/2021 12:10:01 午後,2048.7,2.52,7.55,1012.350
6463,07/12/2021 12:20:01 午後,2153.7,3.02,7.05,1012.350
6464,07/12/2021 12:30:01 午後,1318.7,3.52,7.05,1012.650
6465,07/12/2021 12:40:01 午後,1216.2,4.03,8.56,1012.650
6466,07/12/2021 12:50:01 午後,2118.7,3.52,7.55,1012.450
6467,07/12/2021 01:00:01 午後,1213.7,4.03,7.05,1012.450
6468,07/12/2021 01:10:01 午後,1283.7,4.03,7.05,1012.350
6469,07/12/2021 01:20:01 午後,2326.2,4.53,8.05,1012.250
6470,07/12/2021 01:30:01 午後,1346.2,4.03,7.55,1012.250
6471,07/12/2021 01:40:01 午後,783.7,3.52,7.05,1012.550
6472,07/12/2021 01:50:01 午後,696.2,3.52,6.54,1012.550
6473,07/12/2021 02:00:01 午後,648.7,3.02,6.04,1012.450
6474,07/12/2021 02:10:01 午後,786.2,2.52,7.05,1012.350
6475,07/12/2021 02:20:01 午後,698.7,2.52,7.05,1012.250
6476,07/12/2021 02:30:01 午後,2176.2,1.51,4.53,1011.950
6477,07/12/2021 02:40:01 午後,866.2,3.02,6.04,1012.250
6478,07/12/2021 02:50:01 午後,1106.2,2.52,5.54,1012.150
6479,07/12/2021 03:00:01 午後,971.2,3.52,8.05,1012.150
6480,07/12/2021 03:10:01 午後,838.7,3.52,7.55,1012.150
6481,07/12/2021 03:20:01 午後,1091.2,4.03,6.54,1011.950
6482,07/12/2021 03:30:01 午後,1081.2,3.02,6.54,1012.050
6483,07/12/2021 03:40:01 午後,1088.7,3.02,6.04,1011.750
6484,07/12/2021 03:50:01 午後,856.2,3.52,6.54,1011.650
6485,07/12/2021 04:00:01 午後,583.7,4.03,8.05,1011.850
6486,07/12/2021 04:10:01 午後,501.2,3.02,7.05,1012.050
6487,07/12/2021 04:20:01 午後,481.2,2.52,6.04,1012.150
6488,07/12/2021 04:30:01 午後,976.2,2.52,5.54,1011.950
6489,07/12/2021 04:40:01 午後,1063.7,4.03,7.05,1011.950
6490,07/12/2021 04:50:01 午後,676.2,4.03,7.55,1011.950
6491,07/12/2021 05:00:01 午後,621.2,4.03,7.05,1012.050
6492,07/12/2021 05:10:01 午後,646.2,4.03,7.55,1011.950
6493,07/12/2021 05:20:01 午後,476.2,4.03,7.55,1011.950
6494,07/12/2021 05:30:01 午後,578.7,3.52,7.05,1011.950
6495,07/12/2021 05:40:01 午後,213.7,3.02,6.04,1012.150
6496,07/12/2021 05:50:01 午後,786.2,3.02,5.54,1011.750
6497,07/12/2021 06:00:01 午後,338.7,4.03,7.55,1012.050
6498,07/12/2021 06:10:01 午後,301.2,3.02,6.04,1012.050
6499,07/12/2021 06:20:01 午後,186.2,3.02,6.54,1012.250
6500,07/12/2021 06:30:01 午後,158.7,3.02,5.54,1012.450
6501,07/12/2021 06:40:01 午後,141.2,2.52,5.54,1012.450
6502,07/12/2021 06:50:01 午後,91.2,2.01,5.03,1012.850
6503,07/12/2021 07:00:01 午後,46.2,1.01,4.03,1012.850
6504,07/12/2021 07:10:01 午後,26.2,0.00,2.01,1012.850
6505,07/12/2021 07:20:01 午後,16.2,1.01,5.03,1012.950
6506,07/12/2021 07:30:01 午後,3.7,1.01,3.52,1012.850
6507,07/12/2021 07:40:01 午後,1.2,1.01,2.52,1012.850
6508,07/12/2021 07:50:01 午後,1.2,1.01,2.52,1012.850
6509,07/12/2021 08:00:01 午後,1.2,0.50,2.52,1012.750
6510,07/12/2021 08:10:01 午後,1.2,0.50,2.01,1012.850
6511,07/12/2021 08:20:01 午後,1.2,0.50,3.52,1012.750
6512,07/12/2021 08:30:01 午後,1.2,2.01,5.54,1012.650
6513,07/12/2021 08:40:01 午後,1.2,1.01,5.03,1012.850
6514,07/12/2021 08:50:01 午後,1.2,0.50,3.02,1012.950
6515,07/12/2021 09:00:01 午後,1.2,1.01,2.52,1013.050
6516,07/12/2021 09:10:01 午後,1.2,1.51,4.03,1013.150
6517,07/12/2021 09:20:01 午後,1.2,1.01,3.52,1013.250
6518,07/12/2021 09:30:01 午後,1.2,0.50,2.52,1013.250
6519,07/12/2021 09:40:01 午後,1.2,0.50,3.02,1013.150
6520,07/12/2021 09:50:01 午後,1.2,0.50,2.52,1013.050
6521,07/12/2021 10:00:01 午後,1.2,1.01,4.03,1013.150
6522,07/12/2021 10:10:01 午後,1.2,0.50,2.01,1012.950
6523,07/12/2021 10:20:01 午後,1.2,0.50,1.51,1012.950
6524,07/12/2021 10:30:01 午後,1.2,0.00,2.01,1013.150
6525,07/12/2021 10:40:01 午後,1.2,0.50,2.52,1013.050
6526,07/12/2021 10:50:01 午後,1.2,1.51,4.53,1012.850
6527,07/12/2021 11:00:01 午後,1.2,1.51,4.03,1012.750
6528,07/12/2021 11:10:01 午後,1.2,1.01,4.53,1012.850
6529,07/12/2021 11:20:01 午後,1.2,0.50,3.52,1012.750
6530,07/12/2021 11:30:01 午後,1.2,1.01,4.03,1012.750
6531,07/12/2021 11:40:01 午後,1.2,0.50,2.52,1012.850
6532,07/12/2021 11:50:01 午後,1.2,1.01,3.02,1012.850
6533,07/13/2021 12:00:01 午前,1.2,1.01,3.02,1012.950
6534,07/13/2021 12:10:01 午前,1.2,0.00,2.01,1012.850
6535,07/13/2021 12:20:01 午前,1.2,0.50,2.01,1012.650
6536,07/13/2021 12:30:01 午前,1.2,1.01,3.52,1012.850
6537,07/13/2021 12:40:01 午前,1.2,0.50,3.52,1012.750
6538,07/13/2021 12:50:01 午前,1.2,1.01,3.52,1012.550
6539,07/13/2021 01:00:01 午前,1.2,1.01,4.03,1012.650
6540,07/13/2021 01:10:01 午前,1.2,1.01,2.52,1012.650
6541,07/13/2021 01:20:01 午前,1.2,1.01,4.53,1012.750
6542,07/13/2021 01:30:01 午前,1.2,0.00,1.51,1012.550
6543,07/13/2021 01:40:01 午前,1.2,0.00,1.51,1012.550
6544,07/13/2021 01:50:01 午前,1.2,0.50,3.02,1012.650
6545,07/13/2021 02:00:01 午前,1.2,0.00,1.51,1012.550
6546,07/13/2021 02:10:01 午前,1.2,0.50,3.02,1012.650
6547,07/13/2021 02:20:01 午前,1.2,0.50,3.02,1012.550
6548,07/13/2021 02:30:01 午前,1.2,0.50,2.01,1012.650
6549,07/13/2021 02:40:01 午前,1.2,0.50,2.01,1012.550
6550,07/13/2021 02:50:01 午前,1.2,1.01,2.52,1012.650
6551,07/13/2021 03:00:01 午前,1.2,0.50,2.01,1012.750
6552,07/13/2021 03:10:01 午前,1.2,1.01,2.52,1012.550
6553,07/13/2021 03:20:01 午前,1.2,1.01,3.02,1012.450
6554,07/13/2021 03:30:01 午前,1.2,1.01,2.52,1012.450
6555,07/13/2021 03:40:01 午前,1.2,1.51,2.52,1012.350
6556,07/13/2021 03:50:01 午前,1.2,1.51,2.52,1012.350
6557,07/13/2021 04:00:01 午前,1.2,1.01,2.52,1012.250
6558,07/13/2021 04:10:01 午前,1.2,1.01,2.01,1012.550
6559,07/13/2021 04:20:01 午前,1.2,1.01,2.01,1012.450
6560,07/13/2021 04:30:01 午前,1.2,1.01,2.01,1012.450
6561,07/13/2021 04:40:01 午前,1.2,1.01,2.01,1012.450
6562,07/13/2021 04:50:01 午前,1.2,1.01,2.01,1012.450
6563,07/13/2021 05:00:01 午前,1.2,1.01,2.52,1012.250
6564,07/13/2021 05:10:01 午前,1.2,1.01,2.52,1012.350
6565,07/13/2021 05:20:01 午前,3.7,0.50,1.51,1012.350
6566,07/13/2021 05:30:01 午前,13.7,0.50,2.01,1012.350
6567,07/13/2021 05:40:01 午前,31.2,0.50,2.01,1012.450
6568,07/13/2021 05:50:01 午前,51.2,0.00,1.01,1012.550
6569,07/13/2021 06:00:01 午前,81.2,0.00,1.51,1012.650
6570,07/13/2021 06:10:01 午前,131.2,0.50,1.51,1012.650
6571,07/13/2021 06:20:01 午前,201.2,0.00,1.01,1012.550
6572,07/13/2021 06:30:01 午前,193.7,0.00,1.51,1012.550
6573,07/13/2021 06:40:01 午前,226.2,0.00,1.01,1012.550
6574,07/13/2021 06:50:01 午前,176.2,0.00,1.01,1012.750
6575,07/13/2021 07:00:01 午前,271.2,0.00,1.01,1012.650
6576,07/13/2021 07:10:01 午前,348.7,0.00,1.01,1012.550
6577,07/13/2021 07:20:01 午前,496.2,0.00,1.51,1012.150
6578,07/13/2021 07:30:01 午前,663.7,0.50,2.01,1011.550
6579,07/13/2021 07:40:01 午前,756.2,0.50,1.51,1011.450
6580,07/13/2021 07:50:01 午前,841.2,0.50,2.52,1011.350
6581,07/13/2021 08:00:01 午前,1083.7,1.51,5.03,1011.350
6582,07/13/2021 08:10:01 午前,333.7,1.01,3.52,1012.650
6583,07/13/2021 08:20:01 午前,296.2,1.01,3.52,1012.750
6584,07/13/2021 08:30:01 午前,341.2,0.50,3.02,1012.650
6585,07/13/2021 08:40:01 午前,548.7,0.00,1.51,1012.650
6586,07/13/2021 08:50:01 午前,546.2,0.00,2.01,1012.650
6587,07/13/2021 09:00:01 午前,548.7,0.50,2.01,1012.650
6588,07/13/2021 09:10:01 午前,628.7,1.01,2.52,1012.650
6589,07/13/2021 09:20:01 午前,1551.2,0.50,2.01,1011.250
6590,07/13/2021 09:30:01 午前,733.7,1.01,4.03,1012.250
6591,07/13/2021 09:40:01 午前,1376.2,1.01,3.52,1011.750
6592,07/13/2021 09:50:01 午前,1218.7,1.01,3.02,1011.950
6593,07/13/2021 10:00:01 午前,1488.7,1.01,4.53,1011.750
6594,07/13/2021 10:10:01 午前,1566.2,1.01,3.52,1011.650
6595,07/13/2021 10:20:01 午前,981.2,1.01,4.03,1012.450
6596,07/13/2021 10:30:01 午前,1291.2,1.01,3.02,1012.550
6597,07/13/2021 10:40:01 午前,1648.7,2.01,5.54,1012.150
6598,07/13/2021 10:50:01 午前,1978.7,1.51,5.03,1012.350
6599,07/13/2021 11:00:01 午前,1411.2,2.01,5.54,1012.450
6600,07/13/2021 11:10:01 午前,1936.2,1.01,3.52,1012.050
6601,07/13/2021 11:20:01 午前,2023.7,1.51,3.52,1012.050
6602,07/13/2021 11:30:01 午前,1821.2,1.01,3.52,1012.250
6603,07/13/2021 11:40:01 午前,1806.2,1.01,4.53,1012.450
6604,07/13/2021 11:50:01 午前,1808.7,2.52,5.54,1012.250
6605,07/13/2021 12:00:01 午後,1806.2,3.02,5.54,1012.350
6606,07/13/2021 12:10:01 午後,1896.2,2.52,5.54,1012.250
6607,07/13/2021 12:20:01 午後,1933.7,2.01,5.54,1012.550
6608,07/13/2021 12:30:01 午後,1886.2,2.52,4.53,1012.850
6609,07/13/2021 12:40:01 午後,1846.2,2.52,4.53,1013.050
6610,07/13/2021 12:50:01 午後,1373.7,3.02,6.54,1013.150
6611,07/13/2021 01:00:01 午後,1781.2,2.01,4.53,1013.250
6612,07/13/2021 01:10:01 午後,1908.7,1.51,3.52,1013.050
6613,07/13/2021 01:20:01 午後,1911.2,2.01,4.53,1013.050
6614,07/13/2021 01:30:01 午後,1801.2,3.02,5.03,1013.150
6615,07/13/2021 01:40:01 午後,1631.2,3.02,5.54,1013.250
6616,07/13/2021 01:50:01 午後,1523.7,3.52,6.54,1013.150
6617,07/13/2021 02:00:01 午後,1831.2,3.02,6.04,1013.050
6618,07/13/2021 02:10:01 午後,1708.7,3.02,5.54,1013.050
6619,07/13/2021 02:20:01 午後,1706.2,3.02,5.03,1013.050
6620,07/13/2021 02:30:01 午後,1723.7,3.02,6.04,1012.950
6621,07/13/2021 02:40:01 午後,1686.2,3.02,6.54,1012.950
6622,07/13/2021 02:50:01 午後,1516.2,2.52,6.04,1012.950
6623,07/13/2021 03:00:01 午後,1598.7,2.52,5.54,1012.950
6624,07/13/2021 03:10:01 午後,1433.7,3.02,5.54,1012.850
6625,07/13/2021 03:20:01 午後,1491.2,3.52,5.54,1012.750
6626,07/13/2021 03:30:01 午後,1381.2,3.02,5.54,1012.550
6627,07/13/2021 03:40:01 午後,1336.2,3.52,6.04,1012.450
6628,07/13/2021 03:50:01 午後,1311.2,3.02,6.04,1012.450
6629,07/13/2021 04:00:01 午後,1203.7,3.02,6.04,1012.550
6630,07/13/2021 04:10:01 午後,1198.7,3.02,7.05,1012.350
6631,07/13/2021 04:20:01 午後,1131.2,4.53,7.05,1012.550
6632,07/13/2021 04:30:01 午後,1053.7,4.53,7.55,1012.350
6633,07/13/2021 04:40:01 午後,696.2,4.53,7.55,1012.450
6634,07/13/2021 04:50:01 午後,973.7,4.03,7.55,1012.650
6635,07/13/2021 05:00:01 午後,881.2,3.02,6.04,1012.350
6636,07/13/2021 05:10:01 午後,821.2,3.52,6.54,1012.550
6637,07/13/2021 05:20:01 午後,748.7,2.52,5.54,1012.650
6638,07/13/2021 05:30:01 午後,686.2,1.51,4.53,1012.850
6639,07/13/2021 05:40:01 午後,561.2,1.01,4.53,1012.850
6640,07/13/2021 05:50:01 午後,513.7,2.01,5.54,1012.950
6641,07/13/2021 06:00:01 午後,328.7,2.52,5.54,1012.950
6642,07/13/2021 06:10:01 午後,361.2,2.52,5.03,1012.950
6643,07/13/2021 06:20:01 午後,276.2,2.52,5.03,1013.050
6644,07/13/2021 06:30:01 午後,226.2,2.01,5.03,1013.150
6645,07/13/2021 06:40:01 午後,168.7,1.51,4.03,1013.250
6646,07/13/2021 06:50:01 午後,131.2,2.01,5.03,1013.350
6647,07/13/2021 07:00:01 午後,63.7,1.51,4.03,1013.450
6648,07/13/2021 07:10:01 午後,38.7,1.51,3.52,1013.450
6649,07/13/2021 07:20:01 午後,18.7,1.01,2.01,1013.550
6650,07/13/2021 07:30:01 午後,6.2,0.50,2.01,1013.550
6651,07/13/2021 07:40:01 午後,1.2,0.00,1.51,1013.550
6652,07/13/2021 07:50:01 午後,1.2,0.50,2.01,1013.750
6653,07/13/2021 08:00:01 午後,1.2,1.01,4.53,1013.550
6654,07/13/2021 08:10:01 午後,1.2,0.50,2.52,1013.750
6655,07/13/2021 08:20:01 午後,1.2,1.01,2.52,1013.950
6656,07/13/2021 08:30:01 午後,1.2,0.50,2.52,1013.950
6657,07/13/2021 08:40:01 午後,1.2,1.01,2.52,1014.050
6658,07/13/2021 08:50:01 午後,1.2,1.01,2.01,1014.050
6659,07/13/2021 09:00:01 午後,1.2,1.01,2.01,1013.950
6660,07/13/2021 09:10:01 午後,1.2,1.01,2.01,1014.050
6661,07/13/2021 09:20:01 午後,1.2,1.51,3.02,1014.050
6662,07/13/2021 09:30:01 午後,1.2,1.01,3.02,1014.050
6663,07/13/2021 09:40:01 午後,1.2,1.01,2.52,1013.950
6664,07/13/2021 09:50:01 午後,1.2,1.01,2.01,1013.950
6665,07/13/2021 10:00:01 午後,1.2,0.50,2.01,1013.950
6666,07/13/2021 10:10:01 午後,1.2,1.01,2.01,1013.650
6667,07/13/2021 10:20:01 午後,1.2,1.01,2.52,1013.750
6668,07/13/2021 10:30:01 午後,1.2,1.01,2.52,1013.650
6669,07/13/2021 10:40:01 午後,1.2,1.51,2.52,1013.850
6670,07/13/2021 10:50:01 午後,1.2,1.01,2.01,1013.850
6671,07/13/2021 11:00:01 午後,1.2,0.50,2.01,1013.750
6672,07/13/2021 11:10:01 午後,1.2,0.00,1.01,1013.850
6673,07/13/2021 11:20:01 午後,1.2,0.00,0.50,1013.750
6674,07/13/2021 11:30:01 午後,1.2,0.00,1.01,1013.950
6675,07/13/2021 11:40:01 午後,1.2,0.00,1.01,1013.750
6676,07/13/2021 11:50:01 午後,1.2,0.00,1.01,1013.950
6677,07/14/2021 12:00:01 午前,1.2,0.00,1.01,1013.750
6678,07/14/2021 12:10:01 午前,1.2,0.00,1.01,1013.750
6679,07/14/2021 12:20:01 午前,1.2,0.00,1.01,1013.750
6680,07/14/2021 12:30:01 午前,1.2,0.00,1.01,1013.650
6681,07/14/2021 12:40:01 午前,1.2,0.00,0.50,1013.650
6682,07/14/2021 12:50:01 午前,1.2,0.00,1.01,1013.650
6683,07/14/2021 01:00:01 午前,1.2,0.00,1.01,1013.750
6684,07/14/2021 01:10:01 午前,1.2,0.00,1.01,1013.650
6685,07/14/2021 01:20:01 午前,1.2,0.00,1.01,1013.650
6686,07/14/2021 01:30:01 午前,1.2,0.00,0.50,1013.650
6687,07/14/2021 01:40:01 午前,1.2,0.00,1.51,1013.750
6688,07/14/2021 01:50:01 午前,1.2,0.00,1.51,1013.750
6689,07/14/2021 02:00:01 午前,1.2,0.00,1.01,1013.750
6690,07/14/2021 02:10:01 午前,1.2,0.00,1.01,1013.750
6691,07/14/2021 02:20:01 午前,1.2,0.00,1.01,1013.850
6692,07/14/2021 02:30:01 午前,1.2,0.00,1.51,1013.850
6693,07/14/2021 02:40:01 午前,1.2,0.00,1.01,1013.850
6694,07/14/2021 02:50:01 午前,1.2,0.00,1.01,1013.850
6695,07/14/2021 03:00:01 午前,1.2,0.00,1.01,1013.950
6696,07/14/2021 03:10:01 午前,1.2,0.00,1.51,1013.750
6697,07/14/2021 03:20:01 午前,1.2,0.00,1.01,1013.750
6698,07/14/2021 03:30:01 午前,1.2,0.00,1.01,1013.650
6699,07/14/2021 03:40:01 午前,1.2,0.00,1.51,1013.750
6700,07/14/2021 03:50:01 午前,1.2,0.00,0.50,1013.950
6701,07/14/2021 04:00:01 午前,1.2,0.00,1.51,1013.850
6702,07/14/2021 04:10:01 午前,1.2,0.00,1.01,1013.850
6703,07/14/2021 04:20:01 午前,1.2,0.00,1.01,1013.950
6704,07/14/2021 04:30:01 午前,1.2,0.00,0.50,1014.050
6705,07/14/2021 04:40:01 午前,1.2,0.00,1.01,1013.950
6706,07/14/2021 04:50:01 午前,1.2,0.00,1.01,1014.050
6707,07/14/2021 05:00:01 午前,1.2,0.00,1.01,1014.150
6708,07/14/2021 05:10:01 午前,1.2,0.00,1.51,1014.350
6709,07/14/2021 05:20:01 午前,3.7,0.00,1.01,1014.350
6710,07/14/2021 05:30:01 午前,11.2,0.00,1.01,1014.450
6711,07/14/2021 05:40:01 午前,28.7,0.00,1.01,1014.450
6712,07/14/2021 05:50:01 午前,48.7,0.00,1.51,1014.350
6713,07/14/2021 06:00:01 午前,56.2,0.00,0.50,1014.350
6714,07/14/2021 06:10:01 午前,73.7,0.00,1.01,1014.250
6715,07/14/2021 06:20:01 午前,83.7,0.00,1.01,1014.350
6716,07/14/2021 06:30:01 午前,103.7,0.00,1.01,1014.250
6717,07/14/2021 06:40:01 午前,348.7,0.00,1.01,1013.350
6718,07/14/2021 06:50:01 午前,428.7,0.00,1.01,1013.350
6719,07/14/2021 07:00:01 午前,296.2,0.00,0.50,1013.850
6720,07/14/2021 07:10:01 午前,546.2,0.00,0.50,1013.150
6721,07/14/2021 07:20:01 午前,613.7,0.00,1.01,1013.350
6722,07/14/2021 07:30:01 午前,678.7,0.00,1.01,1013.450
6723,07/14/2021 07:40:01 午前,786.2,0.00,1.01,1013.250
6724,07/14/2021 07:50:01 午前,916.2,0.00,1.01,1013.150
6725,07/14/2021 08:00:01 午前,223.7,0.50,1.51,1014.450
6726,07/14/2021 08:10:01 午前,963.7,0.50,1.51,1013.250
6727,07/14/2021 08:20:01 午前,1053.7,1.01,2.01,1013.150
6728,07/14/2021 08:30:01 午前,1173.7,1.51,4.03,1013.250
6729,07/14/2021 08:40:01 午前,1191.2,2.52,4.03,1013.250
6730,07/14/2021 08:50:01 午前,1273.7,2.01,4.53,1013.350
6731,07/14/2021 09:00:01 午前,1338.7,2.52,4.53,1013.450
6732,07/14/2021 09:10:01 午前,1338.7,2.01,4.03,1013.450
6733,07/14/2021 09:20:01 午前,1496.2,2.01,4.03,1013.350
6734,07/14/2021 09:30:01 午前,878.7,2.52,4.53,1014.050
6735,07/14/2021 09:40:01 午前,1558.7,1.51,3.52,1013.350
6736,07/14/2021 09:50:01 午前,1581.2,3.02,5.03,1013.250
6737,07/14/2021 10:00:01 午前,1623.7,2.52,5.03,1013.150
6738,07/14/2021 10:10:01 午前,1696.2,2.52,5.03,1013.350
6739,07/14/2021 10:20:01 午前,1718.7,2.52,5.03,1013.350
6740,07/14/2021 10:30:01 午前,1748.7,2.52,5.03,1013.250
6741,07/14/2021 10:40:01 午前,1753.7,3.02,5.03,1013.550
6742,07/14/2021 10:50:01 午前,1793.7,3.02,5.03,1013.950
6743,07/14/2021 11:00:01 午前,1818.7,2.01,4.03,1013.550
6744,07/14/2021 11:10:01 午前,1838.7,2.01,3.52,1013.450
6745,07/14/2021 11:20:01 午前,1851.2,2.01,4.03,1013.450
6746,07/14/2021 11:30:01 午前,1878.7,2.01,4.03,1013.650
6747,07/14/2021 11:40:01 午前,1913.7,1.01,2.52,1013.650
6748,07/14/2021 11:50:01 午前,1898.7,1.51,4.53,1013.650
6749,07/14/2021 12:00:01 午後,1903.7,1.51,3.52,1013.750
6750,07/14/2021 12:10:01 午後,1906.2,2.01,3.52,1013.650
6751,07/14/2021 12:20:01 午後,1893.7,2.01,4.03,1013.850
6752,07/14/2021 12:30:01 午後,1903.7,2.01,3.52,1014.050
6753,07/14/2021 12:40:01 午後,1901.2,2.01,4.03,1014.250
6754,07/14/2021 12:50:01 午後,1893.7,2.01,3.52,1014.150
6755,07/14/2021 01:00:01 午後,1883.7,2.01,3.52,1014.150
6756,07/14/2021 01:10:01 午後,1871.2,2.52,4.53,1014.250
6757,07/14/2021 01:20:01 午後,1858.7,2.52,4.53,1014.050
6758,07/14/2021 01:30:01 午後,1843.7,2.01,4.03,1013.950
6759,07/14/2021 01:40:01 午後,1823.7,2.01,4.53,1013.950
6760,07/14/2021 01:50:01 午後,1808.7,2.52,4.53,1014.050
6761,07/14/2021 02:00:01 午後,1768.7,3.02,5.03,1013.950
6762,07/14/2021 02:10:01 午後,1753.7,3.52,5.03,1013.950
6763,07/14/2021 02:20:01 午後,1721.2,3.52,5.54,1013.850
6764,07/14/2021 02:30:01 午後,1711.2,2.52,4.53,1013.950
6765,07/14/2021 02:40:01 午後,1691.2,2.01,4.03,1013.850
6766,07/14/2021 02:50:01 午後,1623.7,2.01,4.03,1013.550
6767,07/14/2021 03:00:01 午後,1566.2,3.02,5.54,1013.550
