"プロット タイトル: Microstation_00_ecser_surface_201223"
"#","日付 時間, GMT+09:00","PAR, uE","風速, m/s","突風の速さ, m/s","圧力, mbar"
6947,02/09/2021 11:40:01 午後,1.2,0.00,0.50,1026.450
6948,02/09/2021 11:50:01 午後,1.2,0.00,1.51,1026.450
6949,02/10/2021 12:00:01 午前,1.2,0.00,2.52,1026.450
6950,02/10/2021 12:10:01 午前,1.2,0.00,2.01,1026.350
6951,02/10/2021 12:20:01 午前,1.2,0.00,0.50,1026.350
6952,02/10/2021 12:30:01 午前,1.2,0.00,2.01,1026.250
6953,02/10/2021 12:40:01 午前,1.2,0.00,0.00,1026.250
6954,02/10/2021 12:50:01 午前,1.2,0.00,0.50,1026.150
6955,02/10/2021 01:00:01 午前,1.2,0.00,0.00,1026.350
6956,02/10/2021 01:10:01 午前,1.2,0.00,0.50,1026.350
6957,02/10/2021 01:20:01 午前,1.2,0.00,1.01,1026.350
6958,02/10/2021 01:30:01 午前,1.2,0.00,0.50,1026.250
6959,02/10/2021 01:40:01 午前,1.2,0.00,0.50,1026.250
6960,02/10/2021 01:50:01 午前,1.2,0.00,0.50,1026.150
6961,02/10/2021 02:00:01 午前,1.2,0.00,0.50,1026.050
6962,02/10/2021 02:10:01 午前,1.2,0.00,0.50,1026.050
6963,02/10/2021 02:20:01 午前,1.2,0.00,0.50,1026.150
6964,02/10/2021 02:30:01 午前,1.2,0.00,0.50,1026.150
6965,02/10/2021 02:40:01 午前,1.2,0.00,0.50,1026.050
6966,02/10/2021 02:50:01 午前,1.2,0.00,0.50,1026.150
6967,02/10/2021 03:00:01 午前,1.2,0.00,0.00,1026.050
6968,02/10/2021 03:10:01 午前,1.2,0.00,0.50,1025.850
6969,02/10/2021 03:20:01 午前,1.2,0.00,0.00,1025.950
6970,02/10/2021 03:30:01 午前,1.2,0.00,0.50,1025.850
6971,02/10/2021 03:40:01 午前,1.2,0.00,0.50,1025.850
6972,02/10/2021 03:50:01 午前,1.2,0.00,0.50,1025.650
6973,02/10/2021 04:00:01 午前,1.2,0.00,1.01,1025.350
6974,02/10/2021 04:10:01 午前,1.2,0.00,1.01,1025.250
6975,02/10/2021 04:20:01 午前,1.2,0.00,1.51,1025.050
6976,02/10/2021 04:30:01 午前,1.2,0.00,1.01,1025.050
6977,02/10/2021 04:40:01 午前,1.2,0.00,1.51,1025.150
6978,02/10/2021 04:50:01 午前,1.2,0.00,0.50,1025.150
6979,02/10/2021 05:00:01 午前,1.2,0.00,0.50,1025.250
6980,02/10/2021 05:10:01 午前,1.2,0.00,0.50,1025.350
6981,02/10/2021 05:20:01 午前,1.2,0.00,1.01,1025.450
6982,02/10/2021 05:30:01 午前,1.2,0.00,0.00,1025.350
6983,02/10/2021 05:40:01 午前,1.2,0.00,0.50,1025.250
6984,02/10/2021 05:50:01 午前,1.2,0.50,2.52,1025.250
6985,02/10/2021 06:00:01 午前,1.2,0.50,2.52,1024.950
6986,02/10/2021 06:10:01 午前,1.2,0.00,2.01,1024.850
6987,02/10/2021 06:20:01 午前,1.2,0.00,1.51,1024.950
6988,02/10/2021 06:30:01 午前,1.2,0.00,2.01,1024.950
6989,02/10/2021 06:40:01 午前,1.2,0.00,1.01,1025.050
6990,02/10/2021 06:50:01 午前,1.2,0.00,1.51,1025.250
6991,02/10/2021 07:00:01 午前,1.2,0.00,0.50,1025.350
6992,02/10/2021 07:10:01 午前,11.2,0.00,1.01,1025.450
6993,02/10/2021 07:20:01 午前,26.2,0.00,1.01,1025.550
6994,02/10/2021 07:30:01 午前,51.2,0.00,1.01,1025.750
6995,02/10/2021 07:40:01 午前,56.2,0.00,0.50,1025.850
6996,02/10/2021 07:50:01 午前,78.7,0.00,0.50,1025.850
6997,02/10/2021 08:00:01 午前,106.2,0.00,1.01,1025.950
6998,02/10/2021 08:10:01 午前,121.2,0.00,0.50,1025.750
6999,02/10/2021 08:20:01 午前,141.2,0.00,0.00,1025.850
7000,02/10/2021 08:30:01 午前,333.7,0.00,0.50,1026.050
7001,02/10/2021 08:40:01 午前,446.2,0.00,0.50,1026.250
7002,02/10/2021 08:50:01 午前,508.7,0.00,0.50,1026.150
7003,02/10/2021 09:00:01 午前,563.7,0.00,0.50,1026.150
7004,02/10/2021 09:10:01 午前,636.2,0.00,0.50,1026.050
7005,02/10/2021 09:20:01 午前,696.2,0.00,0.50,1026.050
7006,02/10/2021 09:30:01 午前,763.7,0.00,0.50,1025.750
7007,02/10/2021 09:40:01 午前,816.2,0.00,0.50,1025.850
7008,02/10/2021 09:50:01 午前,868.7,0.00,1.51,1025.750
7009,02/10/2021 10:00:01 午前,978.7,0.00,1.51,1025.550
7010,02/10/2021 10:10:01 午前,1036.2,0.00,1.51,1025.450
7011,02/10/2021 10:20:01 午前,1048.7,0.50,2.01,1025.450
7012,02/10/2021 10:30:01 午前,1081.2,0.00,1.51,1025.350
7013,02/10/2021 10:40:01 午前,1108.7,0.00,1.01,1025.350
7014,02/10/2021 10:50:01 午前,1116.2,0.00,1.01,1025.150
7015,02/10/2021 11:00:01 午前,1188.7,0.00,1.51,1025.250
7016,02/10/2021 11:10:01 午前,1221.2,1.01,4.03,1025.150
7017,02/10/2021 11:20:01 午前,766.2,2.01,4.03,1025.150
7018,02/10/2021 11:30:01 午前,866.2,2.01,4.03,1025.150
7019,02/10/2021 11:40:01 午前,946.2,2.01,3.02,1025.050
7020,02/10/2021 11:50:01 午前,1106.2,0.50,3.52,1025.150
7021,02/10/2021 12:00:01 午後,1063.7,1.51,3.52,1025.050
7022,02/10/2021 12:10:01 午後,848.7,2.52,5.03,1025.050
7023,02/10/2021 12:20:01 午後,1233.7,1.51,4.53,1024.850
7024,02/10/2021 12:30:01 午後,1263.7,2.01,4.53,1024.650
7025,02/10/2021 12:40:01 午後,1368.7,1.01,4.53,1024.450
7026,02/10/2021 12:50:01 午後,1381.2,1.51,4.53,1024.350
7027,02/10/2021 01:00:01 午後,1013.7,1.51,4.53,1024.150
7028,02/10/2021 01:10:01 午後,1271.2,1.01,4.03,1023.850
7029,02/10/2021 01:20:01 午後,1076.2,1.01,4.03,1023.750
7030,02/10/2021 01:30:01 午後,918.7,1.01,4.03,1023.550
7031,02/10/2021 01:40:01 午後,701.2,1.51,4.53,1023.650
7032,02/10/2021 01:50:01 午後,1041.2,1.01,3.52,1023.550
7033,02/10/2021 02:00:01 午後,1181.2,0.50,4.03,1023.450
7034,02/10/2021 02:10:01 午後,781.2,1.51,4.03,1023.450
7035,02/10/2021 02:20:01 午後,1153.7,1.01,4.03,1023.150
7036,02/10/2021 02:30:01 午後,1003.7,1.51,5.03,1022.750
7037,02/10/2021 02:40:01 午後,1043.7,1.51,5.03,1022.650
7038,02/10/2021 02:50:01 午後,998.7,1.51,4.53,1022.750
7039,02/10/2021 03:00:01 午後,966.2,1.51,4.03,1022.550
7040,02/10/2021 03:10:01 午後,921.2,1.01,4.03,1022.650
7041,02/10/2021 03:20:01 午後,771.2,1.01,3.52,1022.950
7042,02/10/2021 03:30:01 午後,446.2,1.01,4.03,1023.050
7043,02/10/2021 03:40:01 午後,596.2,1.01,3.02,1023.050
7044,02/10/2021 03:50:01 午後,516.2,1.51,4.03,1023.150
7045,02/10/2021 04:00:01 午後,431.2,2.52,5.03,1023.250
7046,02/10/2021 04:10:01 午後,461.2,3.02,6.04,1023.350
7047,02/10/2021 04:20:01 午後,343.7,3.52,6.54,1023.550
7048,02/10/2021 04:30:01 午後,353.7,3.02,5.54,1023.650
7049,02/10/2021 04:40:01 午後,253.7,2.52,5.54,1023.650
7050,02/10/2021 04:50:01 午後,218.7,1.51,3.52,1023.550
7051,02/10/2021 05:00:01 午後,156.2,1.51,3.52,1023.550
7052,02/10/2021 05:10:01 午後,146.2,0.50,2.52,1023.550
7053,02/10/2021 05:20:01 午後,98.7,1.01,3.02,1023.550
7054,02/10/2021 05:30:01 午後,58.7,1.01,2.52,1023.650
7055,02/10/2021 05:40:01 午後,38.7,0.50,2.52,1023.750
7056,02/10/2021 05:50:01 午後,18.7,0.50,2.01,1023.850
7057,02/10/2021 06:00:01 午後,6.2,0.00,2.01,1024.050
7058,02/10/2021 06:10:01 午後,1.2,0.00,1.51,1024.150
7059,02/10/2021 06:20:01 午後,1.2,0.00,1.01,1024.250
7060,02/10/2021 06:30:01 午後,1.2,0.00,1.01,1024.250
7061,02/10/2021 06:40:01 午後,1.2,0.00,1.01,1024.350
7062,02/10/2021 06:50:01 午後,1.2,0.00,1.51,1024.450
7063,02/10/2021 07:00:01 午後,1.2,0.00,2.01,1024.550
7064,02/10/2021 07:10:01 午後,1.2,0.00,1.01,1024.450
7065,02/10/2021 07:20:01 午後,1.2,0.00,1.51,1024.550
7066,02/10/2021 07:30:01 午後,1.2,0.00,1.01,1024.650
7067,02/10/2021 07:40:01 午後,1.2,0.00,1.01,1024.550
7068,02/10/2021 07:50:01 午後,1.2,0.00,1.51,1024.550
7069,02/10/2021 08:00:01 午後,1.2,0.00,1.51,1024.650
7070,02/10/2021 08:10:01 午後,1.2,0.00,1.01,1024.850
7071,02/10/2021 08:20:01 午後,1.2,0.00,1.01,1025.050
7072,02/10/2021 08:30:01 午後,1.2,0.00,1.01,1025.050
7073,02/10/2021 08:40:01 午後,1.2,0.00,0.50,1024.950
7074,02/10/2021 08:50:01 午後,1.2,0.00,1.01,1024.950
7075,02/10/2021 09:00:01 午後,1.2,0.00,0.50,1024.950
7076,02/10/2021 09:10:01 午後,1.2,0.00,1.01,1025.150
7077,02/10/2021 09:20:01 午後,1.2,0.00,0.50,1024.950
7078,02/10/2021 09:30:01 午後,1.2,0.00,0.50,1025.150
7079,02/10/2021 09:40:01 午後,1.2,0.00,1.01,1025.050
7080,02/10/2021 09:50:01 午後,1.2,0.00,0.50,1025.150
7081,02/10/2021 10:00:01 午後,1.2,0.00,0.50,1025.250
7082,02/10/2021 10:10:01 午後,1.2,0.00,0.50,1025.050
7083,02/10/2021 10:20:01 午後,1.2,0.00,1.01,1025.050
7084,02/10/2021 10:30:01 午後,1.2,0.00,1.01,1024.950
7085,02/10/2021 10:40:01 午後,1.2,0.00,0.50,1024.950
7086,02/10/2021 10:50:01 午後,1.2,0.00,1.01,1024.950
7087,02/10/2021 11:00:01 午後,1.2,0.00,1.01,1024.650
7088,02/10/2021 11:10:01 午後,1.2,0.00,0.50,1024.650
7089,02/10/2021 11:20:01 午後,1.2,0.00,1.01,1024.550
7090,02/10/2021 11:30:01 午後,1.2,0.00,1.51,1024.750
7091,02/10/2021 11:40:01 午後,1.2,0.00,1.01,1024.850
7092,02/10/2021 11:50:01 午後,1.2,0.00,1.01,1024.850
7093,02/11/2021 12:00:01 午前,1.2,0.00,1.01,1024.950
7094,02/11/2021 12:10:01 午前,1.2,0.00,0.50,1024.950
7095,02/11/2021 12:20:01 午前,1.2,0.00,1.01,1025.450
7096,02/11/2021 12:30:01 午前,1.2,0.50,2.01,1025.150
7097,02/11/2021 12:40:01 午前,1.2,0.00,1.51,1025.150
7098,02/11/2021 12:50:01 午前,1.2,0.00,1.51,1025.050
7099,02/11/2021 01:00:01 午前,1.2,0.00,0.00,1024.950
7100,02/11/2021 01:10:01 午前,1.2,0.00,1.01,1024.950
7101,02/11/2021 01:20:01 午前,1.2,0.00,1.51,1024.850
7102,02/11/2021 01:30:01 午前,1.2,0.00,0.00,1024.550
7103,02/11/2021 01:40:01 午前,1.2,0.00,0.00,1024.350
7104,02/11/2021 01:50:01 午前,1.2,0.00,0.00,1024.450
7105,02/11/2021 02:00:01 午前,1.2,0.00,0.00,1024.850
7106,02/11/2021 02:10:01 午前,1.2,0.00,1.01,1024.450
7107,02/11/2021 02:20:01 午前,1.2,0.00,1.51,1024.250
7108,02/11/2021 02:30:01 午前,1.2,0.00,1.51,1024.550
7109,02/11/2021 02:40:01 午前,1.2,0.00,1.01,1024.650
7110,02/11/2021 02:50:01 午前,1.2,0.00,0.50,1024.450
7111,02/11/2021 03:00:01 午前,1.2,0.00,1.51,1023.750
7112,02/11/2021 03:10:01 午前,1.2,0.00,1.51,1023.650
7113,02/11/2021 03:20:01 午前,1.2,0.00,1.01,1023.650
7114,02/11/2021 03:30:01 午前,1.2,0.00,0.50,1023.850
7115,02/11/2021 03:40:01 午前,1.2,0.00,1.51,1024.050
7116,02/11/2021 03:50:01 午前,1.2,0.00,1.51,1024.150
7117,02/11/2021 04:00:01 午前,1.2,0.00,2.01,1023.850
7118,02/11/2021 04:10:01 午前,1.2,0.00,1.51,1023.650
7119,02/11/2021 04:20:01 午前,1.2,0.00,2.01,1024.350
7120,02/11/2021 04:30:01 午前,1.2,0.00,1.51,1024.450
7121,02/11/2021 04:40:01 午前,1.2,0.00,1.01,1024.650
7122,02/11/2021 04:50:01 午前,1.2,0.00,0.00,1024.250
7123,02/11/2021 05:00:01 午前,1.2,0.00,0.00,1024.850
7124,02/11/2021 05:10:01 午前,1.2,0.00,0.50,1024.450
7125,02/11/2021 05:20:01 午前,1.2,0.00,0.00,1024.250
7126,02/11/2021 05:30:01 午前,1.2,0.00,0.50,1023.850
7127,02/11/2021 05:40:01 午前,1.2,0.00,0.50,1023.850
7128,02/11/2021 05:50:01 午前,1.2,0.00,1.51,1024.250
7129,02/11/2021 06:00:01 午前,1.2,0.00,1.51,1024.450
7130,02/11/2021 06:10:01 午前,1.2,0.00,1.51,1024.750
7131,02/11/2021 06:20:01 午前,1.2,0.00,1.01,1024.650
7132,02/11/2021 06:30:01 午前,1.2,0.00,0.50,1024.750
7133,02/11/2021 06:40:01 午前,1.2,0.00,0.50,1024.750
7134,02/11/2021 06:50:01 午前,1.2,0.00,0.50,1024.850
7135,02/11/2021 07:00:01 午前,1.2,0.00,0.00,1024.750
7136,02/11/2021 07:10:01 午前,3.7,0.00,0.50,1024.450
7137,02/11/2021 07:20:01 午前,13.7,0.00,2.01,1024.350
7138,02/11/2021 07:30:01 午前,33.7,0.00,2.01,1024.250
7139,02/11/2021 07:40:01 午前,61.2,0.00,2.01,1024.250
7140,02/11/2021 07:50:01 午前,81.2,1.01,3.52,1024.450
7141,02/11/2021 08:00:01 午前,126.2,1.01,3.52,1024.350
7142,02/11/2021 08:10:01 午前,153.7,1.01,3.02,1024.450
7143,02/11/2021 08:20:01 午前,183.7,1.01,3.52,1024.350
7144,02/11/2021 08:30:01 午前,228.7,1.01,3.02,1024.450
7145,02/11/2021 08:40:01 午前,308.7,1.01,3.02,1024.450
7146,02/11/2021 08:50:01 午前,311.2,1.01,3.02,1024.550
7147,02/11/2021 09:00:01 午前,261.2,1.01,2.52,1024.950
7148,02/11/2021 09:10:01 午前,278.7,1.01,2.52,1025.150
7149,02/11/2021 09:20:01 午前,356.2,0.50,2.52,1025.250
7150,02/11/2021 09:30:01 午前,431.2,0.50,2.52,1025.150
7151,02/11/2021 09:40:01 午前,488.7,0.00,2.01,1024.950
7152,02/11/2021 09:50:01 午前,501.2,0.00,1.51,1024.850
7153,02/11/2021 10:00:01 午前,626.2,0.50,2.01,1024.750
7154,02/11/2021 10:10:01 午前,703.7,0.50,2.01,1024.750
7155,02/11/2021 10:20:01 午前,748.7,0.00,1.51,1024.650
7156,02/11/2021 10:30:01 午前,783.7,0.50,2.01,1024.750
7157,02/11/2021 10:40:01 午前,851.2,0.50,3.52,1024.450
7158,02/11/2021 10:50:01 午前,728.7,0.50,2.52,1024.350
7159,02/11/2021 11:00:01 午前,811.2,0.50,3.02,1024.050
7160,02/11/2021 11:10:01 午前,811.2,1.01,3.52,1023.750
7161,02/11/2021 11:20:01 午前,796.2,1.51,3.02,1023.550
7162,02/11/2021 11:30:01 午前,786.2,1.01,3.02,1023.550
7163,02/11/2021 11:40:01 午前,791.2,1.01,3.02,1023.350
7164,02/11/2021 11:50:01 午前,731.2,1.01,3.02,1023.250
7165,02/11/2021 12:00:01 午後,851.2,1.01,3.52,1023.250
7166,02/11/2021 12:10:01 午後,763.7,1.51,4.03,1023.450
7167,02/11/2021 12:20:01 午後,753.7,1.51,3.02,1023.250
7168,02/11/2021 12:30:01 午後,733.7,1.51,3.02,1023.450
7169,02/11/2021 12:40:01 午後,783.7,1.01,2.52,1023.250
7170,02/11/2021 12:50:01 午後,931.2,1.01,3.52,1022.850
7171,02/11/2021 01:00:01 午後,726.2,0.50,2.52,1022.650
7172,02/11/2021 01:10:01 午後,698.7,1.01,2.52,1022.450
7173,02/11/2021 01:20:01 午後,698.7,0.50,3.02,1022.350
7174,02/11/2021 01:30:01 午後,633.7,0.00,1.51,1022.450
7175,02/11/2021 01:40:01 午後,613.7,0.50,3.52,1022.450
7176,02/11/2021 01:50:01 午後,563.7,0.00,2.01,1022.450
7177,02/11/2021 02:00:01 午後,556.2,0.00,1.51,1022.450
7178,02/11/2021 02:10:01 午後,546.2,0.00,1.51,1022.150
7179,02/11/2021 02:20:01 午後,503.7,0.50,2.01,1021.950
7180,02/11/2021 02:30:01 午後,518.7,0.50,2.52,1021.850
7181,02/11/2021 02:40:01 午後,441.2,0.00,1.01,1022.050
7182,02/11/2021 02:50:01 午後,403.7,0.00,1.51,1021.950
7183,02/11/2021 03:00:01 午後,386.2,0.00,1.01,1022.350
7184,02/11/2021 03:10:01 午後,366.2,0.00,1.01,1022.050
7185,02/11/2021 03:20:01 午後,331.2,0.00,1.01,1021.950
7186,02/11/2021 03:30:01 午後,306.2,0.00,0.50,1021.750
7187,02/11/2021 03:40:01 午後,228.7,0.00,1.51,1021.950
7188,02/11/2021 03:50:01 午後,206.2,0.00,0.50,1022.050
7189,02/11/2021 04:00:01 午後,183.7,0.00,0.50,1022.350
7190,02/11/2021 04:10:01 午後,166.2,0.00,0.50,1022.250
7191,02/11/2021 04:20:01 午後,148.7,0.00,1.01,1022.050
7192,02/11/2021 04:30:01 午後,138.7,0.00,0.50,1021.950
7193,02/11/2021 04:40:01 午後,116.2,0.00,1.51,1021.850
7194,02/11/2021 04:50:01 午後,101.2,0.50,2.01,1021.750
7195,02/11/2021 05:00:01 午後,76.2,0.00,1.51,1022.150
7196,02/11/2021 05:10:01 午後,53.7,0.00,2.01,1022.050
7197,02/11/2021 05:20:01 午後,41.2,0.00,2.01,1022.250
7198,02/11/2021 05:30:01 午後,23.7,0.00,0.50,1022.250
7199,02/11/2021 05:40:01 午後,16.2,0.00,1.51,1021.950
7200,02/11/2021 05:50:01 午後,6.2,0.00,1.01,1022.250
7201,02/11/2021 06:00:01 午後,1.2,0.00,1.01,1022.450
7202,02/11/2021 06:10:01 午後,1.2,0.00,1.51,1022.650
7203,02/11/2021 06:20:01 午後,1.2,0.00,1.01,1022.650
7204,02/11/2021 06:30:01 午後,1.2,0.00,1.01,1022.750
7205,02/11/2021 06:40:01 午後,1.2,0.00,0.50,1022.950
7206,02/11/2021 06:50:01 午後,1.2,0.00,1.01,1023.150
7207,02/11/2021 07:00:01 午後,1.2,0.00,0.50,1023.050
7208,02/11/2021 07:10:01 午後,1.2,0.00,0.50,1023.150
7209,02/11/2021 07:20:01 午後,1.2,0.00,0.00,1022.950
7210,02/11/2021 07:30:01 午後,1.2,0.00,1.51,1022.850
7211,02/11/2021 07:40:01 午後,1.2,0.00,1.51,1022.650
7212,02/11/2021 07:50:01 午後,1.2,0.50,2.52,1022.750
7213,02/11/2021 08:00:01 午後,1.2,0.50,3.02,1022.750
7214,02/11/2021 08:10:01 午後,1.2,0.50,3.02,1022.550
7215,02/11/2021 08:20:01 午後,1.2,0.50,2.01,1022.550
7216,02/11/2021 08:30:01 午後,1.2,0.00,1.51,1022.650
7217,02/11/2021 08:40:01 午後,1.2,0.00,3.02,1022.750
7218,02/11/2021 08:50:01 午後,1.2,0.00,3.02,1022.450
7219,02/11/2021 09:00:01 午後,1.2,0.00,3.02,1022.750
7220,02/11/2021 09:10:01 午後,1.2,0.00,2.01,1023.050
7221,02/11/2021 09:20:01 午後,1.2,0.00,1.51,1022.950
7222,02/11/2021 09:30:01 午後,1.2,0.50,3.02,1022.950
7223,02/11/2021 09:40:01 午後,1.2,0.00,1.51,1022.850
7224,02/11/2021 09:50:01 午後,1.2,0.00,0.50,1022.650
7225,02/11/2021 10:00:01 午後,1.2,0.00,1.51,1022.650
7226,02/11/2021 10:10:01 午後,1.2,0.00,1.51,1022.750
7227,02/11/2021 10:20:01 午後,1.2,0.00,1.01,1022.950
7228,02/11/2021 10:30:01 午後,1.2,0.00,1.51,1022.950
7229,02/11/2021 10:40:01 午後,1.2,0.00,1.01,1022.950
7230,02/11/2021 10:50:01 午後,1.2,0.00,0.50,1022.950
7231,02/11/2021 11:00:01 午後,1.2,0.00,1.01,1022.950
7232,02/11/2021 11:10:01 午後,1.2,0.00,1.51,1022.950
7233,02/11/2021 11:20:01 午後,1.2,0.00,2.01,1022.750
7234,02/11/2021 11:30:01 午後,1.2,0.00,2.01,1022.550
7235,02/11/2021 11:40:01 午後,1.2,0.00,1.01,1022.550
7236,02/11/2021 11:50:01 午後,1.2,0.00,1.01,1022.450
7237,02/12/2021 12:00:01 午前,1.2,0.00,0.50,1022.550
7238,02/12/2021 12:10:01 午前,1.2,0.00,1.01,1022.450
7239,02/12/2021 12:20:01 午前,1.2,0.00,1.51,1022.350
7240,02/12/2021 12:30:01 午前,1.2,0.00,1.51,1022.150
7241,02/12/2021 12:40:01 午前,1.2,0.00,1.51,1021.950
7242,02/12/2021 12:50:01 午前,1.2,0.00,1.01,1021.750
7243,02/12/2021 01:00:01 午前,1.2,0.00,1.01,1021.950
7244,02/12/2021 01:10:01 午前,1.2,0.00,1.01,1022.550
7245,02/12/2021 01:20:01 午前,1.2,0.00,0.50,1022.750
7246,02/12/2021 01:30:01 午前,1.2,0.00,1.01,1022.750
7247,02/12/2021 01:40:01 午前,1.2,0.00,1.01,1022.850
7248,02/12/2021 01:50:01 午前,1.2,0.00,1.01,1022.850
7249,02/12/2021 02:00:01 午前,1.2,0.00,0.50,1022.950
7250,02/12/2021 02:10:01 午前,1.2,0.00,0.50,1023.050
7251,02/12/2021 02:20:01 午前,1.2,0.00,1.01,1022.850
7252,02/12/2021 02:30:01 午前,1.2,0.00,0.50,1022.950
7253,02/12/2021 02:40:01 午前,1.2,0.00,2.01,1022.950
7254,02/12/2021 02:50:01 午前,1.2,0.00,1.01,1022.650
7255,02/12/2021 03:00:01 午前,1.2,0.00,0.50,1022.450
7256,02/12/2021 03:10:01 午前,1.2,0.00,0.50,1022.450
7257,02/12/2021 03:20:01 午前,1.2,0.00,2.01,1022.650
7258,02/12/2021 03:30:01 午前,1.2,0.00,2.52,1022.650
7259,02/12/2021 03:40:01 午前,1.2,1.01,3.02,1022.450
7260,02/12/2021 03:50:01 午前,1.2,0.50,4.03,1022.150
7261,02/12/2021 04:00:01 午前,1.2,0.00,2.01,1022.250
7262,02/12/2021 04:10:01 午前,1.2,0.50,2.52,1022.150
7263,02/12/2021 04:20:01 午前,1.2,0.00,2.01,1022.150
7264,02/12/2021 04:30:01 午前,1.2,0.50,2.52,1022.050
7265,02/12/2021 04:40:01 午前,1.2,0.50,3.02,1022.250
7266,02/12/2021 04:50:01 午前,1.2,0.50,3.02,1022.250
7267,02/12/2021 05:00:01 午前,1.2,1.51,3.52,1022.250
7268,02/12/2021 05:10:01 午前,1.2,1.51,3.52,1022.350
7269,02/12/2021 05:20:01 午前,1.2,1.01,4.03,1022.250
7270,02/12/2021 05:30:01 午前,1.2,0.50,3.02,1022.450
7271,02/12/2021 05:40:01 午前,1.2,0.00,2.52,1022.550
7272,02/12/2021 05:50:01 午前,1.2,0.00,2.52,1022.650
7273,02/12/2021 06:00:01 午前,1.2,0.50,2.52,1022.550
7274,02/12/2021 06:10:01 午前,1.2,0.50,2.52,1022.750
7275,02/12/2021 06:20:01 午前,1.2,1.51,3.52,1022.750
7276,02/12/2021 06:30:01 午前,1.2,0.50,2.52,1022.750
7277,02/12/2021 06:40:01 午前,1.2,0.50,3.02,1022.750
7278,02/12/2021 06:50:01 午前,1.2,1.01,4.03,1022.650
7279,02/12/2021 07:00:01 午前,1.2,0.50,2.52,1022.850
7280,02/12/2021 07:10:01 午前,3.7,0.00,1.51,1022.850
7281,02/12/2021 07:20:01 午前,8.7,0.50,3.02,1022.950
7282,02/12/2021 07:30:01 午前,18.7,0.00,3.02,1022.850
7283,02/12/2021 07:40:01 午前,38.7,0.50,2.52,1022.650
7284,02/12/2021 07:50:01 午前,63.7,1.51,3.52,1022.450
7285,02/12/2021 08:00:01 午前,98.7,1.01,3.52,1022.650
7286,02/12/2021 08:10:01 午前,116.2,1.01,3.02,1022.950
7287,02/12/2021 08:20:01 午前,138.7,0.50,2.52,1022.850
7288,02/12/2021 08:30:01 午前,166.2,0.00,2.01,1022.850
7289,02/12/2021 08:40:01 午前,163.7,0.00,1.51,1022.750
7290,02/12/2021 08:50:01 午前,176.2,0.50,2.52,1022.850
7291,02/12/2021 09:00:01 午前,193.7,1.51,4.03,1022.950
7292,02/12/2021 09:10:01 午前,218.7,0.50,2.52,1023.050
7293,02/12/2021 09:20:01 午前,278.7,0.50,2.52,1023.050
7294,02/12/2021 09:30:01 午前,328.7,0.00,1.51,1023.150
7295,02/12/2021 09:40:01 午前,396.2,0.50,3.02,1023.150
7296,02/12/2021 09:50:01 午前,496.2,0.50,2.52,1023.050
7297,02/12/2021 10:00:01 午前,381.2,1.01,2.52,1023.050
7298,02/12/2021 10:10:01 午前,386.2,0.50,3.02,1023.050
7299,02/12/2021 10:20:01 午前,351.2,0.00,2.01,1023.350
7300,02/12/2021 10:30:01 午前,366.2,0.50,3.02,1023.350
7301,02/12/2021 10:40:01 午前,373.7,0.50,3.02,1023.450
7302,02/12/2021 10:50:01 午前,411.2,1.01,3.02,1023.550
7303,02/12/2021 11:00:01 午前,508.7,1.01,3.52,1023.450
7304,02/12/2021 11:10:01 午前,571.2,0.50,3.02,1023.450
7305,02/12/2021 11:20:01 午前,591.2,1.01,3.52,1023.150
7306,02/12/2021 11:30:01 午前,668.7,0.50,3.02,1022.950
7307,02/12/2021 11:40:01 午前,788.7,0.50,3.02,1022.850
7308,02/12/2021 11:50:01 午前,778.7,1.01,3.02,1022.850
7309,02/12/2021 12:00:01 午後,738.7,0.50,2.52,1022.750
7310,02/12/2021 12:10:01 午後,758.7,1.01,3.02,1022.650
7311,02/12/2021 12:20:01 午後,651.2,1.51,2.52,1022.650
7312,02/12/2021 12:30:01 午後,553.7,1.01,2.52,1022.650
7313,02/12/2021 12:40:01 午後,501.2,0.00,2.01,1022.450
7314,02/12/2021 12:50:01 午後,463.7,0.50,2.52,1022.550
7315,02/12/2021 01:00:01 午後,398.7,0.00,1.51,1022.450
7316,02/12/2021 01:10:01 午後,358.7,0.00,1.01,1022.250
7317,02/12/2021 01:20:01 午後,381.2,0.00,1.01,1022.250
7318,02/12/2021 01:30:01 午後,453.7,0.00,1.01,1022.150
7319,02/12/2021 01:40:01 午後,543.7,0.00,1.01,1021.950
7320,02/12/2021 01:50:01 午後,516.2,0.00,1.01,1021.850
7321,02/12/2021 02:00:01 午後,541.2,0.00,0.50,1021.850
7322,02/12/2021 02:10:01 午後,513.7,0.00,1.01,1021.650
7323,02/12/2021 02:20:01 午後,451.2,0.00,1.01,1021.650
7324,02/12/2021 02:30:01 午後,398.7,0.00,1.51,1021.650
7325,02/12/2021 02:40:01 午後,368.7,0.00,0.50,1021.850
7326,02/12/2021 02:50:01 午後,401.2,0.00,1.01,1021.850
7327,02/12/2021 03:00:01 午後,418.7,0.00,1.51,1021.850
7328,02/12/2021 03:10:01 午後,438.7,0.00,1.01,1021.850
7329,02/12/2021 03:20:01 午後,423.7,0.00,1.51,1021.950
7330,02/12/2021 03:30:01 午後,473.7,0.00,1.01,1021.950
7331,02/12/2021 03:40:01 午後,546.2,0.00,1.51,1021.950
7332,02/12/2021 03:50:01 午後,398.7,0.00,1.01,1022.050
