"プロット タイトル: Microstation_00_ecser_surface_201007"
"#","日付 時間, GMT+09:00","PAR, uE","風速, m/s","突風の速さ, m/s","圧力, mbar"
2292,10/23/2020 11:50:01 午前,1473.7,2.52,6.54,1011.550
2293,10/23/2020 12:00:01 午後,1476.2,3.02,7.05,1011.450
2294,10/23/2020 12:10:01 午後,1483.7,2.52,6.54,1011.450
2295,10/23/2020 12:20:01 午後,1478.7,3.02,5.54,1011.350
2296,10/23/2020 12:30:01 午後,1471.2,3.02,6.04,1011.350
2297,10/23/2020 12:40:01 午後,1441.2,2.52,5.54,1011.350
2298,10/23/2020 12:50:01 午後,1441.2,3.52,6.54,1011.650
2299,10/23/2020 01:00:01 午後,1418.7,2.01,5.54,1011.250
2300,10/23/2020 01:10:01 午後,1408.7,3.02,6.54,1011.050
2301,10/23/2020 01:20:01 午後,1378.7,3.02,5.54,1011.150
2302,10/23/2020 01:30:01 午後,1351.2,2.52,6.54,1011.250
2303,10/23/2020 01:40:01 午後,1313.7,3.02,6.54,1011.050
2304,10/23/2020 01:50:01 午後,1283.7,2.52,6.04,1011.050
2305,10/23/2020 02:00:01 午後,1243.7,3.02,6.54,1010.850
2306,10/23/2020 02:10:01 午後,1198.7,2.52,5.54,1010.750
2307,10/23/2020 02:20:01 午後,1138.7,2.52,7.05,1010.750
2308,10/23/2020 02:30:01 午後,1108.7,2.52,5.54,1010.750
2309,10/23/2020 02:40:01 午後,1046.2,2.52,5.03,1010.850
2310,10/23/2020 02:50:01 午後,973.7,3.02,6.04,1011.150
2311,10/23/2020 03:00:01 午後,951.2,2.52,5.54,1011.150
2312,10/23/2020 03:10:01 午後,888.7,3.02,6.04,1011.150
2313,10/23/2020 03:20:01 午後,818.7,2.52,6.04,1011.350
2314,10/23/2020 03:30:01 午後,758.7,2.01,4.03,1011.350
2315,10/23/2020 03:40:01 午後,691.2,2.52,6.04,1011.450
2316,10/23/2020 03:50:01 午後,623.7,2.52,5.54,1011.450
2317,10/23/2020 04:00:01 午後,553.7,2.52,5.03,1011.750
2318,10/23/2020 04:10:01 午後,483.7,2.52,5.54,1011.850
2319,10/23/2020 04:20:01 午後,413.7,2.52,5.54,1011.950
2320,10/23/2020 04:30:01 午後,348.7,3.02,5.54,1012.150
2321,10/23/2020 04:40:01 午後,283.7,2.01,5.03,1012.050
2322,10/23/2020 04:50:01 午後,218.7,2.01,4.53,1012.350
2323,10/23/2020 05:00:01 午後,153.7,1.51,4.03,1012.450
2324,10/23/2020 05:10:01 午後,91.2,1.51,5.03,1012.450
2325,10/23/2020 05:20:01 午後,43.7,1.51,4.03,1012.650
2326,10/23/2020 05:30:01 午後,23.7,0.50,3.02,1012.650
2327,10/23/2020 05:40:01 午後,8.7,0.50,3.52,1012.750
2328,10/23/2020 05:50:01 午後,1.2,0.00,2.01,1012.950
2329,10/23/2020 06:00:01 午後,1.2,0.00,1.51,1013.050
2330,10/23/2020 06:10:01 午後,1.2,0.00,2.01,1013.050
2331,10/23/2020 06:20:01 午後,1.2,0.50,2.01,1013.150
2332,10/23/2020 06:30:01 午後,1.2,1.01,3.52,1012.950
2333,10/23/2020 06:40:01 午後,1.2,1.01,3.52,1013.250
2334,10/23/2020 06:50:01 午後,1.2,0.00,3.52,1013.350
2335,10/23/2020 07:00:01 午後,1.2,0.00,1.51,1013.450
2336,10/23/2020 07:10:01 午後,1.2,0.00,2.52,1013.450
2337,10/23/2020 07:20:01 午後,1.2,0.50,2.52,1013.650
2338,10/23/2020 07:30:01 午後,1.2,0.00,1.01,1013.550
2339,10/23/2020 07:40:01 午後,1.2,0.50,2.52,1013.750
2340,10/23/2020 07:50:01 午後,1.2,0.00,1.01,1013.850
2341,10/23/2020 08:00:01 午後,1.2,0.00,1.01,1013.850
2342,10/23/2020 08:10:01 午後,1.2,0.00,4.03,1013.950
2343,10/23/2020 08:20:01 午後,1.2,0.00,2.52,1014.050
2344,10/23/2020 08:30:01 午後,1.2,0.00,2.52,1014.150
2345,10/23/2020 08:40:01 午後,1.2,0.00,2.01,1014.150
2346,10/23/2020 08:50:01 午後,1.2,0.00,2.01,1014.150
2347,10/23/2020 09:00:01 午後,1.2,0.50,3.02,1014.150
2348,10/23/2020 09:10:01 午後,1.2,0.50,2.52,1014.150
2349,10/23/2020 09:20:01 午後,1.2,0.00,2.52,1014.350
2350,10/23/2020 09:30:01 午後,1.2,0.00,1.51,1014.450
2351,10/23/2020 09:40:01 午後,1.2,0.00,1.51,1014.550
2352,10/23/2020 09:50:01 午後,1.2,0.00,0.50,1014.550
2353,10/23/2020 10:00:01 午後,1.2,0.00,0.00,1014.650
2354,10/23/2020 10:10:01 午後,1.2,0.00,1.01,1014.550
2355,10/23/2020 10:20:01 午後,1.2,0.00,1.01,1014.550
2356,10/23/2020 10:30:01 午後,1.2,0.00,0.50,1014.650
2357,10/23/2020 10:40:01 午後,1.2,0.00,1.01,1014.650
2358,10/23/2020 10:50:01 午後,1.2,0.00,1.51,1014.650
2359,10/23/2020 11:00:01 午後,1.2,0.00,1.01,1014.550
2360,10/23/2020 11:10:01 午後,1.2,0.00,1.01,1014.750
2361,10/23/2020 11:20:01 午後,1.2,0.00,0.50,1014.650
2362,10/23/2020 11:30:01 午後,1.2,0.00,1.01,1014.750
2363,10/23/2020 11:40:01 午後,1.2,0.00,1.51,1014.550
2364,10/23/2020 11:50:01 午後,1.2,0.00,1.51,1014.850
2365,10/24/2020 12:00:01 午前,1.2,0.00,1.51,1014.950
2366,10/24/2020 12:10:01 午前,1.2,0.00,1.51,1014.850
2367,10/24/2020 12:20:01 午前,1.2,1.51,4.53,1014.850
2368,10/24/2020 12:30:01 午前,1.2,2.01,4.03,1014.850
2369,10/24/2020 12:40:01 午前,1.2,2.01,4.03,1014.950
2370,10/24/2020 12:50:01 午前,1.2,2.01,5.03,1015.050
2371,10/24/2020 01:00:01 午前,1.2,2.52,6.54,1014.950
2372,10/24/2020 01:10:01 午前,1.2,2.01,4.53,1015.050
2373,10/24/2020 01:20:01 午前,1.2,2.01,5.03,1015.150
2374,10/24/2020 01:30:01 午前,1.2,2.01,5.54,1015.150
2375,10/24/2020 01:40:01 午前,1.2,1.51,4.03,1015.050
2376,10/24/2020 01:50:01 午前,1.2,2.01,6.54,1015.150
2377,10/24/2020 02:00:01 午前,1.2,2.01,5.03,1015.350
2378,10/24/2020 02:10:01 午前,1.2,2.01,5.54,1015.350
2379,10/24/2020 02:20:01 午前,1.2,2.52,5.03,1015.450
2380,10/24/2020 02:30:01 午前,1.2,2.01,6.04,1015.350
2381,10/24/2020 02:40:01 午前,1.2,2.01,5.03,1015.350
2382,10/24/2020 02:50:01 午前,1.2,2.01,4.53,1015.350
2383,10/24/2020 03:00:01 午前,1.2,2.52,5.03,1015.450
2384,10/24/2020 03:10:01 午前,1.2,2.52,6.04,1015.650
2385,10/24/2020 03:20:01 午前,1.2,2.52,5.54,1015.650
2386,10/24/2020 03:30:01 午前,1.2,2.01,4.53,1015.750
2387,10/24/2020 03:40:01 午前,1.2,2.52,5.54,1015.850
2388,10/24/2020 03:50:01 午前,1.2,3.02,6.54,1015.750
2389,10/24/2020 04:00:01 午前,1.2,2.01,6.04,1015.850
2390,10/24/2020 04:10:01 午前,1.2,1.51,4.03,1015.850
2391,10/24/2020 04:20:01 午前,1.2,1.51,4.53,1015.850
2392,10/24/2020 04:30:01 午前,1.2,2.01,4.03,1015.950
2393,10/24/2020 04:40:01 午前,1.2,1.51,5.03,1015.950
2394,10/24/2020 04:50:01 午前,1.2,1.51,4.03,1016.050
2395,10/24/2020 05:00:01 午前,1.2,1.01,4.03,1016.150
2396,10/24/2020 05:10:01 午前,1.2,1.01,4.03,1016.150
2397,10/24/2020 05:20:01 午前,1.2,0.50,2.52,1016.250
2398,10/24/2020 05:30:01 午前,1.2,0.50,3.02,1016.450
2399,10/24/2020 05:40:01 午前,1.2,0.50,3.52,1016.450
2400,10/24/2020 05:50:01 午前,1.2,0.50,4.03,1016.450
2401,10/24/2020 06:00:01 午前,1.2,1.01,3.52,1016.450
2402,10/24/2020 06:10:01 午前,1.2,0.50,2.52,1016.750
2403,10/24/2020 06:20:01 午前,1.2,0.50,2.52,1016.750
2404,10/24/2020 06:30:01 午前,1.2,1.01,4.03,1016.950
2405,10/24/2020 06:40:01 午前,1.2,1.51,5.03,1017.150
2406,10/24/2020 06:50:01 午前,11.2,1.51,5.54,1017.150
2407,10/24/2020 07:00:01 午前,16.2,0.50,5.03,1017.350
2408,10/24/2020 07:10:01 午前,43.7,0.50,3.02,1017.450
2409,10/24/2020 07:20:01 午前,68.7,0.50,2.52,1017.550
2410,10/24/2020 07:30:01 午前,38.7,0.50,3.02,1017.750
2411,10/24/2020 07:40:01 午前,101.2,0.00,3.02,1017.650
2412,10/24/2020 07:50:01 午前,193.7,0.50,2.52,1017.650
2413,10/24/2020 08:00:01 午前,181.2,0.50,3.02,1017.750
2414,10/24/2020 08:10:01 午前,131.2,0.50,3.02,1018.050
2415,10/24/2020 08:20:01 午前,201.2,1.01,3.02,1018.050
2416,10/24/2020 08:30:01 午前,173.7,1.01,3.52,1018.050
2417,10/24/2020 08:40:01 午前,328.7,0.50,2.52,1018.050
2418,10/24/2020 08:50:01 午前,368.7,0.50,2.52,1017.950
2419,10/24/2020 09:00:01 午前,346.2,0.50,3.52,1018.150
2420,10/24/2020 09:10:01 午前,538.7,1.01,3.52,1018.250
2421,10/24/2020 09:20:01 午前,468.7,1.51,4.53,1018.250
2422,10/24/2020 09:30:01 午前,1296.2,2.01,5.03,1018.150
2423,10/24/2020 09:40:01 午前,461.2,2.52,5.03,1018.250
2424,10/24/2020 09:50:01 午前,1193.7,2.01,5.03,1018.250
2425,10/24/2020 10:00:01 午前,623.7,2.01,4.03,1018.250
2426,10/24/2020 10:10:01 午前,1443.7,2.52,6.04,1018.050
2427,10/24/2020 10:20:01 午前,1486.2,2.01,4.53,1018.050
2428,10/24/2020 10:30:01 午前,456.2,2.52,6.54,1018.150
2429,10/24/2020 10:40:01 午前,1401.2,2.01,5.54,1018.150
2430,10/24/2020 10:50:01 午前,1461.2,2.01,4.53,1018.050
2431,10/24/2020 11:00:01 午前,1476.2,2.52,5.54,1018.050
2432,10/24/2020 11:10:01 午前,1473.7,2.52,7.05,1018.150
2433,10/24/2020 11:20:01 午前,1448.7,2.52,5.03,1018.150
2434,10/24/2020 11:30:01 午前,1488.7,4.03,7.55,1017.950
2435,10/24/2020 11:40:01 午前,1486.2,4.03,6.54,1017.850
2436,10/24/2020 11:50:01 午前,731.2,2.52,6.54,1017.850
2437,10/24/2020 12:00:01 午後,1481.2,2.52,7.55,1017.650
2438,10/24/2020 12:10:01 午後,1498.7,2.52,5.54,1017.750
2439,10/24/2020 12:20:01 午後,1481.2,2.01,4.53,1017.650
2440,10/24/2020 12:30:01 午後,1503.7,3.02,7.05,1017.450
2441,10/24/2020 12:40:01 午後,1453.7,4.03,7.05,1017.550
2442,10/24/2020 12:50:01 午後,1428.7,4.03,7.55,1017.350
2443,10/24/2020 01:00:01 午後,1396.2,3.02,6.54,1017.250
2444,10/24/2020 01:10:01 午後,861.2,2.01,5.03,1017.250
2445,10/24/2020 01:20:01 午後,1376.2,2.52,7.05,1017.050
2446,10/24/2020 01:30:01 午後,1341.2,3.52,7.55,1017.050
2447,10/24/2020 01:40:01 午後,1298.7,3.02,7.05,1016.850
2448,10/24/2020 01:50:01 午後,1261.2,2.52,7.05,1016.850
2449,10/24/2020 02:00:01 午後,1221.2,3.52,7.05,1016.750
2450,10/24/2020 02:10:01 午後,1176.2,3.52,7.05,1016.950
2451,10/24/2020 02:20:01 午後,1123.7,3.52,8.05,1016.750
2452,10/24/2020 02:30:01 午後,1083.7,3.02,5.54,1016.750
2453,10/24/2020 02:40:01 午後,1028.7,3.02,6.54,1016.750
2454,10/24/2020 02:50:01 午後,968.7,4.53,7.55,1016.650
2455,10/24/2020 03:00:01 午後,913.7,3.02,7.05,1016.750
2456,10/24/2020 03:10:01 午後,861.2,2.01,5.54,1016.750
2457,10/24/2020 03:20:01 午後,793.7,2.01,5.54,1016.850
2458,10/24/2020 03:30:01 午後,733.7,2.01,5.03,1016.650
2459,10/24/2020 03:40:01 午後,668.7,2.01,4.53,1016.650
2460,10/24/2020 03:50:01 午後,601.2,1.51,4.53,1016.750
2461,10/24/2020 04:00:01 午後,531.2,1.01,3.52,1016.950
2462,10/24/2020 04:10:01 午後,473.7,2.52,5.03,1017.150
2463,10/24/2020 04:20:01 午後,396.2,1.51,4.03,1017.150
2464,10/24/2020 04:30:01 午後,321.2,2.01,5.03,1017.350
2465,10/24/2020 04:40:01 午後,263.7,1.51,5.03,1017.450
2466,10/24/2020 04:50:01 午後,201.2,1.01,3.02,1017.450
2467,10/24/2020 05:00:01 午後,138.7,1.01,3.02,1017.650
2468,10/24/2020 05:10:01 午後,71.2,1.01,3.02,1017.650
2469,10/24/2020 05:20:01 午後,46.2,0.50,2.52,1017.650
2470,10/24/2020 05:30:01 午後,23.7,0.50,2.52,1017.550
2471,10/24/2020 05:40:01 午後,8.7,0.00,1.01,1017.650
2472,10/24/2020 05:50:01 午後,1.2,0.00,1.51,1017.750
2473,10/24/2020 06:00:01 午後,1.2,0.00,1.01,1017.750
2474,10/24/2020 06:10:01 午後,1.2,0.00,1.51,1017.650
2475,10/24/2020 06:20:01 午後,1.2,0.00,2.01,1017.950
2476,10/24/2020 06:30:01 午後,1.2,0.00,2.01,1017.950
2477,10/24/2020 06:40:01 午後,1.2,0.00,2.01,1018.050
2478,10/24/2020 06:50:01 午後,1.2,0.50,2.01,1018.150
2479,10/24/2020 07:00:01 午後,1.2,0.50,3.02,1018.250
2480,10/24/2020 07:10:01 午後,1.2,0.00,1.51,1018.350
2481,10/24/2020 07:20:01 午後,1.2,0.00,0.50,1018.150
2482,10/24/2020 07:30:01 午後,1.2,0.00,1.01,1018.350
2483,10/24/2020 07:40:01 午後,1.2,0.00,2.01,1018.150
2484,10/24/2020 07:50:01 午後,1.2,0.50,3.02,1018.150
2485,10/24/2020 08:00:01 午後,1.2,0.50,3.02,1018.150
2486,10/24/2020 08:10:01 午後,1.2,0.50,3.02,1018.150
2487,10/24/2020 08:20:01 午後,1.2,0.50,3.02,1018.350
2488,10/24/2020 08:30:01 午後,1.2,1.01,4.03,1018.350
2489,10/24/2020 08:40:01 午後,1.2,0.50,4.03,1018.350
2490,10/24/2020 08:50:01 午後,1.2,0.50,2.52,1018.250
2491,10/24/2020 09:00:01 午後,1.2,0.50,4.53,1018.450
2492,10/24/2020 09:10:01 午後,1.2,0.50,3.52,1018.550
2493,10/24/2020 09:20:01 午後,1.2,0.00,2.01,1018.550
2494,10/24/2020 09:30:01 午後,1.2,0.00,1.51,1018.550
2495,10/24/2020 09:40:01 午後,1.2,0.00,2.01,1018.750
2496,10/24/2020 09:50:01 午後,1.2,0.00,1.51,1018.750
2497,10/24/2020 10:00:01 午後,1.2,0.00,0.50,1018.750
2498,10/24/2020 10:10:01 午後,1.2,0.00,1.01,1018.850
2499,10/24/2020 10:20:01 午後,1.2,0.00,1.51,1018.850
2500,10/24/2020 10:30:01 午後,1.2,0.00,1.01,1018.650
2501,10/24/2020 10:40:01 午後,1.2,0.00,2.52,1018.650
2502,10/24/2020 10:50:01 午後,1.2,0.00,1.51,1018.650
2503,10/24/2020 11:00:01 午後,1.2,0.00,1.51,1018.750
2504,10/24/2020 11:10:01 午後,1.2,0.00,2.01,1018.750
2505,10/24/2020 11:20:01 午後,1.2,0.00,2.01,1018.750
2506,10/24/2020 11:30:01 午後,1.2,0.00,2.52,1018.750
2507,10/24/2020 11:40:01 午後,1.2,0.00,2.01,1018.650
2508,10/24/2020 11:50:01 午後,1.2,0.00,1.01,1018.850
2509,10/25/2020 12:00:01 午前,1.2,0.00,1.01,1018.750
2510,10/25/2020 12:10:01 午前,1.2,0.00,0.50,1018.750
2511,10/25/2020 12:20:01 午前,1.2,0.00,1.01,1018.950
2512,10/25/2020 12:30:01 午前,1.2,0.00,1.01,1018.950
2513,10/25/2020 12:40:01 午前,1.2,0.00,1.51,1018.950
2514,10/25/2020 12:50:01 午前,1.2,0.00,1.01,1019.150
2515,10/25/2020 01:00:01 午前,1.2,0.00,1.51,1019.150
2516,10/25/2020 01:10:01 午前,1.2,0.00,1.01,1019.150
2517,10/25/2020 01:20:01 午前,1.2,0.00,1.51,1019.250
2518,10/25/2020 01:30:01 午前,1.2,0.50,3.02,1019.250
2519,10/25/2020 01:40:01 午前,1.2,0.50,2.52,1019.250
2520,10/25/2020 01:50:01 午前,1.2,0.00,2.01,1019.250
2521,10/25/2020 02:00:01 午前,1.2,0.00,3.52,1019.450
2522,10/25/2020 02:10:01 午前,1.2,0.50,3.02,1019.450
2523,10/25/2020 02:20:01 午前,1.2,0.50,2.52,1019.550
2524,10/25/2020 02:30:01 午前,1.2,0.00,2.52,1019.650
2525,10/25/2020 02:40:01 午前,1.2,0.00,1.51,1019.550
2526,10/25/2020 02:50:01 午前,1.2,0.00,2.01,1019.450
2527,10/25/2020 03:00:01 午前,1.2,0.00,2.01,1019.550
2528,10/25/2020 03:10:01 午前,1.2,0.00,2.52,1019.350
2529,10/25/2020 03:20:01 午前,1.2,0.00,3.02,1019.350
2530,10/25/2020 03:30:01 午前,1.2,0.50,2.52,1019.350
2531,10/25/2020 03:40:01 午前,1.2,0.00,1.51,1019.250
2532,10/25/2020 03:50:01 午前,1.2,0.00,2.01,1019.450
2533,10/25/2020 04:00:01 午前,1.2,0.00,2.01,1019.450
2534,10/25/2020 04:10:01 午前,1.2,0.00,2.01,1019.450
2535,10/25/2020 04:20:01 午前,1.2,0.00,2.01,1019.450
2536,10/25/2020 04:30:01 午前,1.2,0.00,2.01,1019.550
2537,10/25/2020 04:40:01 午前,1.2,0.00,1.51,1019.550
2538,10/25/2020 04:50:01 午前,1.2,0.00,1.01,1019.650
2539,10/25/2020 05:00:01 午前,1.2,0.00,1.51,1019.650
2540,10/25/2020 05:10:01 午前,1.2,0.00,1.01,1019.850
2541,10/25/2020 05:20:01 午前,1.2,0.00,1.01,1019.950
2542,10/25/2020 05:30:01 午前,1.2,0.00,1.01,1019.850
2543,10/25/2020 05:40:01 午前,1.2,0.00,1.01,1019.850
2544,10/25/2020 05:50:01 午前,1.2,0.00,1.51,1019.950
2545,10/25/2020 06:00:01 午前,1.2,0.00,1.51,1020.050
2546,10/25/2020 06:10:01 午前,1.2,0.00,1.01,1020.050
2547,10/25/2020 06:20:01 午前,1.2,0.00,1.51,1020.250
2548,10/25/2020 06:30:01 午前,6.2,0.00,2.52,1020.250
2549,10/25/2020 06:40:01 午前,21.2,0.00,0.50,1020.150
2550,10/25/2020 06:50:01 午前,41.2,0.00,1.01,1020.250
2551,10/25/2020 07:00:01 午前,58.7,0.00,0.50,1020.450
2552,10/25/2020 07:10:01 午前,73.7,0.00,1.51,1020.550
2553,10/25/2020 07:20:01 午前,83.7,0.00,1.01,1020.550
2554,10/25/2020 07:30:01 午前,96.2,0.00,1.01,1020.750
2555,10/25/2020 07:40:01 午前,106.2,0.00,2.52,1020.850
2556,10/25/2020 07:50:01 午前,116.2,0.00,2.52,1020.850
2557,10/25/2020 08:00:01 午前,486.2,0.50,2.01,1020.950
2558,10/25/2020 08:10:01 午前,558.7,0.00,1.51,1021.150
2559,10/25/2020 08:20:01 午前,628.7,0.00,1.01,1021.050
2560,10/25/2020 08:30:01 午前,693.7,0.00,1.51,1021.050
2561,10/25/2020 08:40:01 午前,758.7,0.00,1.51,1021.150
2562,10/25/2020 08:50:01 午前,821.2,0.00,1.01,1021.150
2563,10/25/2020 09:00:01 午前,881.2,0.00,2.52,1021.050
2564,10/25/2020 09:10:01 午前,938.7,0.00,1.51,1020.850
2565,10/25/2020 09:20:01 午前,993.7,0.50,2.52,1020.850
2566,10/25/2020 09:30:01 午前,1046.2,0.00,1.51,1020.750
2567,10/25/2020 09:40:01 午前,1098.7,0.50,3.52,1020.650
2568,10/25/2020 09:50:01 午前,1138.7,0.50,2.01,1020.750
2569,10/25/2020 10:00:01 午前,1181.2,0.00,1.51,1020.650
2570,10/25/2020 10:10:01 午前,1226.2,0.50,2.52,1020.450
2571,10/25/2020 10:20:01 午前,1268.7,0.50,2.52,1020.350
2572,10/25/2020 10:30:01 午前,1301.2,1.01,3.02,1020.350
2573,10/25/2020 10:40:01 午前,1336.2,0.50,2.52,1020.550
2574,10/25/2020 10:50:01 午前,1353.7,1.01,3.02,1020.450
2575,10/25/2020 11:00:01 午前,1388.7,1.01,3.52,1020.350
2576,10/25/2020 11:10:01 午前,1408.7,1.01,4.03,1020.250
2577,10/25/2020 11:20:01 午前,1433.7,1.01,3.52,1020.050
2578,10/25/2020 11:30:01 午前,1436.2,1.51,4.53,1019.950
2579,10/25/2020 11:40:01 午前,1448.7,1.01,4.03,1019.850
2580,10/25/2020 11:50:01 午前,1456.2,1.01,3.52,1019.550
2581,10/25/2020 12:00:01 午後,1453.7,1.01,3.52,1019.450
2582,10/25/2020 12:10:01 午後,1453.7,1.51,4.03,1019.450
2583,10/25/2020 12:20:01 午後,1453.7,1.51,4.03,1019.250
2584,10/25/2020 12:30:01 午後,1491.2,1.01,4.03,1019.150
2585,10/25/2020 12:40:01 午後,1443.7,1.01,3.52,1019.150
2586,10/25/2020 12:50:01 午後,1416.2,1.51,4.03,1018.850
2587,10/25/2020 01:00:01 午後,1408.7,1.51,4.03,1018.650
2588,10/25/2020 01:10:01 午後,1406.2,1.51,5.54,1018.750
2589,10/25/2020 01:20:01 午後,1366.2,1.51,4.53,1018.650
2590,10/25/2020 01:30:01 午後,1323.7,2.52,6.04,1018.450
2591,10/25/2020 01:40:01 午後,1283.7,2.52,6.54,1018.350
2592,10/25/2020 01:50:01 午後,1248.7,2.01,5.03,1018.350
2593,10/25/2020 02:00:01 午後,1196.2,2.01,5.54,1018.250
2594,10/25/2020 02:10:01 午後,1161.2,3.02,6.54,1018.250
2595,10/25/2020 02:20:01 午後,1116.2,3.02,5.03,1018.150
2596,10/25/2020 02:30:01 午後,1068.7,2.01,5.03,1018.250
2597,10/25/2020 02:40:01 午後,1031.2,2.52,5.54,1018.350
2598,10/25/2020 02:50:01 午後,986.2,2.52,5.03,1018.150
2599,10/25/2020 03:00:01 午後,976.2,2.52,6.04,1018.250
2600,10/25/2020 03:10:01 午後,931.2,2.01,5.03,1018.150
2601,10/25/2020 03:20:01 午後,858.7,2.01,4.53,1017.950
2602,10/25/2020 03:30:01 午後,773.7,2.01,4.53,1017.950
2603,10/25/2020 03:40:01 午後,723.7,1.51,4.53,1017.750
2604,10/25/2020 03:50:01 午後,623.7,1.51,4.03,1017.850
2605,10/25/2020 04:00:01 午後,543.7,0.50,3.02,1017.850
2606,10/25/2020 04:10:01 午後,481.2,0.50,2.01,1017.750
2607,10/25/2020 04:20:01 午後,431.2,1.01,3.02,1017.950
2608,10/25/2020 04:30:01 午後,363.7,1.01,3.02,1017.950
2609,10/25/2020 04:40:01 午後,293.7,1.51,4.03,1017.950
2610,10/25/2020 04:50:01 午後,198.7,1.01,3.52,1018.150
2611,10/25/2020 05:00:01 午後,141.2,1.01,3.02,1018.050
2612,10/25/2020 05:10:01 午後,78.7,1.01,3.02,1018.150
2613,10/25/2020 05:20:01 午後,36.2,1.01,2.52,1018.250
2614,10/25/2020 05:30:01 午後,16.2,0.50,2.52,1018.250
2615,10/25/2020 05:40:01 午後,3.7,0.00,1.51,1018.250
2616,10/25/2020 05:50:01 午後,1.2,0.00,2.01,1018.450
2617,10/25/2020 06:00:01 午後,1.2,0.50,2.01,1018.650
2618,10/25/2020 06:10:01 午後,1.2,0.50,2.01,1018.950
2619,10/25/2020 06:20:01 午後,1.2,0.50,2.01,1019.150
2620,10/25/2020 06:30:01 午後,1.2,0.50,2.01,1019.150
2621,10/25/2020 06:40:01 午後,1.2,1.01,2.52,1019.250
2622,10/25/2020 06:50:01 午後,1.2,0.00,2.01,1019.550
2623,10/25/2020 07:00:01 午後,1.2,0.00,1.51,1019.550
2624,10/25/2020 07:10:01 午後,1.2,0.00,1.51,1019.450
2625,10/25/2020 07:20:01 午後,1.2,0.00,2.01,1019.250
2626,10/25/2020 07:30:01 午後,1.2,0.00,1.01,1019.250
2627,10/25/2020 07:40:01 午後,1.2,0.00,1.51,1019.250
2628,10/25/2020 07:50:01 午後,1.2,0.00,1.51,1019.350
2629,10/25/2020 08:00:01 午後,1.2,0.00,1.51,1019.350
2630,10/25/2020 08:10:01 午後,1.2,0.00,1.51,1019.350
2631,10/25/2020 08:20:01 午後,1.2,0.00,1.51,1019.250
2632,10/25/2020 08:30:01 午後,1.2,0.00,1.51,1019.250
2633,10/25/2020 08:40:01 午後,1.2,0.00,1.51,1019.150
2634,10/25/2020 08:50:01 午後,1.2,0.00,1.01,1019.050
2635,10/25/2020 09:00:01 午後,1.2,0.00,1.51,1019.150
2636,10/25/2020 09:10:01 午後,1.2,0.00,2.01,1019.550
2637,10/25/2020 09:20:01 午後,1.2,0.00,1.01,1019.750
2638,10/25/2020 09:30:01 午後,1.2,0.00,1.51,1019.350
2639,10/25/2020 09:40:01 午後,1.2,0.00,3.02,1019.350
2640,10/25/2020 09:50:01 午後,1.2,0.00,1.01,1019.550
2641,10/25/2020 10:00:01 午後,1.2,0.00,1.51,1019.350
2642,10/25/2020 10:10:01 午後,1.2,0.00,1.51,1019.350
2643,10/25/2020 10:20:01 午後,1.2,0.00,0.50,1019.450
2644,10/25/2020 10:30:01 午後,1.2,0.00,1.01,1019.250
2645,10/25/2020 10:40:01 午後,1.2,0.00,1.51,1019.250
2646,10/25/2020 10:50:01 午後,1.2,0.00,1.01,1019.350
2647,10/25/2020 11:00:01 午後,1.2,0.00,1.51,1019.350
2648,10/25/2020 11:10:01 午後,1.2,0.00,1.01,1019.250
2649,10/25/2020 11:20:01 午後,1.2,0.00,1.01,1019.450
2650,10/25/2020 11:30:01 午後,1.2,0.00,1.01,1019.250
2651,10/25/2020 11:40:01 午後,1.2,0.00,1.51,1019.350
2652,10/25/2020 11:50:01 午後,1.2,0.00,0.50,1019.350
2653,10/26/2020 12:00:01 午前,1.2,0.00,0.50,1019.250
2654,10/26/2020 12:10:01 午前,1.2,0.00,1.01,1019.050
2655,10/26/2020 12:20:01 午前,1.2,0.00,1.01,1019.150
2656,10/26/2020 12:30:01 午前,1.2,0.00,0.50,1019.150
2657,10/26/2020 12:40:01 午前,1.2,0.00,1.01,1019.050
2658,10/26/2020 12:50:01 午前,1.2,0.00,0.50,1019.050
2659,10/26/2020 01:00:01 午前,1.2,0.00,1.01,1018.950
2660,10/26/2020 01:10:01 午前,1.2,0.00,1.51,1019.150
2661,10/26/2020 01:20:01 午前,1.2,0.00,1.01,1019.150
2662,10/26/2020 01:30:01 午前,1.2,0.00,0.50,1019.050
2663,10/26/2020 01:40:01 午前,1.2,0.00,1.01,1019.050
2664,10/26/2020 01:50:01 午前,1.2,0.00,0.00,1018.950
2665,10/26/2020 02:00:01 午前,1.2,0.00,0.00,1018.950
2666,10/26/2020 02:10:01 午前,1.2,0.00,1.51,1018.850
2667,10/26/2020 02:20:01 午前,1.2,0.00,0.50,1018.850
2668,10/26/2020 02:30:01 午前,1.2,0.00,1.51,1018.850
2669,10/26/2020 02:40:01 午前,1.2,0.00,0.50,1018.750
2670,10/26/2020 02:50:01 午前,1.2,0.00,1.01,1018.750
2671,10/26/2020 03:00:01 午前,1.2,0.00,1.51,1018.650
2672,10/26/2020 03:10:01 午前,1.2,0.00,0.50,1018.750
2673,10/26/2020 03:20:01 午前,1.2,0.00,0.50,1018.550
2674,10/26/2020 03:30:01 午前,1.2,0.00,0.50,1018.650
2675,10/26/2020 03:40:01 午前,1.2,0.00,1.51,1018.650
