"プロット タイトル: Microstation_00_ecser_surface_220116"
"#","日付 時間, GMT+09:00","PAR, uE","風速, m/s","突風の速さ, m/s","圧力, mbar"
2858,02/05/2022 02:10:01 午後,326.2,3.52,7.55,1022.950
2859,02/05/2022 02:20:01 午後,546.2,3.52,7.05,1023.250
2860,02/05/2022 02:30:01 午後,1428.7,3.52,10.07,1023.150
2861,02/05/2022 02:40:01 午後,251.2,5.03,10.07,1023.450
2862,02/05/2022 02:50:01 午後,176.2,4.03,8.05,1023.650
2863,02/05/2022 03:00:01 午後,408.7,3.02,7.05,1023.550
2864,02/05/2022 03:10:01 午後,228.7,3.02,6.54,1023.950
2865,02/05/2022 03:20:01 午後,186.2,3.02,7.05,1024.050
2866,02/05/2022 03:30:01 午後,881.2,2.01,6.04,1023.850
2867,02/05/2022 03:40:01 午後,286.2,3.52,8.05,1024.050
2868,02/05/2022 03:50:01 午後,253.7,2.52,6.04,1024.150
2869,02/05/2022 04:00:01 午後,161.2,3.02,6.04,1024.450
2870,02/05/2022 04:10:01 午後,208.7,3.52,8.56,1024.450
2871,02/05/2022 04:20:01 午後,236.2,3.52,8.05,1024.550
2872,02/05/2022 04:30:01 午後,158.7,3.02,8.05,1024.750
2873,02/05/2022 04:40:01 午後,86.2,3.52,8.56,1024.550
2874,02/05/2022 04:50:01 午後,96.2,2.01,4.53,1024.750
2875,02/05/2022 05:00:01 午後,41.2,2.52,6.54,1024.650
2876,02/05/2022 05:10:01 午後,61.2,2.01,5.54,1024.450
2877,02/05/2022 05:20:01 午後,38.7,2.01,5.54,1024.750
2878,02/05/2022 05:30:01 午後,31.2,2.01,6.54,1024.650
2879,02/05/2022 05:40:01 午後,13.7,3.02,6.04,1024.750
2880,02/05/2022 05:50:01 午後,3.7,3.02,6.54,1024.850
2881,02/05/2022 06:00:01 午後,1.2,2.52,7.05,1024.450
2882,02/05/2022 06:10:01 午後,1.2,3.02,7.55,1024.550
2883,02/05/2022 06:20:01 午後,1.2,3.02,6.54,1024.950
2884,02/05/2022 06:30:01 午後,1.2,2.01,5.03,1025.050
2885,02/05/2022 06:40:01 午後,1.2,1.51,4.53,1025.150
2886,02/05/2022 06:50:01 午後,1.2,2.01,5.03,1025.350
2887,02/05/2022 07:00:01 午後,1.2,2.52,7.05,1025.450
2888,02/05/2022 07:10:01 午後,1.2,3.02,6.54,1025.550
2889,02/05/2022 07:20:01 午後,1.2,2.01,5.03,1025.650
2890,02/05/2022 07:30:01 午後,1.2,2.01,5.03,1025.550
2891,02/05/2022 07:40:01 午後,1.2,2.01,5.03,1025.650
2892,02/05/2022 07:50:01 午後,1.2,2.01,6.04,1025.450
2893,02/05/2022 08:00:01 午後,1.2,2.52,6.04,1025.450
2894,02/05/2022 08:10:01 午後,1.2,2.52,6.54,1025.850
2895,02/05/2022 08:20:01 午後,1.2,3.02,7.05,1025.650
2896,02/05/2022 08:30:01 午後,1.2,2.52,7.05,1025.750
2897,02/05/2022 08:40:01 午後,1.2,2.52,5.54,1025.750
2898,02/05/2022 08:50:01 午後,1.2,2.01,5.03,1025.650
2899,02/05/2022 09:00:01 午後,1.2,2.01,5.54,1025.650
2900,02/05/2022 09:10:01 午後,1.2,1.51,4.03,1025.750
2901,02/05/2022 09:20:01 午後,1.2,2.01,5.54,1025.750
2902,02/05/2022 09:30:01 午後,1.2,2.01,4.53,1025.650
2903,02/05/2022 09:40:01 午後,1.2,2.01,5.03,1025.750
2904,02/05/2022 09:50:01 午後,1.2,2.52,5.03,1025.650
2905,02/05/2022 10:00:01 午後,1.2,1.01,4.03,1025.750
2906,02/05/2022 10:10:01 午後,1.2,1.51,4.53,1025.750
2907,02/05/2022 10:20:01 午後,1.2,2.52,6.04,1025.850
2908,02/05/2022 10:30:01 午後,1.2,3.02,6.54,1025.750
2909,02/05/2022 10:40:01 午後,1.2,2.52,5.54,1025.450
2910,02/05/2022 10:50:01 午後,1.2,3.02,7.05,1025.450
2911,02/05/2022 11:00:01 午後,1.2,2.52,5.54,1025.450
2912,02/05/2022 11:10:01 午後,1.2,1.51,4.53,1025.250
2913,02/05/2022 11:20:01 午後,1.2,2.01,5.03,1025.350
2914,02/05/2022 11:30:01 午後,1.2,2.01,5.54,1025.050
2915,02/05/2022 11:40:01 午後,1.2,2.01,5.03,1025.050
2916,02/05/2022 11:50:01 午後,1.2,1.01,3.52,1025.050
2917,02/06/2022 12:00:01 午前,1.2,2.01,5.03,1025.050
2918,02/06/2022 12:10:01 午前,1.2,2.52,6.54,1025.250
2919,02/06/2022 12:20:01 午前,1.2,3.02,6.04,1025.050
2920,02/06/2022 12:30:01 午前,1.2,3.02,6.54,1025.250
2921,02/06/2022 12:40:01 午前,1.2,2.01,5.54,1025.250
2922,02/06/2022 12:50:01 午前,1.2,2.01,5.03,1025.350
2923,02/06/2022 01:00:01 午前,1.2,1.51,5.54,1025.250
2924,02/06/2022 01:10:01 午前,1.2,1.51,4.03,1025.350
2925,02/06/2022 01:20:01 午前,1.2,1.51,4.53,1025.350
2926,02/06/2022 01:30:01 午前,1.2,2.01,5.03,1025.450
2927,02/06/2022 01:40:01 午前,1.2,2.01,4.53,1025.450
2928,02/06/2022 01:50:01 午前,1.2,2.52,6.04,1025.450
2929,02/06/2022 02:00:01 午前,1.2,2.01,5.03,1025.450
2930,02/06/2022 02:10:01 午前,1.2,2.01,7.05,1025.650
2931,02/06/2022 02:20:01 午前,1.2,1.01,3.02,1025.750
2932,02/06/2022 02:30:01 午前,1.2,2.01,6.04,1025.650
2933,02/06/2022 02:40:01 午前,1.2,2.52,6.04,1025.850
2934,02/06/2022 02:50:01 午前,1.2,2.01,6.54,1025.750
2935,02/06/2022 03:00:01 午前,1.2,2.52,6.04,1025.650
2936,02/06/2022 03:10:01 午前,1.2,1.51,4.03,1025.650
2937,02/06/2022 03:20:01 午前,1.2,1.51,7.05,1025.950
2938,02/06/2022 03:30:01 午前,1.2,3.02,7.05,1025.950
2939,02/06/2022 03:40:01 午前,1.2,2.01,5.03,1025.850
2940,02/06/2022 03:50:01 午前,1.2,2.01,5.54,1025.750
2941,02/06/2022 04:00:01 午前,1.2,2.01,5.54,1025.950
2942,02/06/2022 04:10:01 午前,1.2,2.52,6.04,1025.950
2943,02/06/2022 04:20:01 午前,1.2,2.01,5.03,1025.950
2944,02/06/2022 04:30:01 午前,1.2,1.51,5.03,1026.150
2945,02/06/2022 04:40:01 午前,1.2,2.01,4.53,1026.350
2946,02/06/2022 04:50:01 午前,1.2,2.52,6.04,1026.750
2947,02/06/2022 05:00:01 午前,1.2,2.01,9.06,1026.750
2948,02/06/2022 05:10:01 午前,1.2,1.51,4.53,1026.950
2949,02/06/2022 05:20:01 午前,1.2,1.51,4.03,1027.050
2950,02/06/2022 05:30:01 午前,1.2,1.51,5.03,1027.250
2951,02/06/2022 05:40:01 午前,1.2,2.52,5.54,1027.350
2952,02/06/2022 05:50:01 午前,1.2,1.51,6.54,1027.350
2953,02/06/2022 06:00:01 午前,1.2,2.52,8.05,1027.350
2954,02/06/2022 06:10:01 午前,1.2,1.51,5.54,1027.750
2955,02/06/2022 06:20:01 午前,1.2,1.01,4.03,1028.050
2956,02/06/2022 06:30:01 午前,1.2,1.01,5.54,1027.850
2957,02/06/2022 06:40:01 午前,1.2,1.51,4.53,1028.150
2958,02/06/2022 06:50:01 午前,1.2,1.51,4.53,1028.050
2959,02/06/2022 07:00:01 午前,1.2,1.51,6.04,1027.750
2960,02/06/2022 07:10:01 午前,1.2,2.01,5.54,1027.850
2961,02/06/2022 07:20:01 午前,3.7,1.51,5.54,1028.050
2962,02/06/2022 07:30:01 午前,21.2,1.01,5.03,1028.250
2963,02/06/2022 07:40:01 午前,58.7,1.51,4.03,1028.450
2964,02/06/2022 07:50:01 午前,101.2,1.01,4.03,1028.350
2965,02/06/2022 08:00:01 午前,126.2,2.52,6.54,1028.250
2966,02/06/2022 08:10:01 午前,153.7,2.01,7.55,1028.450
2967,02/06/2022 08:20:01 午前,163.7,2.01,5.54,1028.650
2968,02/06/2022 08:30:01 午前,178.7,2.52,6.54,1028.550
2969,02/06/2022 08:40:01 午前,206.2,2.52,5.54,1028.250
2970,02/06/2022 08:50:01 午前,276.2,2.52,5.54,1028.150
2971,02/06/2022 09:00:01 午前,301.2,2.01,5.03,1028.150
2972,02/06/2022 09:10:01 午前,266.2,2.52,6.54,1028.350
2973,02/06/2022 09:20:01 午前,336.2,3.02,7.55,1028.350
2974,02/06/2022 09:30:01 午前,218.7,2.52,7.05,1028.350
2975,02/06/2022 09:40:01 午前,913.7,2.52,6.04,1028.550
2976,02/06/2022 09:50:01 午前,933.7,2.52,5.03,1028.350
2977,02/06/2022 10:00:01 午前,1051.2,3.02,7.05,1028.450
2978,02/06/2022 10:10:01 午前,451.2,3.02,7.05,1028.550
2979,02/06/2022 10:20:01 午前,361.2,3.52,8.05,1028.750
2980,02/06/2022 10:30:01 午前,348.7,3.02,6.54,1028.650
2981,02/06/2022 10:40:01 午前,331.2,3.02,6.04,1028.650
2982,02/06/2022 10:50:01 午前,778.7,2.01,5.03,1028.850
2983,02/06/2022 11:00:01 午前,426.2,3.02,7.05,1028.850
2984,02/06/2022 11:10:01 午前,408.7,2.01,5.54,1028.450
2985,02/06/2022 11:20:01 午前,466.2,2.52,6.54,1028.550
2986,02/06/2022 11:30:01 午前,501.2,2.52,7.05,1028.650
2987,02/06/2022 11:40:01 午前,1443.7,2.52,7.05,1028.150
2988,02/06/2022 11:50:01 午前,411.2,2.01,7.05,1028.150
2989,02/06/2022 12:00:01 午後,591.2,2.01,6.04,1027.950
2990,02/06/2022 12:10:01 午後,433.7,2.01,5.54,1028.150
2991,02/06/2022 12:20:01 午後,1423.7,3.52,7.05,1027.850
2992,02/06/2022 12:30:01 午後,988.7,3.02,6.54,1027.850
2993,02/06/2022 12:40:01 午後,646.2,1.51,5.54,1027.850
2994,02/06/2022 12:50:01 午後,496.2,2.52,5.54,1027.850
2995,02/06/2022 01:00:01 午後,918.7,3.02,7.55,1027.650
2996,02/06/2022 01:10:01 午後,1473.7,3.02,8.56,1027.450
2997,02/06/2022 01:20:01 午後,1358.7,3.02,6.04,1027.550
2998,02/06/2022 01:30:01 午後,1443.7,3.02,7.05,1027.150
2999,02/06/2022 01:40:01 午後,1351.2,3.52,7.55,1027.450
3000,02/06/2022 01:50:01 午後,518.7,3.02,6.54,1027.350
3001,02/06/2022 02:00:01 午後,1408.7,2.52,6.54,1026.950
3002,02/06/2022 02:10:01 午後,438.7,2.52,7.55,1027.150
3003,02/06/2022 02:20:01 午後,336.2,3.02,7.05,1026.950
3004,02/06/2022 02:30:01 午後,1161.2,3.52,6.54,1026.950
3005,02/06/2022 02:40:01 午後,1191.2,3.52,6.54,1027.050
3006,02/06/2022 02:50:01 午後,861.2,3.02,5.54,1026.550
3007,02/06/2022 03:00:01 午後,606.2,3.52,8.05,1026.850
3008,02/06/2022 03:10:01 午後,931.2,3.02,5.54,1026.850
3009,02/06/2022 03:20:01 午後,881.2,3.02,7.55,1026.850
3010,02/06/2022 03:30:01 午後,381.2,3.02,7.55,1026.650
3011,02/06/2022 03:40:01 午後,448.7,2.52,5.03,1027.050
3012,02/06/2022 03:50:01 午後,231.2,3.02,5.54,1027.050
3013,02/06/2022 04:00:01 午後,291.2,3.02,6.54,1027.050
3014,02/06/2022 04:10:01 午後,203.7,2.52,6.04,1026.950
3015,02/06/2022 04:20:01 午後,161.2,3.02,7.05,1026.950
3016,02/06/2022 04:30:01 午後,181.2,2.52,5.54,1026.950
3017,02/06/2022 04:40:01 午後,111.2,2.01,5.03,1026.850
3018,02/06/2022 04:50:01 午後,103.7,2.01,6.04,1026.750
3019,02/06/2022 05:00:01 午後,86.2,1.51,5.54,1026.650
3020,02/06/2022 05:10:01 午後,76.2,1.51,4.53,1026.450
3021,02/06/2022 05:20:01 午後,51.2,2.52,5.03,1026.750
3022,02/06/2022 05:30:01 午後,46.2,1.51,5.54,1026.350
3023,02/06/2022 05:40:01 午後,23.7,1.01,6.54,1026.750
3024,02/06/2022 05:50:01 午後,11.2,1.01,5.03,1026.350
3025,02/06/2022 06:00:01 午後,1.2,0.50,3.02,1026.350
3026,02/06/2022 06:10:01 午後,1.2,0.50,4.03,1026.650
3027,02/06/2022 06:20:01 午後,1.2,0.50,4.53,1026.650
3028,02/06/2022 06:30:01 午後,1.2,0.50,3.52,1026.850
3029,02/06/2022 06:40:01 午後,1.2,1.01,3.02,1026.450
3030,02/06/2022 06:50:01 午後,1.2,1.01,3.52,1026.450
3031,02/06/2022 07:00:01 午後,1.2,0.00,2.52,1026.650
3032,02/06/2022 07:10:01 午後,1.2,1.01,3.02,1026.750
3033,02/06/2022 07:20:01 午後,1.2,0.00,2.52,1026.850
3034,02/06/2022 07:30:01 午後,1.2,0.00,2.01,1027.150
3035,02/06/2022 07:40:01 午後,1.2,1.01,3.52,1027.150
3036,02/06/2022 07:50:01 午後,1.2,1.01,3.02,1027.050
3037,02/06/2022 08:00:01 午後,1.2,1.01,4.03,1027.150
3038,02/06/2022 08:10:01 午後,1.2,1.01,3.52,1027.250
3039,02/06/2022 08:20:01 午後,1.2,1.01,3.02,1027.350
3040,02/06/2022 08:30:01 午後,1.2,0.50,3.52,1027.350
3041,02/06/2022 08:40:01 午後,1.2,0.50,3.02,1027.150
3042,02/06/2022 08:50:01 午後,1.2,1.01,3.52,1027.350
3043,02/06/2022 09:00:01 午後,1.2,0.00,2.01,1027.350
3044,02/06/2022 09:10:01 午後,1.2,1.01,3.52,1027.250
3045,02/06/2022 09:20:01 午後,1.2,0.50,3.02,1027.350
3046,02/06/2022 09:30:01 午後,1.2,0.00,3.02,1027.350
3047,02/06/2022 09:40:01 午後,1.2,1.01,3.02,1027.250
3048,02/06/2022 09:50:01 午後,1.2,0.00,2.01,1027.450
3049,02/06/2022 10:00:01 午後,1.2,0.00,1.51,1027.250
3050,02/06/2022 10:10:01 午後,1.2,0.00,2.01,1027.150
3051,02/06/2022 10:20:01 午後,1.2,0.00,1.51,1027.250
3052,02/06/2022 10:30:01 午後,1.2,0.00,2.01,1027.150
3053,02/06/2022 10:40:01 午後,1.2,0.00,2.52,1027.150
3054,02/06/2022 10:50:01 午後,1.2,0.00,2.01,1027.250
3055,02/06/2022 11:00:01 午後,1.2,0.00,1.01,1027.150
3056,02/06/2022 11:10:01 午後,1.2,0.00,0.50,1027.350
3057,02/06/2022 11:20:01 午後,1.2,0.00,1.51,1027.250
3058,02/06/2022 11:30:01 午後,1.2,0.00,2.01,1026.950
3059,02/06/2022 11:40:01 午後,1.2,0.00,1.51,1027.150
3060,02/06/2022 11:50:01 午後,1.2,0.00,2.52,1027.150
3061,02/07/2022 12:00:01 午前,1.2,0.00,1.51,1027.150
3062,02/07/2022 12:10:01 午前,1.2,0.00,2.01,1027.050
3063,02/07/2022 12:20:01 午前,1.2,0.00,2.01,1026.950
3064,02/07/2022 12:30:01 午前,1.2,0.00,2.01,1026.850
3065,02/07/2022 12:40:01 午前,1.2,0.00,2.52,1026.850
3066,02/07/2022 12:50:01 午前,1.2,0.00,1.01,1026.650
3067,02/07/2022 01:00:01 午前,1.2,0.00,1.51,1026.650
3068,02/07/2022 01:10:01 午前,1.2,0.00,2.01,1026.550
3069,02/07/2022 01:20:01 午前,1.2,0.00,2.52,1026.550
3070,02/07/2022 01:30:01 午前,1.2,1.01,3.02,1026.550
3071,02/07/2022 01:40:01 午前,1.2,0.50,3.52,1026.650
3072,02/07/2022 01:50:01 午前,1.2,0.50,2.52,1026.450
3073,02/07/2022 02:00:01 午前,1.2,0.50,3.02,1026.650
3074,02/07/2022 02:10:01 午前,1.2,0.50,3.02,1026.450
3075,02/07/2022 02:20:01 午前,1.2,1.01,3.02,1026.350
3076,02/07/2022 02:30:01 午前,1.2,1.51,3.52,1026.550
3077,02/07/2022 02:40:01 午前,1.2,0.50,3.52,1026.550
3078,02/07/2022 02:50:01 午前,1.2,0.00,2.52,1026.350
3079,02/07/2022 03:00:01 午前,1.2,1.01,3.02,1026.350
3080,02/07/2022 03:10:01 午前,1.2,0.50,2.52,1026.150
3081,02/07/2022 03:20:01 午前,1.2,0.50,2.52,1026.150
3082,02/07/2022 03:30:01 午前,1.2,0.00,1.51,1025.950
3083,02/07/2022 03:40:01 午前,1.2,0.00,2.01,1025.950
3084,02/07/2022 03:50:01 午前,1.2,0.50,2.52,1025.550
3085,02/07/2022 04:00:01 午前,1.2,0.50,2.52,1025.950
3086,02/07/2022 04:10:01 午前,1.2,0.50,2.01,1025.950
3087,02/07/2022 04:20:01 午前,1.2,0.00,2.01,1025.950
3088,02/07/2022 04:30:01 午前,1.2,0.50,2.01,1026.050
3089,02/07/2022 04:40:01 午前,1.2,0.50,2.52,1026.150
3090,02/07/2022 04:50:01 午前,1.2,0.00,2.01,1026.250
3091,02/07/2022 05:00:01 午前,1.2,0.00,2.01,1026.250
3092,02/07/2022 05:10:01 午前,1.2,0.00,2.52,1026.450
3093,02/07/2022 05:20:01 午前,1.2,0.00,2.01,1026.450
3094,02/07/2022 05:30:01 午前,1.2,0.00,1.01,1026.550
3095,02/07/2022 05:40:01 午前,1.2,0.00,1.51,1026.550
3096,02/07/2022 05:50:01 午前,1.2,0.00,2.01,1026.550
3097,02/07/2022 06:00:01 午前,1.2,0.00,1.51,1026.350
3098,02/07/2022 06:10:01 午前,1.2,0.00,2.52,1026.450
3099,02/07/2022 06:20:01 午前,1.2,0.00,2.01,1026.250
3100,02/07/2022 06:30:01 午前,1.2,0.00,2.52,1026.450
3101,02/07/2022 06:40:01 午前,1.2,0.50,2.52,1026.450
3102,02/07/2022 06:50:01 午前,1.2,0.50,3.02,1026.750
3103,02/07/2022 07:00:01 午前,1.2,0.00,2.01,1026.750
3104,02/07/2022 07:10:01 午前,3.7,0.00,1.51,1027.050
3105,02/07/2022 07:20:01 午前,8.7,0.00,1.01,1027.050
3106,02/07/2022 07:30:01 午前,11.2,0.00,2.01,1026.950
3107,02/07/2022 07:40:01 午前,26.2,0.50,2.01,1027.050
3108,02/07/2022 07:50:01 午前,48.7,0.00,2.01,1027.150
3109,02/07/2022 08:00:01 午前,143.7,0.00,2.52,1027.050
3110,02/07/2022 08:10:01 午前,151.2,0.50,2.52,1027.050
3111,02/07/2022 08:20:01 午前,161.2,0.50,2.52,1027.150
3112,02/07/2022 08:30:01 午前,193.7,0.50,3.02,1027.250
3113,02/07/2022 08:40:01 午前,426.2,0.50,2.52,1027.250
3114,02/07/2022 08:50:01 午前,511.2,0.50,2.01,1027.450
3115,02/07/2022 09:00:01 午前,513.7,0.50,2.01,1027.350
3116,02/07/2022 09:10:01 午前,653.7,0.50,2.52,1027.450
3117,02/07/2022 09:20:01 午前,233.7,0.00,1.51,1027.850
3118,02/07/2022 09:30:01 午前,558.7,0.50,2.01,1027.650
3119,02/07/2022 09:40:01 午前,348.7,0.50,3.52,1027.450
3120,02/07/2022 09:50:01 午前,308.7,1.01,3.02,1027.450
3121,02/07/2022 10:00:01 午前,303.7,0.50,2.52,1027.350
3122,02/07/2022 10:10:01 午前,376.2,0.50,3.52,1027.150
3123,02/07/2022 10:20:01 午前,411.2,0.00,1.51,1027.050
3124,02/07/2022 10:30:01 午前,558.7,0.50,2.52,1027.150
3125,02/07/2022 10:40:01 午前,503.7,0.00,1.51,1027.050
3126,02/07/2022 10:50:01 午前,561.2,0.50,2.52,1026.950
3127,02/07/2022 11:00:01 午前,533.7,0.00,1.51,1027.250
3128,02/07/2022 11:10:01 午前,513.7,0.00,2.01,1027.050
3129,02/07/2022 11:20:01 午前,621.2,0.50,2.52,1026.950
3130,02/07/2022 11:30:01 午前,801.2,0.50,2.01,1026.950
3131,02/07/2022 11:40:01 午前,718.7,0.50,3.52,1026.950
3132,02/07/2022 11:50:01 午前,831.2,0.00,1.51,1026.750
3133,02/07/2022 12:00:01 午後,931.2,0.00,2.01,1026.350
3134,02/07/2022 12:10:01 午後,956.2,0.50,2.52,1026.150
3135,02/07/2022 12:20:01 午後,966.2,0.00,1.51,1025.950
3136,02/07/2022 12:30:01 午後,708.7,0.50,2.01,1025.950
3137,02/07/2022 12:40:01 午後,1101.2,1.01,3.52,1025.550
3138,02/07/2022 12:50:01 午後,903.7,2.01,4.03,1025.550
3139,02/07/2022 01:00:01 午後,1221.2,1.51,4.03,1025.050
3140,02/07/2022 01:10:01 午後,846.2,0.50,2.01,1025.050
3141,02/07/2022 01:20:01 午後,683.7,0.50,3.52,1025.150
3142,02/07/2022 01:30:01 午後,441.2,1.01,3.52,1025.350
3143,02/07/2022 01:40:01 午後,436.2,1.01,4.03,1025.150
3144,02/07/2022 01:50:01 午後,406.2,1.51,4.03,1024.850
3145,02/07/2022 02:00:01 午後,371.2,1.51,3.52,1024.550
3146,02/07/2022 02:10:01 午後,356.2,1.01,2.52,1024.650
3147,02/07/2022 02:20:01 午後,356.2,1.01,2.52,1024.350
3148,02/07/2022 02:30:01 午後,316.2,1.01,2.52,1024.250
3149,02/07/2022 02:40:01 午後,396.2,0.50,3.02,1024.150
3150,02/07/2022 02:50:01 午後,531.2,0.50,2.52,1023.850
3151,02/07/2022 03:00:01 午後,528.7,1.01,3.52,1023.650
3152,02/07/2022 03:10:01 午後,476.2,0.50,2.01,1023.450
3153,02/07/2022 03:20:01 午後,301.2,0.50,2.01,1023.550
3154,02/07/2022 03:30:01 午後,306.2,0.00,2.01,1023.550
3155,02/07/2022 03:40:01 午後,238.7,0.00,1.01,1023.550
3156,02/07/2022 03:50:01 午後,208.7,0.00,0.50,1023.750
3157,02/07/2022 04:00:01 午後,128.7,0.50,2.52,1023.950
3158,02/07/2022 04:10:01 午後,96.2,0.50,3.52,1024.350
3159,02/07/2022 04:20:01 午後,81.2,1.51,3.02,1024.450
3160,02/07/2022 04:30:01 午後,83.7,1.01,3.02,1024.450
3161,02/07/2022 04:40:01 午後,58.7,0.50,2.52,1024.650
3162,02/07/2022 04:50:01 午後,63.7,0.00,1.51,1024.750
3163,02/07/2022 05:00:01 午後,66.2,0.00,1.51,1024.350
3164,02/07/2022 05:10:01 午後,63.7,0.00,1.01,1024.650
3165,02/07/2022 05:20:01 午後,58.7,0.00,1.51,1024.450
3166,02/07/2022 05:30:01 午後,38.7,0.00,1.51,1024.150
3167,02/07/2022 05:40:01 午後,16.2,0.00,1.01,1024.050
3168,02/07/2022 05:50:01 午後,11.2,0.00,1.51,1024.250
3169,02/07/2022 06:00:01 午後,3.7,0.00,1.01,1024.450
3170,02/07/2022 06:10:01 午後,1.2,0.00,1.01,1024.050
3171,02/07/2022 06:20:01 午後,1.2,0.00,0.50,1023.850
3172,02/07/2022 06:30:01 午後,1.2,0.00,0.50,1024.250
3173,02/07/2022 06:40:01 午後,1.2,0.00,1.01,1024.350
3174,02/07/2022 06:50:01 午後,1.2,0.00,1.01,1024.550
3175,02/07/2022 07:00:01 午後,1.2,0.00,1.01,1024.350
3176,02/07/2022 07:10:01 午後,1.2,0.00,1.01,1024.150
3177,02/07/2022 07:20:01 午後,1.2,0.00,1.01,1024.050
3178,02/07/2022 07:30:01 午後,1.2,0.00,2.01,1023.950
3179,02/07/2022 07:40:01 午後,1.2,0.00,2.01,1024.050
3180,02/07/2022 07:50:01 午後,1.2,0.00,1.51,1024.150
3181,02/07/2022 08:00:01 午後,1.2,0.00,2.52,1024.250
3182,02/07/2022 08:10:01 午後,1.2,0.00,2.52,1024.550
3183,02/07/2022 08:20:01 午後,1.2,0.00,2.52,1024.250
3184,02/07/2022 08:30:01 午後,1.2,0.50,3.02,1024.450
3185,02/07/2022 08:40:01 午後,1.2,0.50,3.02,1024.550
3186,02/07/2022 08:50:01 午後,1.2,0.00,1.51,1024.350
3187,02/07/2022 09:00:01 午後,1.2,0.00,2.52,1024.150
3188,02/07/2022 09:10:01 午後,1.2,0.50,3.02,1024.450
3189,02/07/2022 09:20:01 午後,1.2,1.01,3.02,1024.650
3190,02/07/2022 09:30:01 午後,1.2,0.50,3.02,1024.550
3191,02/07/2022 09:40:01 午後,1.2,0.50,3.02,1024.850
3192,02/07/2022 09:50:01 午後,1.2,0.50,2.52,1024.950
3193,02/07/2022 10:00:01 午後,1.2,0.50,3.02,1025.150
3194,02/07/2022 10:10:01 午後,1.2,0.50,3.02,1025.050
3195,02/07/2022 10:20:01 午後,1.2,0.50,2.52,1025.050
3196,02/07/2022 10:30:01 午後,1.2,0.00,2.01,1024.950
3197,02/07/2022 10:40:01 午後,1.2,0.50,3.02,1024.750
3198,02/07/2022 10:50:01 午後,1.2,0.00,2.52,1024.750
3199,02/07/2022 11:00:01 午後,1.2,0.50,3.02,1024.350
3200,02/07/2022 11:10:01 午後,1.2,0.50,2.01,1024.250
3201,02/07/2022 11:20:01 午後,1.2,0.00,3.02,1024.350
3202,02/07/2022 11:30:01 午後,1.2,0.50,2.52,1024.450
3203,02/07/2022 11:40:01 午後,1.2,1.01,4.03,1024.450
3204,02/07/2022 11:50:01 午後,1.2,1.51,4.03,1024.450
3205,02/08/2022 12:00:01 午前,1.2,0.50,2.52,1024.450
3206,02/08/2022 12:10:01 午前,1.2,0.50,3.52,1024.550
3207,02/08/2022 12:20:01 午前,1.2,1.01,4.03,1024.050
3208,02/08/2022 12:30:01 午前,1.2,0.50,4.53,1023.850
3209,02/08/2022 12:40:01 午前,1.2,0.50,2.52,1023.950
3210,02/08/2022 12:50:01 午前,1.2,0.50,4.03,1024.250
3211,02/08/2022 01:00:01 午前,1.2,1.01,3.02,1024.050
3212,02/08/2022 01:10:01 午前,1.2,0.50,3.02,1023.750
3213,02/08/2022 01:20:01 午前,1.2,0.00,3.02,1023.750
3214,02/08/2022 01:30:01 午前,1.2,0.00,1.51,1023.450
3215,02/08/2022 01:40:01 午前,1.2,0.00,3.02,1023.450
3216,02/08/2022 01:50:01 午前,1.2,0.00,1.51,1023.650
3217,02/08/2022 02:00:01 午前,1.2,0.00,1.51,1023.650
3218,02/08/2022 02:10:01 午前,1.2,0.00,1.51,1023.850
3219,02/08/2022 02:20:01 午前,1.2,0.00,1.51,1023.950
3220,02/08/2022 02:30:01 午前,1.2,0.00,1.51,1023.750
3221,02/08/2022 02:40:01 午前,1.2,0.00,2.01,1023.750
3222,02/08/2022 02:50:01 午前,1.2,0.00,1.51,1023.650
3223,02/08/2022 03:00:01 午前,1.2,0.00,1.51,1023.250
3224,02/08/2022 03:10:01 午前,1.2,0.00,1.01,1023.450
3225,02/08/2022 03:20:01 午前,1.2,0.00,2.01,1023.450
3226,02/08/2022 03:30:01 午前,1.2,0.00,1.51,1023.350
3227,02/08/2022 03:40:01 午前,1.2,0.00,1.01,1023.350
3228,02/08/2022 03:50:01 午前,1.2,0.50,2.52,1023.350
3229,02/08/2022 04:00:01 午前,1.2,0.50,2.52,1023.150
3230,02/08/2022 04:10:01 午前,1.2,0.50,2.01,1023.150
3231,02/08/2022 04:20:01 午前,1.2,0.00,1.51,1023.250
3232,02/08/2022 04:30:01 午前,1.2,0.00,1.01,1023.150
3233,02/08/2022 04:40:01 午前,1.2,0.00,1.01,1023.250
3234,02/08/2022 04:50:01 午前,1.2,0.00,1.51,1023.450
3235,02/08/2022 05:00:01 午前,1.2,0.00,3.02,1023.450
3236,02/08/2022 05:10:01 午前,1.2,0.00,1.01,1023.550
3237,02/08/2022 05:20:01 午前,1.2,0.00,0.50,1023.350
3238,02/08/2022 05:30:01 午前,1.2,0.00,1.51,1023.450
3239,02/08/2022 05:40:01 午前,1.2,0.00,1.51,1023.450
3240,02/08/2022 05:50:01 午前,1.2,0.00,1.51,1023.750
3241,02/08/2022 06:00:01 午前,1.2,0.00,2.01,1023.850
3242,02/08/2022 06:10:01 午前,1.2,0.00,1.01,1023.950
3243,02/08/2022 06:20:01 午前,1.2,0.50,2.52,1024.150
