"プロット タイトル: Microstation_00_ecser_surface_220116"
"#","日付 時間, GMT+09:00","PAR, uE","風速, m/s","突風の速さ, m/s","圧力, mbar"
37,01/17/2022 12:00:01 午前,1.2,0.50,3.02,1024.150
38,01/17/2022 12:10:01 午前,1.2,0.00,3.02,1024.150
39,01/17/2022 12:20:01 午前,1.2,0.50,3.02,1023.850
40,01/17/2022 12:30:01 午前,1.2,0.00,2.01,1023.850
41,01/17/2022 12:40:01 午前,1.2,0.00,1.51,1023.850
42,01/17/2022 12:50:01 午前,1.2,0.00,2.01,1023.850
43,01/17/2022 01:00:01 午前,1.2,0.00,1.51,1023.750
44,01/17/2022 01:10:01 午前,1.2,0.00,1.51,1023.750
45,01/17/2022 01:20:01 午前,1.2,0.00,2.01,1023.650
46,01/17/2022 01:30:01 午前,1.2,0.00,2.52,1023.450
47,01/17/2022 01:40:01 午前,1.2,0.00,1.01,1023.850
48,01/17/2022 01:50:01 午前,1.2,0.00,1.01,1023.850
49,01/17/2022 02:00:01 午前,1.2,0.00,1.01,1023.850
50,01/17/2022 02:10:01 午前,1.2,0.00,1.01,1023.850
51,01/17/2022 02:20:01 午前,1.2,0.00,1.51,1023.850
52,01/17/2022 02:30:01 午前,1.2,0.00,2.01,1024.050
53,01/17/2022 02:40:01 午前,1.2,0.00,1.51,1024.150
54,01/17/2022 02:50:01 午前,1.2,0.00,1.01,1024.350
55,01/17/2022 03:00:01 午前,1.2,0.50,2.52,1024.250
56,01/17/2022 03:10:01 午前,1.2,0.50,2.52,1023.950
57,01/17/2022 03:20:01 午前,1.2,0.50,2.52,1024.250
58,01/17/2022 03:30:01 午前,1.2,0.00,1.01,1024.450
59,01/17/2022 03:40:01 午前,1.2,0.00,1.01,1024.350
60,01/17/2022 03:50:01 午前,1.2,0.50,3.02,1024.450
61,01/17/2022 04:00:01 午前,1.2,0.50,2.01,1024.450
62,01/17/2022 04:10:01 午前,1.2,0.50,3.02,1024.550
63,01/17/2022 04:20:01 午前,1.2,1.01,3.52,1024.450
64,01/17/2022 04:30:01 午前,1.2,2.01,5.03,1024.650
65,01/17/2022 04:40:01 午前,1.2,0.50,3.02,1024.450
66,01/17/2022 04:50:01 午前,1.2,1.01,3.52,1024.550
67,01/17/2022 05:00:01 午前,1.2,0.50,3.02,1024.650
68,01/17/2022 05:10:01 午前,1.2,0.00,2.01,1024.550
69,01/17/2022 05:20:01 午前,1.2,0.00,1.01,1024.750
70,01/17/2022 05:30:01 午前,1.2,0.50,2.52,1024.950
71,01/17/2022 05:40:01 午前,1.2,0.50,2.52,1024.950
72,01/17/2022 05:50:01 午前,1.2,0.50,3.02,1024.950
73,01/17/2022 06:00:01 午前,1.2,1.01,3.02,1024.950
74,01/17/2022 06:10:01 午前,1.2,0.50,3.02,1025.250
75,01/17/2022 06:20:01 午前,1.2,0.00,2.52,1025.250
76,01/17/2022 06:30:01 午前,1.2,0.50,2.52,1025.350
77,01/17/2022 06:40:01 午前,1.2,0.00,1.51,1025.750
78,01/17/2022 06:50:01 午前,1.2,0.00,0.00,1025.550
79,01/17/2022 07:00:01 午前,1.2,0.00,0.50,1025.650
80,01/17/2022 07:10:01 午前,1.2,0.00,1.01,1025.950
81,01/17/2022 07:20:01 午前,3.7,0.00,1.01,1025.850
82,01/17/2022 07:30:01 午前,13.7,0.00,1.51,1025.950
83,01/17/2022 07:40:01 午前,23.7,0.00,2.01,1025.950
84,01/17/2022 07:50:01 午前,41.2,0.00,0.50,1026.150
85,01/17/2022 08:00:01 午前,83.7,0.00,1.51,1025.950
86,01/17/2022 08:10:01 午前,131.2,0.00,1.51,1026.150
87,01/17/2022 08:20:01 午前,178.7,0.00,0.00,1026.150
88,01/17/2022 08:30:01 午前,148.7,0.00,0.00,1026.050
89,01/17/2022 08:40:01 午前,198.7,0.00,0.00,1026.150
90,01/17/2022 08:50:01 午前,206.2,0.00,1.01,1026.350
91,01/17/2022 09:00:01 午前,371.2,0.00,1.01,1026.350
92,01/17/2022 09:10:01 午前,336.2,0.00,1.01,1026.750
93,01/17/2022 09:20:01 午前,476.2,0.00,2.01,1026.850
94,01/17/2022 09:30:01 午前,481.2,0.00,1.51,1026.750
95,01/17/2022 09:40:01 午前,381.2,0.50,2.01,1026.650
96,01/17/2022 09:50:01 午前,688.7,0.50,2.52,1026.650
97,01/17/2022 10:00:01 午前,561.2,0.50,2.52,1026.450
98,01/17/2022 10:10:01 午前,743.7,0.50,2.01,1026.450
99,01/17/2022 10:20:01 午前,843.7,0.50,3.52,1026.450
100,01/17/2022 10:30:01 午前,938.7,0.50,2.52,1026.450
101,01/17/2022 10:40:01 午前,1086.2,0.50,2.52,1026.050
102,01/17/2022 10:50:01 午前,1203.7,0.50,2.52,1025.950
103,01/17/2022 11:00:01 午前,1183.7,0.00,1.51,1026.050
104,01/17/2022 11:10:01 午前,1136.2,0.50,2.52,1025.650
105,01/17/2022 11:20:01 午前,1211.2,0.50,2.52,1025.750
106,01/17/2022 11:30:01 午前,1098.7,0.00,2.01,1025.650
107,01/17/2022 11:40:01 午前,1121.2,0.50,2.01,1025.650
108,01/17/2022 11:50:01 午前,1243.7,0.50,2.52,1025.350
109,01/17/2022 12:00:01 午後,1218.7,0.50,2.52,1025.050
110,01/17/2022 12:10:01 午後,1216.2,1.51,6.04,1025.150
111,01/17/2022 12:20:01 午後,1358.7,1.01,4.03,1024.950
112,01/17/2022 12:30:01 午後,1286.2,1.51,4.53,1024.750
113,01/17/2022 12:40:01 午後,1256.2,2.01,6.04,1024.650
114,01/17/2022 12:50:01 午後,1103.7,1.51,5.03,1024.750
115,01/17/2022 01:00:01 午後,981.2,2.52,6.04,1024.550
116,01/17/2022 01:10:01 午後,1261.2,2.52,6.04,1024.450
117,01/17/2022 01:20:01 午後,1111.2,2.52,6.54,1024.550
118,01/17/2022 01:30:01 午後,1271.2,3.02,5.54,1024.350
119,01/17/2022 01:40:01 午後,821.2,3.02,7.05,1024.350
120,01/17/2022 01:50:01 午後,781.2,3.52,8.05,1024.450
121,01/17/2022 02:00:01 午後,726.2,2.52,5.03,1024.450
122,01/17/2022 02:10:01 午後,631.2,3.02,5.54,1024.350
123,01/17/2022 02:20:01 午後,1021.2,2.52,6.04,1024.350
124,01/17/2022 02:30:01 午後,881.2,3.02,7.05,1024.450
125,01/17/2022 02:40:01 午後,933.7,3.52,7.05,1024.250
126,01/17/2022 02:50:01 午後,731.2,3.02,7.55,1024.550
127,01/17/2022 03:00:01 午後,451.2,3.02,7.55,1024.450
128,01/17/2022 03:10:01 午後,398.7,2.01,4.53,1024.650
129,01/17/2022 03:20:01 午後,503.7,2.01,4.53,1024.450
130,01/17/2022 03:30:01 午後,373.7,1.51,4.53,1024.350
131,01/17/2022 03:40:01 午後,308.7,2.01,5.54,1024.550
132,01/17/2022 03:50:01 午後,303.7,2.52,5.03,1024.550
133,01/17/2022 04:00:01 午後,273.7,2.01,5.03,1024.550
134,01/17/2022 04:10:01 午後,216.2,2.01,5.54,1024.650
135,01/17/2022 04:20:01 午後,206.2,2.01,5.54,1024.250
136,01/17/2022 04:30:01 午後,223.7,2.01,4.53,1024.250
137,01/17/2022 04:40:01 午後,93.7,2.01,5.03,1024.350
138,01/17/2022 04:50:01 午後,121.2,2.01,5.03,1024.750
139,01/17/2022 05:00:01 午後,73.7,2.52,5.54,1024.750
140,01/17/2022 05:10:01 午後,41.2,1.51,4.53,1024.650
141,01/17/2022 05:20:01 午後,21.2,1.51,4.53,1024.850
142,01/17/2022 05:30:01 午後,11.2,1.51,4.53,1024.850
143,01/17/2022 05:40:01 午後,3.7,1.01,3.02,1024.750
144,01/17/2022 05:50:01 午後,1.2,2.01,4.53,1024.650
145,01/17/2022 06:00:01 午後,1.2,1.51,3.52,1024.650
146,01/17/2022 06:10:01 午後,1.2,1.01,3.52,1024.750
147,01/17/2022 06:20:01 午後,1.2,1.51,4.53,1024.650
148,01/17/2022 06:30:01 午後,1.2,1.51,4.03,1024.950
149,01/17/2022 06:40:01 午後,1.2,2.52,5.54,1024.950
150,01/17/2022 06:50:01 午後,1.2,1.51,4.03,1025.250
151,01/17/2022 07:00:01 午後,1.2,1.51,4.53,1025.350
152,01/17/2022 07:10:01 午後,1.2,1.51,4.03,1025.150
153,01/17/2022 07:20:01 午後,1.2,1.51,4.53,1025.250
154,01/17/2022 07:30:01 午後,1.2,1.01,4.03,1025.250
155,01/17/2022 07:40:01 午後,1.2,1.51,4.03,1025.450
156,01/17/2022 07:50:01 午後,1.2,1.51,6.04,1025.450
157,01/17/2022 08:00:01 午後,1.2,2.01,4.53,1025.450
158,01/17/2022 08:10:01 午後,1.2,2.52,8.56,1025.550
159,01/17/2022 08:20:01 午後,1.2,2.52,6.04,1025.650
160,01/17/2022 08:30:01 午後,1.2,2.52,7.55,1025.650
161,01/17/2022 08:40:01 午後,1.2,2.01,4.53,1025.550
162,01/17/2022 08:50:01 午後,1.2,2.01,6.04,1025.550
163,01/17/2022 09:00:01 午後,1.2,2.52,6.04,1025.550
164,01/17/2022 09:10:01 午後,1.2,2.52,5.54,1025.250
165,01/17/2022 09:20:01 午後,1.2,1.51,4.53,1025.350
166,01/17/2022 09:30:01 午後,1.2,2.01,5.03,1025.450
167,01/17/2022 09:40:01 午後,1.2,2.01,5.54,1025.550
168,01/17/2022 09:50:01 午後,1.2,2.52,5.54,1025.250
169,01/17/2022 10:00:01 午後,1.2,2.52,7.05,1025.450
170,01/17/2022 10:10:01 午後,1.2,2.52,5.54,1025.550
171,01/17/2022 10:20:01 午後,1.2,3.02,6.54,1025.150
172,01/17/2022 10:30:01 午後,1.2,3.02,6.54,1024.950
173,01/17/2022 10:40:01 午後,1.2,2.01,8.05,1025.150
174,01/17/2022 10:50:01 午後,1.2,2.01,4.53,1025.050
175,01/17/2022 11:00:01 午後,1.2,1.51,5.03,1025.050
176,01/17/2022 11:10:01 午後,1.2,2.52,6.04,1024.950
177,01/17/2022 11:20:01 午後,1.2,1.01,5.03,1024.850
178,01/17/2022 11:30:01 午後,1.2,1.01,4.03,1024.850
179,01/17/2022 11:40:01 午後,1.2,0.50,3.52,1024.750
180,01/17/2022 11:50:01 午後,1.2,1.01,3.02,1024.650
181,01/18/2022 12:00:01 午前,1.2,1.01,4.03,1024.850
182,01/18/2022 12:10:01 午前,1.2,1.01,4.53,1024.750
183,01/18/2022 12:20:01 午前,1.2,1.51,3.52,1024.450
184,01/18/2022 12:30:01 午前,1.2,1.01,4.03,1024.350
185,01/18/2022 12:40:01 午前,1.2,1.51,5.54,1024.850
186,01/18/2022 12:50:01 午前,1.2,1.01,5.03,1024.750
187,01/18/2022 01:00:01 午前,1.2,2.01,6.04,1024.950
188,01/18/2022 01:10:01 午前,1.2,1.01,3.52,1024.450
189,01/18/2022 01:20:01 午前,1.2,1.51,5.03,1024.650
190,01/18/2022 01:30:01 午前,1.2,2.01,6.04,1024.350
191,01/18/2022 01:40:01 午前,1.2,2.52,6.04,1024.450
192,01/18/2022 01:50:01 午前,1.2,2.01,7.05,1024.450
193,01/18/2022 02:00:01 午前,1.2,2.52,5.54,1024.550
194,01/18/2022 02:10:01 午前,1.2,1.51,4.03,1024.450
195,01/18/2022 02:20:01 午前,1.2,1.51,3.52,1024.250
196,01/18/2022 02:30:01 午前,1.2,1.51,5.03,1024.350
197,01/18/2022 02:40:01 午前,1.2,3.02,6.04,1024.250
198,01/18/2022 02:50:01 午前,1.2,2.52,5.54,1024.250
199,01/18/2022 03:00:01 午前,1.2,1.51,4.53,1024.350
200,01/18/2022 03:10:01 午前,1.2,2.01,4.53,1024.050
201,01/18/2022 03:20:01 午前,1.2,2.52,6.04,1024.250
202,01/18/2022 03:30:01 午前,1.2,2.01,4.53,1024.250
203,01/18/2022 03:40:01 午前,1.2,2.52,5.03,1024.150
204,01/18/2022 03:50:01 午前,1.2,1.51,4.53,1024.150
205,01/18/2022 04:00:01 午前,1.2,1.51,4.53,1024.350
206,01/18/2022 04:10:01 午前,1.2,1.51,4.03,1024.250
207,01/18/2022 04:20:01 午前,1.2,2.01,5.54,1024.250
208,01/18/2022 04:30:01 午前,1.2,1.51,4.53,1024.150
209,01/18/2022 04:40:01 午前,1.2,1.51,4.03,1024.150
210,01/18/2022 04:50:01 午前,1.2,1.51,4.53,1024.050
211,01/18/2022 05:00:01 午前,1.2,1.51,4.53,1024.050
212,01/18/2022 05:10:01 午前,1.2,1.01,3.52,1024.350
213,01/18/2022 05:20:01 午前,1.2,1.01,4.03,1024.450
214,01/18/2022 05:30:01 午前,1.2,0.50,2.01,1024.950
215,01/18/2022 05:40:01 午前,1.2,1.01,3.52,1024.650
216,01/18/2022 05:50:01 午前,1.2,1.51,4.03,1024.750
217,01/18/2022 06:00:01 午前,1.2,0.50,3.02,1024.750
218,01/18/2022 06:10:01 午前,1.2,0.00,3.52,1024.850
219,01/18/2022 06:20:01 午前,1.2,0.50,2.01,1024.850
220,01/18/2022 06:30:01 午前,1.2,1.01,3.02,1024.850
221,01/18/2022 06:40:01 午前,1.2,1.51,5.03,1025.250
222,01/18/2022 06:50:01 午前,1.2,2.52,5.03,1025.250
223,01/18/2022 07:00:01 午前,1.2,1.51,4.03,1025.350
224,01/18/2022 07:10:01 午前,1.2,1.01,3.52,1025.250
225,01/18/2022 07:20:01 午前,6.2,0.50,2.01,1025.450
226,01/18/2022 07:30:01 午前,18.7,0.00,1.01,1025.250
227,01/18/2022 07:40:01 午前,36.2,0.00,1.01,1025.450
228,01/18/2022 07:50:01 午前,58.7,0.00,1.01,1025.650
229,01/18/2022 08:00:01 午前,51.2,0.00,1.51,1025.750
230,01/18/2022 08:10:01 午前,56.2,0.00,1.51,1025.650
231,01/18/2022 08:20:01 午前,66.2,0.00,0.50,1025.650
232,01/18/2022 08:30:01 午前,133.7,0.00,2.01,1025.550
233,01/18/2022 08:40:01 午前,153.7,0.00,2.01,1025.450
234,01/18/2022 08:50:01 午前,346.2,0.00,1.51,1025.550
235,01/18/2022 09:00:01 午前,211.2,0.00,2.01,1025.750
236,01/18/2022 09:10:01 午前,283.7,0.50,2.01,1025.850
237,01/18/2022 09:20:01 午前,323.7,0.50,2.52,1025.950
238,01/18/2022 09:30:01 午前,471.2,1.01,4.03,1025.850
239,01/18/2022 09:40:01 午前,656.2,1.01,4.03,1026.050
240,01/18/2022 09:50:01 午前,861.2,1.51,5.03,1026.050
241,01/18/2022 10:00:01 午前,821.2,1.51,4.53,1025.950
242,01/18/2022 10:10:01 午前,883.7,1.51,4.03,1026.150
243,01/18/2022 10:20:01 午前,571.2,1.01,4.03,1026.150
244,01/18/2022 10:30:01 午前,316.2,0.50,3.02,1026.250
245,01/18/2022 10:40:01 午前,671.2,1.01,3.52,1026.050
246,01/18/2022 10:50:01 午前,828.7,1.01,4.03,1026.050
247,01/18/2022 11:00:01 午前,491.2,1.51,4.03,1026.050
248,01/18/2022 11:10:01 午前,331.2,0.50,3.02,1025.950
249,01/18/2022 11:20:01 午前,1046.2,1.01,3.52,1025.950
250,01/18/2022 11:30:01 午前,1143.7,1.51,4.53,1025.750
251,01/18/2022 11:40:01 午前,1126.2,1.01,3.52,1025.650
252,01/18/2022 11:50:01 午前,1208.7,1.01,4.03,1025.550
253,01/18/2022 12:00:01 午後,1138.7,1.01,3.52,1025.250
254,01/18/2022 12:10:01 午後,1158.7,1.01,5.03,1025.050
255,01/18/2022 12:20:01 午後,1153.7,1.01,3.52,1025.050
256,01/18/2022 12:30:01 午後,1158.7,1.01,4.03,1024.850
257,01/18/2022 12:40:01 午後,1163.7,1.01,3.02,1024.750
258,01/18/2022 12:50:01 午後,1166.2,1.51,4.53,1024.550
259,01/18/2022 01:00:01 午後,1153.7,1.01,4.03,1024.550
260,01/18/2022 01:10:01 午後,1148.7,1.01,3.52,1024.350
261,01/18/2022 01:20:01 午後,1133.7,1.51,5.03,1024.250
262,01/18/2022 01:30:01 午後,1116.2,1.51,4.03,1024.150
263,01/18/2022 01:40:01 午後,1096.2,1.51,4.53,1023.750
264,01/18/2022 01:50:01 午後,1073.7,1.51,4.03,1023.650
265,01/18/2022 02:00:01 午後,1043.7,1.51,5.54,1023.650
266,01/18/2022 02:10:01 午後,1013.7,1.51,4.53,1023.650
267,01/18/2022 02:20:01 午後,976.2,1.51,4.53,1023.650
268,01/18/2022 02:30:01 午後,941.2,1.01,4.53,1023.550
269,01/18/2022 02:40:01 午後,898.7,1.01,4.53,1023.550
270,01/18/2022 02:50:01 午後,858.7,1.01,3.02,1023.550
271,01/18/2022 03:00:01 午後,813.7,1.51,4.03,1023.450
272,01/18/2022 03:10:01 午後,761.2,1.51,5.03,1023.350
273,01/18/2022 03:20:01 午後,713.7,0.50,3.02,1023.150
274,01/18/2022 03:30:01 午後,658.7,1.51,4.53,1023.350
275,01/18/2022 03:40:01 午後,603.7,1.01,4.53,1023.350
276,01/18/2022 03:50:01 午後,543.7,1.01,4.53,1023.350
277,01/18/2022 04:00:01 午後,491.2,1.01,4.03,1023.450
278,01/18/2022 04:10:01 午後,433.7,1.01,4.03,1023.250
279,01/18/2022 04:20:01 午後,381.2,1.01,4.03,1023.350
280,01/18/2022 04:30:01 午後,323.7,1.51,4.03,1023.450
281,01/18/2022 04:40:01 午後,266.2,1.01,3.52,1023.450
282,01/18/2022 04:50:01 午後,211.2,1.01,4.03,1023.650
283,01/18/2022 05:00:01 午後,148.7,1.01,3.52,1023.550
284,01/18/2022 05:10:01 午後,93.7,1.01,3.02,1023.750
285,01/18/2022 05:20:01 午後,53.7,0.50,3.02,1023.850
286,01/18/2022 05:30:01 午後,26.2,0.50,3.02,1023.850
287,01/18/2022 05:40:01 午後,11.2,1.01,3.52,1023.950
288,01/18/2022 05:50:01 午後,1.2,1.01,3.52,1023.850
289,01/18/2022 06:00:01 午後,1.2,0.50,3.02,1023.950
290,01/18/2022 06:10:01 午後,1.2,0.50,2.52,1024.250
291,01/18/2022 06:20:01 午後,1.2,0.00,1.51,1024.250
292,01/18/2022 06:30:01 午後,1.2,0.50,3.02,1024.350
293,01/18/2022 06:40:01 午後,1.2,0.00,3.52,1024.450
294,01/18/2022 06:50:01 午後,1.2,0.50,3.52,1024.750
295,01/18/2022 07:00:01 午後,1.2,1.01,3.52,1024.550
296,01/18/2022 07:10:01 午後,1.2,0.50,2.52,1024.650
297,01/18/2022 07:20:01 午後,1.2,0.00,2.01,1024.950
298,01/18/2022 07:30:01 午後,1.2,0.00,2.01,1024.850
299,01/18/2022 07:40:01 午後,1.2,0.00,1.51,1024.650
300,01/18/2022 07:50:01 午後,1.2,0.00,2.52,1024.850
301,01/18/2022 08:00:01 午後,1.2,0.00,2.52,1024.850
302,01/18/2022 08:10:01 午後,1.2,0.00,2.01,1024.850
303,01/18/2022 08:20:01 午後,1.2,0.00,3.52,1024.950
304,01/18/2022 08:30:01 午後,1.2,0.50,3.52,1024.950
305,01/18/2022 08:40:01 午後,1.2,0.50,3.02,1024.850
306,01/18/2022 08:50:01 午後,1.2,0.50,3.02,1024.950
307,01/18/2022 09:00:01 午後,1.2,0.50,3.02,1024.850
308,01/18/2022 09:10:01 午後,1.2,1.01,3.02,1024.950
309,01/18/2022 09:20:01 午後,1.2,1.01,3.52,1024.750
310,01/18/2022 09:30:01 午後,1.2,0.50,3.02,1024.750
311,01/18/2022 09:40:01 午後,1.2,1.01,3.52,1024.850
312,01/18/2022 09:50:01 午後,1.2,1.01,3.52,1024.750
313,01/18/2022 10:00:01 午後,1.2,0.50,2.52,1024.750
314,01/18/2022 10:10:01 午後,1.2,0.00,2.01,1025.050
315,01/18/2022 10:20:01 午後,1.2,0.00,1.51,1024.750
316,01/18/2022 10:30:01 午後,1.2,0.00,0.50,1024.750
317,01/18/2022 10:40:01 午後,1.2,0.00,1.01,1024.650
318,01/18/2022 10:50:01 午後,1.2,0.00,1.01,1024.750
319,01/18/2022 11:00:01 午後,1.2,0.00,0.00,1024.650
320,01/18/2022 11:10:01 午後,1.2,0.00,2.01,1024.450
321,01/18/2022 11:20:01 午後,1.2,0.00,2.01,1024.350
322,01/18/2022 11:30:01 午後,1.2,0.00,2.01,1024.250
323,01/18/2022 11:40:01 午後,1.2,1.01,2.52,1024.350
324,01/18/2022 11:50:01 午後,1.2,0.00,2.52,1024.250
325,01/19/2022 12:00:01 午前,1.2,0.00,1.51,1024.150
326,01/19/2022 12:10:01 午前,1.2,0.00,0.50,1024.250
327,01/19/2022 12:20:01 午前,1.2,0.00,3.02,1024.350
328,01/19/2022 12:30:01 午前,1.2,0.50,2.52,1024.250
329,01/19/2022 12:40:01 午前,1.2,0.00,1.01,1024.350
330,01/19/2022 12:50:01 午前,1.2,0.00,0.50,1024.350
331,01/19/2022 01:00:01 午前,1.2,0.00,0.50,1024.350
332,01/19/2022 01:10:01 午前,1.2,0.00,1.01,1024.450
333,01/19/2022 01:20:01 午前,1.2,0.00,1.51,1024.550
334,01/19/2022 01:30:01 午前,1.2,0.00,1.51,1024.450
335,01/19/2022 01:40:01 午前,1.2,0.00,1.01,1024.450
336,01/19/2022 01:50:01 午前,1.2,0.00,0.50,1024.450
337,01/19/2022 02:00:01 午前,1.2,0.00,0.50,1024.450
338,01/19/2022 02:10:01 午前,1.2,0.00,0.50,1024.550
339,01/19/2022 02:20:01 午前,1.2,0.00,1.01,1024.350
340,01/19/2022 02:30:01 午前,1.2,0.00,1.01,1024.550
341,01/19/2022 02:40:01 午前,1.2,0.00,1.51,1024.450
342,01/19/2022 02:50:01 午前,1.2,0.50,2.01,1024.550
343,01/19/2022 03:00:01 午前,1.2,0.00,0.50,1024.550
344,01/19/2022 03:10:01 午前,1.2,0.00,1.01,1024.550
345,01/19/2022 03:20:01 午前,1.2,0.00,1.51,1024.550
346,01/19/2022 03:30:01 午前,1.2,0.00,1.01,1024.650
347,01/19/2022 03:40:01 午前,1.2,0.00,1.01,1024.550
348,01/19/2022 03:50:01 午前,1.2,0.00,1.01,1024.350
349,01/19/2022 04:00:01 午前,1.2,0.00,1.01,1024.250
350,01/19/2022 04:10:01 午前,1.2,0.00,1.01,1024.250
351,01/19/2022 04:20:01 午前,1.2,0.00,0.50,1024.350
352,01/19/2022 04:30:01 午前,1.2,0.00,1.01,1024.050
353,01/19/2022 04:40:01 午前,1.2,0.00,1.01,1024.150
354,01/19/2022 04:50:01 午前,1.2,0.00,1.01,1024.050
355,01/19/2022 05:00:01 午前,1.2,0.00,1.51,1023.950
356,01/19/2022 05:10:01 午前,1.2,0.00,1.51,1023.950
357,01/19/2022 05:20:01 午前,1.2,0.00,0.50,1023.950
358,01/19/2022 05:30:01 午前,1.2,0.00,1.01,1023.750
359,01/19/2022 05:40:01 午前,1.2,0.00,0.50,1024.050
360,01/19/2022 05:50:01 午前,1.2,0.00,1.01,1024.150
361,01/19/2022 06:00:01 午前,1.2,0.00,1.01,1024.150
362,01/19/2022 06:10:01 午前,1.2,0.00,0.50,1024.350
363,01/19/2022 06:20:01 午前,1.2,0.00,1.01,1024.350
364,01/19/2022 06:30:01 午前,1.2,0.00,1.01,1024.450
365,01/19/2022 06:40:01 午前,1.2,0.00,0.00,1024.450
366,01/19/2022 06:50:01 午前,1.2,0.00,0.50,1024.450
367,01/19/2022 07:00:01 午前,1.2,0.00,1.51,1024.450
368,01/19/2022 07:10:01 午前,1.2,0.00,2.01,1024.550
369,01/19/2022 07:20:01 午前,6.2,0.50,3.02,1024.450
370,01/19/2022 07:30:01 午前,18.7,0.00,1.51,1024.550
371,01/19/2022 07:40:01 午前,36.2,0.00,1.01,1024.550
372,01/19/2022 07:50:01 午前,53.7,0.00,1.51,1024.650
373,01/19/2022 08:00:01 午前,68.7,0.00,2.01,1024.750
374,01/19/2022 08:10:01 午前,81.2,0.00,2.52,1024.750
375,01/19/2022 08:20:01 午前,93.7,0.00,1.51,1024.750
376,01/19/2022 08:30:01 午前,103.7,0.50,2.01,1024.950
377,01/19/2022 08:40:01 午前,118.7,0.50,2.52,1024.850
378,01/19/2022 08:50:01 午前,401.2,0.50,3.02,1024.850
379,01/19/2022 09:00:01 午前,456.2,0.00,2.01,1024.950
380,01/19/2022 09:10:01 午前,516.2,0.00,1.01,1025.150
381,01/19/2022 09:20:01 午前,568.7,0.00,1.01,1024.950
382,01/19/2022 09:30:01 午前,621.2,0.00,1.01,1024.950
383,01/19/2022 09:40:01 午前,666.2,0.00,0.50,1024.950
384,01/19/2022 09:50:01 午前,726.2,0.50,2.52,1024.950
385,01/19/2022 10:00:01 午前,773.7,0.50,2.52,1024.950
386,01/19/2022 10:10:01 午前,821.2,0.50,2.52,1024.850
387,01/19/2022 10:20:01 午前,848.7,0.50,2.01,1024.950
388,01/19/2022 10:30:01 午前,908.7,0.50,2.52,1024.650
389,01/19/2022 10:40:01 午前,943.7,0.50,2.52,1024.550
390,01/19/2022 10:50:01 午前,983.7,0.50,3.02,1024.550
391,01/19/2022 11:00:01 午前,1018.7,0.50,2.52,1024.350
392,01/19/2022 11:10:01 午前,1053.7,0.00,2.01,1024.250
393,01/19/2022 11:20:01 午前,1083.7,1.01,3.52,1024.150
394,01/19/2022 11:30:01 午前,1103.7,0.50,3.52,1024.150
