"プロット タイトル: Microstation_00_ecser_surface_210326"
"#","日付 時間, GMT+09:00","PAR, uE","風速, m/s","突風の速さ, m/s","圧力, mbar"
1976,04/09/2021 11:10:01 午前,1681.2,1.51,4.03,1021.050
1977,04/09/2021 11:20:01 午前,1708.7,1.01,3.52,1020.950
1978,04/09/2021 11:30:01 午前,1718.7,1.51,4.03,1020.850
1979,04/09/2021 11:40:01 午前,1743.7,1.01,3.52,1020.950
1980,04/09/2021 11:50:01 午前,1756.2,1.51,4.03,1020.750
1981,04/09/2021 12:00:01 午後,1768.7,0.50,3.02,1020.750
1982,04/09/2021 12:10:01 午後,1776.2,1.01,4.03,1020.650
1983,04/09/2021 12:20:01 午後,1753.7,1.51,4.03,1020.650
1984,04/09/2021 12:30:01 午後,1751.2,2.52,5.03,1020.650
1985,04/09/2021 12:40:01 午後,1738.7,1.51,4.03,1020.550
1986,04/09/2021 12:50:01 午後,1741.2,1.51,3.52,1020.650
1987,04/09/2021 01:00:01 午後,1743.7,2.01,4.53,1020.550
1988,04/09/2021 01:10:01 午後,1726.2,1.51,5.54,1020.650
1989,04/09/2021 01:20:01 午後,1708.7,1.51,4.53,1020.550
1990,04/09/2021 01:30:01 午後,1681.2,1.01,4.03,1020.550
1991,04/09/2021 01:40:01 午後,1663.7,2.52,6.04,1020.550
1992,04/09/2021 01:50:01 午後,1616.2,3.02,5.54,1020.550
1993,04/09/2021 02:00:01 午後,1588.7,3.02,5.54,1020.750
1994,04/09/2021 02:10:01 午後,1558.7,2.01,4.53,1020.650
1995,04/09/2021 02:20:01 午後,1523.7,2.01,4.53,1020.550
1996,04/09/2021 02:30:01 午後,1511.2,1.51,4.03,1020.550
1997,04/09/2021 02:40:01 午後,1476.2,2.52,5.03,1020.450
1998,04/09/2021 02:50:01 午後,1373.7,2.01,5.03,1020.350
1999,04/09/2021 03:00:01 午後,1351.2,1.01,3.52,1020.450
2000,04/09/2021 03:10:01 午後,1306.2,1.01,5.03,1020.450
2001,04/09/2021 03:20:01 午後,1188.7,1.01,4.53,1020.250
2002,04/09/2021 03:30:01 午後,1153.7,2.52,5.03,1020.250
2003,04/09/2021 03:40:01 午後,1136.2,2.52,5.03,1020.350
2004,04/09/2021 03:50:01 午後,941.2,2.01,4.53,1020.350
2005,04/09/2021 04:00:01 午後,1018.7,2.01,5.03,1020.450
2006,04/09/2021 04:10:01 午後,811.2,3.02,6.04,1020.350
2007,04/09/2021 04:20:01 午後,888.7,3.02,6.04,1020.650
2008,04/09/2021 04:30:01 午後,763.7,0.50,3.02,1020.850
2009,04/09/2021 04:40:01 午後,696.2,2.01,6.04,1020.950
2010,04/09/2021 04:50:01 午後,603.7,2.01,5.54,1021.050
2011,04/09/2021 05:00:01 午後,536.2,2.01,6.04,1021.150
2012,04/09/2021 05:10:01 午後,468.7,2.01,7.05,1021.350
2013,04/09/2021 05:20:01 午後,401.2,2.01,5.54,1021.450
2014,04/09/2021 05:30:01 午後,338.7,2.01,6.04,1021.850
2015,04/09/2021 05:40:01 午後,276.2,2.52,6.54,1021.750
2016,04/09/2021 05:50:01 午後,218.7,2.52,6.54,1021.950
2017,04/09/2021 06:00:01 午後,163.7,3.02,7.55,1022.050
2018,04/09/2021 06:10:01 午後,113.7,3.02,8.05,1022.050
2019,04/09/2021 06:20:01 午後,68.7,2.01,6.54,1022.250
2020,04/09/2021 06:30:01 午後,38.7,2.01,6.04,1022.450
2021,04/09/2021 06:40:01 午後,16.2,2.01,6.04,1022.450
2022,04/09/2021 06:50:01 午後,3.7,2.52,6.54,1022.450
2023,04/09/2021 07:00:01 午後,1.2,1.51,5.03,1022.650
2024,04/09/2021 07:10:01 午後,1.2,1.51,5.03,1022.850
2025,04/09/2021 07:20:01 午後,1.2,2.01,6.04,1022.950
2026,04/09/2021 07:30:01 午後,1.2,1.51,5.54,1022.850
2027,04/09/2021 07:40:01 午後,1.2,1.51,5.54,1023.250
2028,04/09/2021 07:50:01 午後,1.2,2.01,6.04,1023.450
2029,04/09/2021 08:00:01 午後,1.2,1.51,5.54,1023.450
2030,04/09/2021 08:10:01 午後,1.2,1.51,5.54,1023.650
2031,04/09/2021 08:20:01 午後,1.2,2.01,7.05,1023.850
2032,04/09/2021 08:30:01 午後,1.2,3.02,7.55,1024.050
2033,04/09/2021 08:40:01 午後,1.2,2.01,7.05,1024.150
2034,04/09/2021 08:50:01 午後,1.2,2.01,7.05,1024.450
2035,04/09/2021 09:00:01 午後,1.2,2.52,6.04,1024.650
2036,04/09/2021 09:10:01 午後,1.2,2.01,6.54,1024.850
2037,04/09/2021 09:20:01 午後,1.2,2.52,6.54,1025.050
2038,04/09/2021 09:30:01 午後,1.2,2.01,6.04,1025.050
2039,04/09/2021 09:40:01 午後,1.2,2.01,6.04,1025.250
2040,04/09/2021 09:50:01 午後,1.2,2.01,6.54,1025.150
2041,04/09/2021 10:00:01 午後,1.2,2.01,6.04,1025.350
2042,04/09/2021 10:10:01 午後,1.2,2.01,5.03,1025.350
2043,04/09/2021 10:20:01 午後,1.2,1.01,5.03,1025.250
2044,04/09/2021 10:30:01 午後,1.2,1.01,5.03,1025.550
2045,04/09/2021 10:40:01 午後,1.2,2.01,5.54,1025.250
2046,04/09/2021 10:50:01 午後,1.2,1.51,5.54,1025.350
2047,04/09/2021 11:00:01 午後,1.2,1.51,4.53,1025.450
2048,04/09/2021 11:10:01 午後,1.2,1.51,5.03,1025.450
2049,04/09/2021 11:20:01 午後,1.2,1.51,5.03,1025.450
2050,04/09/2021 11:30:01 午後,1.2,1.51,6.04,1025.550
2051,04/09/2021 11:40:01 午後,1.2,1.51,5.54,1025.450
2052,04/09/2021 11:50:01 午後,1.2,1.01,4.03,1025.450
2053,04/10/2021 12:00:01 午前,1.2,2.01,5.54,1025.550
2054,04/10/2021 12:10:01 午前,1.2,2.01,5.03,1025.650
2055,04/10/2021 12:20:01 午前,1.2,2.01,5.03,1025.750
2056,04/10/2021 12:30:01 午前,1.2,1.01,4.53,1025.650
2057,04/10/2021 12:40:01 午前,1.2,1.51,4.03,1025.750
2058,04/10/2021 12:50:01 午前,1.2,0.50,3.02,1025.650
2059,04/10/2021 01:00:01 午前,1.2,0.50,3.52,1025.650
2060,04/10/2021 01:10:01 午前,1.2,1.51,4.53,1025.750
2061,04/10/2021 01:20:01 午前,1.2,2.01,5.03,1025.550
2062,04/10/2021 01:30:01 午前,1.2,1.51,5.54,1025.750
2063,04/10/2021 01:40:01 午前,1.2,1.51,5.54,1025.450
2064,04/10/2021 01:50:01 午前,1.2,1.51,4.53,1025.450
2065,04/10/2021 02:00:01 午前,1.2,1.01,4.53,1025.650
2066,04/10/2021 02:10:01 午前,1.2,1.51,4.53,1025.650
2067,04/10/2021 02:20:01 午前,1.2,0.50,3.52,1025.650
2068,04/10/2021 02:30:01 午前,1.2,1.01,4.03,1025.650
2069,04/10/2021 02:40:01 午前,1.2,1.51,4.03,1025.750
2070,04/10/2021 02:50:01 午前,1.2,1.51,4.03,1025.650
2071,04/10/2021 03:00:01 午前,1.2,1.51,5.54,1025.750
2072,04/10/2021 03:10:01 午前,1.2,1.51,5.03,1025.550
2073,04/10/2021 03:20:01 午前,1.2,2.01,5.03,1025.650
2074,04/10/2021 03:30:01 午前,1.2,1.01,3.52,1025.750
2075,04/10/2021 03:40:01 午前,1.2,0.50,3.02,1025.750
2076,04/10/2021 03:50:01 午前,1.2,1.01,4.53,1025.950
2077,04/10/2021 04:00:01 午前,1.2,1.51,5.03,1025.950
2078,04/10/2021 04:10:01 午前,1.2,1.01,4.53,1025.850
2079,04/10/2021 04:20:01 午前,1.2,2.01,5.54,1025.950
2080,04/10/2021 04:30:01 午前,1.2,2.01,6.04,1026.050
2081,04/10/2021 04:40:01 午前,1.2,2.01,5.03,1026.050
2082,04/10/2021 04:50:01 午前,1.2,2.01,7.05,1026.250
2083,04/10/2021 05:00:01 午前,1.2,2.01,6.04,1026.350
2084,04/10/2021 05:10:01 午前,1.2,2.52,6.54,1026.350
2085,04/10/2021 05:20:01 午前,1.2,2.01,6.04,1026.350
2086,04/10/2021 05:30:01 午前,1.2,2.52,5.54,1026.550
2087,04/10/2021 05:40:01 午前,1.2,2.01,6.54,1026.750
2088,04/10/2021 05:50:01 午前,1.2,2.52,6.04,1026.750
2089,04/10/2021 06:00:01 午前,8.7,2.01,5.54,1026.850
2090,04/10/2021 06:10:01 午前,26.2,2.52,7.05,1027.150
2091,04/10/2021 06:20:01 午前,51.2,2.52,5.54,1027.450
2092,04/10/2021 06:30:01 午前,76.2,2.52,6.04,1027.350
2093,04/10/2021 06:40:01 午前,103.7,2.52,7.55,1027.450
2094,04/10/2021 06:50:01 午前,128.7,2.01,7.05,1027.450
2095,04/10/2021 07:00:01 午前,153.7,2.52,7.05,1027.650
2096,04/10/2021 07:10:01 午前,288.7,2.01,4.53,1026.950
2097,04/10/2021 07:20:01 午前,368.7,2.52,6.04,1026.950
2098,04/10/2021 07:30:01 午前,438.7,2.01,5.54,1026.850
2099,04/10/2021 07:40:01 午前,506.2,2.01,4.53,1026.850
2100,04/10/2021 07:50:01 午前,586.2,2.01,5.54,1026.950
2101,04/10/2021 08:00:01 午前,666.2,2.52,5.03,1026.950
2102,04/10/2021 08:10:01 午前,728.7,2.01,4.53,1027.050
2103,04/10/2021 08:20:01 午前,831.2,2.01,5.03,1027.150
2104,04/10/2021 08:30:01 午前,818.7,1.51,4.53,1027.350
2105,04/10/2021 08:40:01 午前,681.2,2.01,6.04,1027.950
2106,04/10/2021 08:50:01 午前,801.2,2.01,6.54,1027.750
2107,04/10/2021 09:00:01 午前,1108.7,2.01,6.04,1027.450
2108,04/10/2021 09:10:01 午前,943.7,1.51,5.54,1027.950
2109,04/10/2021 09:20:01 午前,1163.7,2.01,6.04,1027.450
2110,04/10/2021 09:30:01 午前,1188.7,2.01,6.54,1027.650
2111,04/10/2021 09:40:01 午前,1333.7,2.52,6.04,1028.450
2112,04/10/2021 09:50:01 午前,1336.2,2.01,6.04,1027.850
2113,04/10/2021 10:00:01 午前,1393.7,2.01,5.54,1028.250
2114,04/10/2021 10:10:01 午前,1401.2,1.51,5.03,1028.750
2115,04/10/2021 10:20:01 午前,1428.7,1.51,5.03,1029.150
2116,04/10/2021 10:30:01 午前,1443.7,1.51,4.03,1029.150
2117,04/10/2021 10:40:01 午前,1606.2,2.01,5.03,1029.050
2118,04/10/2021 10:50:01 午前,1638.7,2.01,5.03,1029.050
2119,04/10/2021 11:00:01 午前,1673.7,1.51,5.03,1028.950
2120,04/10/2021 11:10:01 午前,1671.2,1.51,4.03,1028.950
2121,04/10/2021 11:20:01 午前,1701.2,1.51,5.03,1028.650
2122,04/10/2021 11:30:01 午前,1728.7,1.51,5.03,1028.650
2123,04/10/2021 11:40:01 午前,1718.7,1.51,4.03,1028.550
2124,04/10/2021 11:50:01 午前,1758.7,1.51,4.03,1028.450
2125,04/10/2021 12:00:01 午後,1776.2,1.51,4.03,1028.350
2126,04/10/2021 12:10:01 午後,1798.7,1.51,4.03,1028.050
2127,04/10/2021 12:20:01 午後,1798.7,1.01,3.52,1028.050
2128,04/10/2021 12:30:01 午後,1766.2,1.51,4.03,1027.950
2129,04/10/2021 12:40:01 午後,1418.7,1.51,3.52,1027.850
2130,04/10/2021 12:50:01 午後,1368.7,1.51,4.03,1027.750
2131,04/10/2021 01:00:01 午後,1818.7,1.01,3.52,1027.650
2132,04/10/2021 01:10:01 午後,1743.7,1.51,3.52,1027.550
2133,04/10/2021 01:20:01 午後,1723.7,1.51,3.52,1027.450
2134,04/10/2021 01:30:01 午後,1726.2,1.01,3.02,1027.450
2135,04/10/2021 01:40:01 午後,1408.7,1.01,2.52,1027.250
2136,04/10/2021 01:50:01 午後,1623.7,1.51,4.03,1027.250
2137,04/10/2021 02:00:01 午後,1613.7,1.01,3.52,1027.150
2138,04/10/2021 02:10:01 午後,1508.7,1.01,3.52,1026.950
2139,04/10/2021 02:20:01 午後,1446.2,1.01,4.53,1026.850
2140,04/10/2021 02:30:01 午後,1383.7,1.01,3.52,1026.650
2141,04/10/2021 02:40:01 午後,1388.7,0.50,2.52,1026.550
2142,04/10/2021 02:50:01 午後,1246.2,0.50,3.02,1026.450
2143,04/10/2021 03:00:01 午後,1236.2,2.52,5.03,1026.350
2144,04/10/2021 03:10:01 午後,1268.7,2.52,5.03,1026.250
2145,04/10/2021 03:20:01 午後,1258.7,2.01,5.03,1026.150
2146,04/10/2021 03:30:01 午後,1098.7,3.02,5.54,1025.950
2147,04/10/2021 03:40:01 午後,1088.7,2.52,5.03,1026.050
2148,04/10/2021 03:50:01 午後,1106.2,3.02,5.03,1025.950
2149,04/10/2021 04:00:01 午後,581.2,1.51,4.03,1026.150
2150,04/10/2021 04:10:01 午後,796.2,1.51,4.03,1026.150
2151,04/10/2021 04:20:01 午後,563.7,2.52,4.03,1026.150
2152,04/10/2021 04:30:01 午後,406.2,2.01,3.52,1026.350
2153,04/10/2021 04:40:01 午後,403.7,1.51,4.53,1026.350
2154,04/10/2021 04:50:01 午後,356.2,0.50,3.02,1026.350
2155,04/10/2021 05:00:01 午後,381.2,0.50,2.52,1026.450
2156,04/10/2021 05:10:01 午後,401.2,0.00,1.51,1026.250
2157,04/10/2021 05:20:01 午後,486.2,0.50,3.02,1026.350
2158,04/10/2021 05:30:01 午後,338.7,1.01,3.02,1026.450
2159,04/10/2021 05:40:01 午後,373.7,0.50,2.52,1026.450
2160,04/10/2021 05:50:01 午後,286.2,1.01,3.02,1026.650
2161,04/10/2021 06:00:01 午後,193.7,0.50,3.02,1027.050
2162,04/10/2021 06:10:01 午後,126.2,0.50,2.52,1027.150
2163,04/10/2021 06:20:01 午後,78.7,1.01,3.52,1027.450
2164,04/10/2021 06:30:01 午後,41.2,0.50,3.02,1027.450
2165,04/10/2021 06:40:01 午後,18.7,1.01,4.53,1027.450
2166,04/10/2021 06:50:01 午後,3.7,0.50,3.52,1027.550
2167,04/10/2021 07:00:01 午後,1.2,0.50,2.52,1027.550
2168,04/10/2021 07:10:01 午後,1.2,1.01,5.54,1027.750
2169,04/10/2021 07:20:01 午後,1.2,1.01,4.03,1027.850
2170,04/10/2021 07:30:01 午後,1.2,1.01,4.03,1027.850
2171,04/10/2021 07:40:01 午後,1.2,1.01,3.02,1027.950
2172,04/10/2021 07:50:01 午後,1.2,0.50,3.52,1028.050
2173,04/10/2021 08:00:01 午後,1.2,0.50,3.02,1028.350
2174,04/10/2021 08:10:01 午後,1.2,0.50,3.02,1028.350
2175,04/10/2021 08:20:01 午後,1.2,1.01,3.52,1028.350
2176,04/10/2021 08:30:01 午後,1.2,1.01,4.53,1028.450
2177,04/10/2021 08:40:01 午後,1.2,1.51,5.03,1028.750
2178,04/10/2021 08:50:01 午後,1.2,1.51,6.04,1028.750
2179,04/10/2021 09:00:01 午後,1.2,2.01,6.04,1028.850
2180,04/10/2021 09:10:01 午後,1.2,1.51,6.04,1029.050
2181,04/10/2021 09:20:01 午後,1.2,1.51,4.53,1029.050
2182,04/10/2021 09:30:01 午後,1.2,1.51,5.03,1029.050
2183,04/10/2021 09:40:01 午後,1.2,1.51,6.04,1029.150
2184,04/10/2021 09:50:01 午後,1.2,2.01,6.04,1029.050
2185,04/10/2021 10:00:01 午後,1.2,1.51,6.04,1028.950
2186,04/10/2021 10:10:01 午後,1.2,1.51,4.53,1028.950
2187,04/10/2021 10:20:01 午後,1.2,2.01,6.04,1028.950
2188,04/10/2021 10:30:01 午後,1.2,1.51,6.54,1029.350
2189,04/10/2021 10:40:01 午後,1.2,1.51,5.03,1029.150
2190,04/10/2021 10:50:01 午後,1.2,2.01,6.54,1029.450
2191,04/10/2021 11:00:01 午後,1.2,1.51,5.03,1029.450
2192,04/10/2021 11:10:01 午後,1.2,1.01,4.03,1029.450
2193,04/10/2021 11:20:01 午後,1.2,0.50,3.52,1029.450
2194,04/10/2021 11:30:01 午後,1.2,0.50,2.52,1029.550
2195,04/10/2021 11:40:01 午後,1.2,0.50,3.02,1029.450
2196,04/10/2021 11:50:01 午後,1.2,1.01,4.03,1029.550
2197,04/11/2021 12:00:01 午前,1.2,0.50,3.02,1029.750
2198,04/11/2021 12:10:01 午前,1.2,0.50,4.03,1029.750
2199,04/11/2021 12:20:01 午前,1.2,0.50,3.52,1029.750
2200,04/11/2021 12:30:01 午前,1.2,0.00,2.01,1029.750
2201,04/11/2021 12:40:01 午前,1.2,0.00,2.01,1029.750
2202,04/11/2021 12:50:01 午前,1.2,0.00,2.01,1029.750
2203,04/11/2021 01:00:01 午前,1.2,0.00,1.51,1029.850
2204,04/11/2021 01:10:01 午前,1.2,0.00,1.01,1029.750
2205,04/11/2021 01:20:01 午前,1.2,0.00,0.50,1029.950
2206,04/11/2021 01:30:01 午前,1.2,0.00,0.50,1029.750
2207,04/11/2021 01:40:01 午前,1.2,0.00,1.01,1029.950
2208,04/11/2021 01:50:01 午前,1.2,0.00,1.01,1029.750
2209,04/11/2021 02:00:01 午前,1.2,0.00,0.50,1029.550
2210,04/11/2021 02:10:01 午前,1.2,0.00,1.01,1029.750
2211,04/11/2021 02:20:01 午前,1.2,0.00,0.50,1029.450
2212,04/11/2021 02:30:01 午前,1.2,0.00,0.50,1029.550
2213,04/11/2021 02:40:01 午前,1.2,0.00,0.50,1029.550
2214,04/11/2021 02:50:01 午前,1.2,0.00,0.50,1029.550
2215,04/11/2021 03:00:01 午前,1.2,0.00,0.50,1029.350
2216,04/11/2021 03:10:01 午前,1.2,0.00,0.50,1029.450
2217,04/11/2021 03:20:01 午前,1.2,0.00,0.50,1029.350
2218,04/11/2021 03:30:01 午前,1.2,0.00,0.50,1029.250
2219,04/11/2021 03:40:01 午前,1.2,0.00,0.50,1029.150
2220,04/11/2021 03:50:01 午前,1.2,0.00,0.50,1028.950
2221,04/11/2021 04:00:01 午前,1.2,0.00,1.01,1028.850
2222,04/11/2021 04:10:01 午前,1.2,0.00,0.50,1028.950
2223,04/11/2021 04:20:01 午前,1.2,0.00,2.01,1029.050
2224,04/11/2021 04:30:01 午前,1.2,0.00,2.01,1029.250
2225,04/11/2021 04:40:01 午前,1.2,0.00,0.50,1029.150
2226,04/11/2021 04:50:01 午前,1.2,0.00,0.50,1029.350
2227,04/11/2021 05:00:01 午前,1.2,0.00,0.50,1029.150
2228,04/11/2021 05:10:01 午前,1.2,0.00,1.51,1029.150
2229,04/11/2021 05:20:01 午前,1.2,0.00,0.50,1029.350
2230,04/11/2021 05:30:01 午前,1.2,0.00,1.01,1029.450
2231,04/11/2021 05:40:01 午前,1.2,0.00,1.51,1029.650
2232,04/11/2021 05:50:01 午前,1.2,0.00,1.01,1029.650
2233,04/11/2021 06:00:01 午前,8.7,0.00,0.50,1029.950
2234,04/11/2021 06:10:01 午前,28.7,0.00,0.50,1029.950
2235,04/11/2021 06:20:01 午前,53.7,0.00,0.50,1030.050
2236,04/11/2021 06:30:01 午前,86.2,0.00,0.50,1030.150
2237,04/11/2021 06:40:01 午前,118.7,0.00,1.01,1030.250
2238,04/11/2021 06:50:01 午前,146.2,0.00,1.51,1030.450
2239,04/11/2021 07:00:01 午前,168.7,0.00,1.51,1030.550
2240,04/11/2021 07:10:01 午前,291.2,0.00,1.01,1030.050
2241,04/11/2021 07:20:01 午前,358.7,0.00,1.51,1029.950
2242,04/11/2021 07:30:01 午前,393.7,1.01,3.02,1030.050
2243,04/11/2021 07:40:01 午前,471.2,1.01,3.02,1029.850
2244,04/11/2021 07:50:01 午前,538.7,0.00,2.01,1029.750
2245,04/11/2021 08:00:01 午前,626.2,0.00,1.51,1029.550
2246,04/11/2021 08:10:01 午前,716.2,0.00,2.01,1029.450
2247,04/11/2021 08:20:01 午前,791.2,1.01,3.02,1029.150
2248,04/11/2021 08:30:01 午前,848.7,1.51,4.03,1029.450
2249,04/11/2021 08:40:01 午前,943.7,1.01,3.52,1029.150
2250,04/11/2021 08:50:01 午前,1033.7,1.01,3.02,1029.150
2251,04/11/2021 09:00:01 午前,1081.2,1.01,3.52,1029.350
2252,04/11/2021 09:10:01 午前,1153.7,1.01,3.52,1029.250
2253,04/11/2021 09:20:01 午前,1261.2,1.01,3.52,1029.250
2254,04/11/2021 09:30:01 午前,1228.7,1.01,3.52,1029.450
2255,04/11/2021 09:40:01 午前,978.7,1.01,3.52,1029.750
2256,04/11/2021 09:50:01 午前,891.2,1.01,3.52,1030.050
2257,04/11/2021 10:00:01 午前,981.2,1.01,3.52,1030.050
2258,04/11/2021 10:10:01 午前,1126.2,1.51,3.52,1030.150
2259,04/11/2021 10:20:01 午前,1133.7,1.01,3.02,1030.350
2260,04/11/2021 10:30:01 午前,1271.2,1.01,2.52,1030.250
2261,04/11/2021 10:40:01 午前,1231.2,0.50,2.52,1030.250
2262,04/11/2021 10:50:01 午前,971.2,1.01,3.02,1030.050
2263,04/11/2021 11:00:01 午前,1626.2,1.01,3.02,1030.050
2264,04/11/2021 11:10:01 午前,1673.7,1.01,3.52,1030.050
2265,04/11/2021 11:20:01 午前,1713.7,1.01,3.02,1029.950
2266,04/11/2021 11:30:01 午前,1683.7,1.51,3.52,1029.750
2267,04/11/2021 11:40:01 午前,1751.2,0.50,4.03,1029.550
2268,04/11/2021 11:50:01 午前,1741.2,1.51,5.54,1029.450
2269,04/11/2021 12:00:01 午後,1743.7,2.01,6.04,1029.450
2270,04/11/2021 12:10:01 午後,1751.2,2.52,5.54,1029.450
2271,04/11/2021 12:20:01 午後,1746.2,1.51,4.03,1029.250
2272,04/11/2021 12:30:01 午後,1748.7,1.51,4.03,1029.050
2273,04/11/2021 12:40:01 午後,1743.7,1.51,4.03,1029.050
2274,04/11/2021 12:50:01 午後,1738.7,1.51,4.53,1029.050
2275,04/11/2021 01:00:01 午後,1726.2,1.01,4.53,1028.750
2276,04/11/2021 01:10:01 午後,1703.7,2.52,4.53,1028.650
2277,04/11/2021 01:20:01 午後,1688.7,2.01,4.53,1028.850
2278,04/11/2021 01:30:01 午後,1666.2,2.52,4.53,1028.550
2279,04/11/2021 01:40:01 午後,1641.2,2.52,4.53,1028.650
2280,04/11/2021 01:50:01 午後,1611.2,2.52,4.53,1028.450
2281,04/11/2021 02:00:01 午後,1578.7,2.52,4.03,1028.250
2282,04/11/2021 02:10:01 午後,1543.7,2.01,4.53,1028.150
2283,04/11/2021 02:20:01 午後,1498.7,2.01,4.53,1028.050
2284,04/11/2021 02:30:01 午後,1461.2,2.52,5.03,1027.950
2285,04/11/2021 02:40:01 午後,1413.7,3.02,5.54,1027.850
2286,04/11/2021 02:50:01 午後,1363.7,2.01,5.03,1027.750
2287,04/11/2021 03:00:01 午後,1311.2,1.51,4.53,1027.650
2288,04/11/2021 03:10:01 午後,1261.2,1.51,4.03,1027.550
2289,04/11/2021 03:20:01 午後,1203.7,1.01,3.52,1027.650
2290,04/11/2021 03:30:01 午後,1146.2,0.50,3.02,1027.450
2291,04/11/2021 03:40:01 午後,1091.2,1.01,3.52,1027.450
2292,04/11/2021 03:50:01 午後,1026.2,1.01,4.03,1027.450
2293,04/11/2021 04:00:01 午後,963.7,1.51,4.53,1027.450
2294,04/11/2021 04:10:01 午後,903.7,2.01,4.53,1027.350
2295,04/11/2021 04:20:01 午後,838.7,1.51,3.52,1027.250
2296,04/11/2021 04:30:01 午後,771.2,1.01,3.02,1027.150
2297,04/11/2021 04:40:01 午後,703.7,0.50,2.01,1027.150
2298,04/11/2021 04:50:01 午後,636.2,0.50,2.52,1027.250
2299,04/11/2021 05:00:01 午後,566.2,0.50,2.52,1027.250
2300,04/11/2021 05:10:01 午後,498.7,0.00,1.01,1026.950
2301,04/11/2021 05:20:01 午後,431.2,0.00,1.51,1026.850
2302,04/11/2021 05:30:01 午後,363.7,0.00,2.01,1026.750
2303,04/11/2021 05:40:01 午後,301.2,2.52,4.03,1026.850
2304,04/11/2021 05:50:01 午後,236.2,2.52,4.53,1026.850
2305,04/11/2021 06:00:01 午後,178.7,1.01,3.02,1026.850
2306,04/11/2021 06:10:01 午後,123.7,0.50,2.52,1026.950
2307,04/11/2021 06:20:01 午後,78.7,1.01,2.52,1026.850
2308,04/11/2021 06:30:01 午後,43.7,0.50,2.52,1026.950
2309,04/11/2021 06:40:01 午後,18.7,1.01,2.52,1027.050
2310,04/11/2021 06:50:01 午後,3.7,2.01,3.02,1027.250
2311,04/11/2021 07:00:01 午後,1.2,1.51,2.52,1027.250
2312,04/11/2021 07:10:01 午後,1.2,1.01,2.52,1027.550
2313,04/11/2021 07:20:01 午後,1.2,1.01,2.01,1027.650
2314,04/11/2021 07:30:01 午後,1.2,0.50,2.01,1027.750
2315,04/11/2021 07:40:01 午後,1.2,0.00,1.01,1027.950
2316,04/11/2021 07:50:01 午後,1.2,0.00,1.51,1028.150
2317,04/11/2021 08:00:01 午後,1.2,0.00,2.01,1028.150
2318,04/11/2021 08:10:01 午後,1.2,0.00,2.01,1028.150
2319,04/11/2021 08:20:01 午後,1.2,0.00,1.01,1028.050
2320,04/11/2021 08:30:01 午後,1.2,0.00,1.01,1027.850
2321,04/11/2021 08:40:01 午後,1.2,0.00,1.51,1027.950
2322,04/11/2021 08:50:01 午後,1.2,0.00,1.01,1028.050
2323,04/11/2021 09:00:01 午後,1.2,0.00,1.01,1027.950
2324,04/11/2021 09:10:01 午後,1.2,0.00,0.50,1028.150
2325,04/11/2021 09:20:01 午後,1.2,0.00,1.01,1028.250
2326,04/11/2021 09:30:01 午後,1.2,0.00,0.50,1028.450
2327,04/11/2021 09:40:01 午後,1.2,0.00,1.01,1028.550
2328,04/11/2021 09:50:01 午後,1.2,0.00,1.01,1028.450
2329,04/11/2021 10:00:01 午後,1.2,0.00,0.50,1028.550
2330,04/11/2021 10:10:01 午後,1.2,0.00,1.01,1028.550
2331,04/11/2021 10:20:01 午後,1.2,0.00,0.50,1028.350
2332,04/11/2021 10:30:01 午後,1.2,0.00,0.00,1028.450
2333,04/11/2021 10:40:01 午後,1.2,0.00,0.50,1028.350
2334,04/11/2021 10:50:01 午後,1.2,0.00,0.50,1028.350
2335,04/11/2021 11:00:01 午後,1.2,0.00,1.01,1028.550
2336,04/11/2021 11:10:01 午後,1.2,0.00,0.50,1028.450
2337,04/11/2021 11:20:01 午後,1.2,0.00,1.01,1028.550
2338,04/11/2021 11:30:01 午後,1.2,0.00,1.01,1028.650
2339,04/11/2021 11:40:01 午後,1.2,0.00,1.01,1028.450
2340,04/11/2021 11:50:01 午後,1.2,0.00,0.50,1028.450
2341,04/12/2021 12:00:01 午前,1.2,0.00,1.01,1028.150
2342,04/12/2021 12:10:01 午前,1.2,0.00,0.50,1028.050
2343,04/12/2021 12:20:01 午前,1.2,0.00,1.51,1027.950
2344,04/12/2021 12:30:01 午前,1.2,0.00,1.51,1027.850
2345,04/12/2021 12:40:01 午前,1.2,0.00,1.01,1027.850
2346,04/12/2021 12:50:01 午前,1.2,0.00,0.50,1027.650
2347,04/12/2021 01:00:01 午前,1.2,0.00,1.01,1027.350
2348,04/12/2021 01:10:01 午前,1.2,0.50,2.52,1027.150
2349,04/12/2021 01:20:01 午前,1.2,0.50,3.02,1026.850
2350,04/12/2021 01:30:01 午前,1.2,1.01,3.02,1026.950
2351,04/12/2021 01:40:01 午前,1.2,1.01,3.52,1026.950
2352,04/12/2021 01:50:01 午前,1.2,1.01,3.52,1026.450
2353,04/12/2021 02:00:01 午前,1.2,2.01,4.03,1026.350
2354,04/12/2021 02:10:01 午前,1.2,1.51,5.03,1026.450
2355,04/12/2021 02:20:01 午前,1.2,1.51,5.03,1026.350
2356,04/12/2021 02:30:01 午前,1.2,2.01,4.53,1026.050
2357,04/12/2021 02:40:01 午前,1.2,1.01,3.52,1025.950
2358,04/12/2021 02:50:01 午前,1.2,0.00,1.51,1026.050
