"プロット タイトル: Microstation_00_ecser_surface_201110"
"#","日付 時間, GMT+09:00","PAR, uE","風速, m/s","突風の速さ, m/s","圧力, mbar"
1468,11/20/2020 09:00:01 午後,1.2,0.50,2.01,1018.650
1469,11/20/2020 09:10:01 午後,1.2,0.50,3.02,1018.750
1470,11/20/2020 09:20:01 午後,1.2,0.50,2.52,1018.650
1471,11/20/2020 09:30:01 午後,1.2,0.50,2.01,1018.550
1472,11/20/2020 09:40:01 午後,1.2,0.00,1.51,1018.450
1473,11/20/2020 09:50:01 午後,1.2,0.00,1.01,1018.450
1474,11/20/2020 10:00:01 午後,1.2,0.00,0.50,1018.450
1475,11/20/2020 10:10:01 午後,1.2,0.00,1.51,1018.650
1476,11/20/2020 10:20:01 午後,1.2,0.00,1.01,1018.750
1477,11/20/2020 10:30:01 午後,1.2,0.00,0.50,1018.850
1478,11/20/2020 10:40:01 午後,1.2,0.00,1.01,1018.850
1479,11/20/2020 10:50:01 午後,1.2,0.00,1.01,1018.750
1480,11/20/2020 11:00:01 午後,1.2,0.00,1.01,1018.650
1481,11/20/2020 11:10:01 午後,1.2,0.00,1.51,1018.850
1482,11/20/2020 11:20:01 午後,1.2,0.00,1.01,1018.750
1483,11/20/2020 11:30:01 午後,1.2,0.00,2.01,1018.550
1484,11/20/2020 11:40:01 午後,1.2,0.00,1.51,1018.450
1485,11/20/2020 11:50:01 午後,1.2,0.00,1.01,1018.550
1486,11/21/2020 12:00:01 午前,1.2,0.00,0.50,1018.850
1487,11/21/2020 12:10:01 午前,1.2,0.00,1.01,1019.250
1488,11/21/2020 12:20:01 午前,1.2,0.00,1.01,1019.050
1489,11/21/2020 12:30:01 午前,1.2,0.00,1.01,1019.150
1490,11/21/2020 12:40:01 午前,1.2,0.00,1.01,1019.450
1491,11/21/2020 12:50:01 午前,1.2,0.00,0.50,1019.250
1492,11/21/2020 01:00:01 午前,1.2,0.00,0.50,1019.250
1493,11/21/2020 01:10:01 午前,1.2,0.00,1.51,1019.350
1494,11/21/2020 01:20:01 午前,1.2,0.00,0.50,1019.350
1495,11/21/2020 01:30:01 午前,1.2,0.00,1.01,1019.350
1496,11/21/2020 01:40:01 午前,1.2,0.00,1.01,1019.350
1497,11/21/2020 01:50:01 午前,1.2,0.00,0.50,1019.350
1498,11/21/2020 02:00:01 午前,1.2,0.00,1.01,1019.250
1499,11/21/2020 02:10:01 午前,1.2,0.00,1.01,1019.250
1500,11/21/2020 02:20:01 午前,1.2,0.00,0.50,1019.550
1501,11/21/2020 02:30:01 午前,1.2,0.00,1.01,1019.450
1502,11/21/2020 02:40:01 午前,1.2,0.00,1.01,1019.350
1503,11/21/2020 02:50:01 午前,1.2,0.00,1.51,1019.450
1504,11/21/2020 03:00:01 午前,1.2,0.00,1.51,1019.650
1505,11/21/2020 03:10:01 午前,1.2,0.00,1.01,1019.750
1506,11/21/2020 03:20:01 午前,1.2,0.00,0.50,1019.550
1507,11/21/2020 03:30:01 午前,1.2,0.00,0.50,1019.450
1508,11/21/2020 03:40:01 午前,1.2,0.00,1.01,1019.350
1509,11/21/2020 03:50:01 午前,1.2,0.00,1.01,1019.150
1510,11/21/2020 04:00:01 午前,1.2,0.00,1.51,1019.250
1511,11/21/2020 04:10:01 午前,1.2,0.00,1.01,1019.250
1512,11/21/2020 04:20:01 午前,1.2,0.50,2.01,1019.350
1513,11/21/2020 04:30:01 午前,1.2,0.00,1.51,1019.350
1514,11/21/2020 04:40:01 午前,1.2,0.00,2.01,1019.150
1515,11/21/2020 04:50:01 午前,1.2,0.00,1.01,1019.350
1516,11/21/2020 05:00:01 午前,1.2,0.00,1.51,1019.250
1517,11/21/2020 05:10:01 午前,1.2,0.00,1.01,1019.450
1518,11/21/2020 05:20:01 午前,1.2,0.00,1.01,1019.350
1519,11/21/2020 05:30:01 午前,1.2,0.00,1.51,1019.450
1520,11/21/2020 05:40:01 午前,1.2,0.00,1.01,1019.450
1521,11/21/2020 05:50:01 午前,1.2,0.00,0.50,1019.550
1522,11/21/2020 06:00:01 午前,1.2,0.50,1.51,1019.650
1523,11/21/2020 06:10:01 午前,1.2,0.00,1.51,1019.950
1524,11/21/2020 06:20:01 午前,1.2,0.00,1.51,1019.950
1525,11/21/2020 06:30:01 午前,1.2,0.00,1.51,1020.050
1526,11/21/2020 06:40:01 午前,1.2,0.00,1.51,1020.050
1527,11/21/2020 06:50:01 午前,3.7,0.50,2.52,1020.150
1528,11/21/2020 07:00:01 午前,16.2,0.00,2.52,1019.950
1529,11/21/2020 07:10:01 午前,33.7,0.50,2.52,1020.150
1530,11/21/2020 07:20:01 午前,53.7,0.50,2.01,1020.250
1531,11/21/2020 07:30:01 午前,73.7,0.50,2.52,1020.250
1532,11/21/2020 07:40:01 午前,91.2,0.50,2.01,1020.350
1533,11/21/2020 07:50:01 午前,106.2,0.00,1.51,1020.450
1534,11/21/2020 08:00:01 午前,118.7,0.00,1.51,1020.450
1535,11/21/2020 08:10:01 午前,131.2,0.50,2.01,1020.550
1536,11/21/2020 08:20:01 午前,386.2,0.50,2.01,1020.350
1537,11/21/2020 08:30:01 午前,446.2,0.00,2.52,1020.750
1538,11/21/2020 08:40:01 午前,493.7,0.00,1.01,1020.550
1539,11/21/2020 08:50:01 午前,521.2,0.50,2.52,1020.750
1540,11/21/2020 09:00:01 午前,558.7,0.50,4.03,1020.750
1541,11/21/2020 09:10:01 午前,683.7,0.00,1.51,1020.750
1542,11/21/2020 09:20:01 午前,746.2,1.01,4.03,1020.750
1543,11/21/2020 09:30:01 午前,811.2,0.50,2.52,1020.850
1544,11/21/2020 09:40:01 午前,288.7,1.01,4.03,1021.050
1545,11/21/2020 09:50:01 午前,798.7,0.50,3.02,1021.250
1546,11/21/2020 10:00:01 午前,983.7,1.01,3.02,1021.250
1547,11/21/2020 10:10:01 午前,961.2,0.50,4.03,1020.950
1548,11/21/2020 10:20:01 午前,1016.2,1.01,4.53,1021.150
1549,11/21/2020 10:30:01 午前,1046.2,1.01,3.52,1021.150
1550,11/21/2020 10:40:01 午前,1083.7,1.51,4.03,1021.050
1551,11/21/2020 10:50:01 午前,1111.2,1.51,5.03,1020.850
1552,11/21/2020 11:00:01 午前,1138.7,1.01,5.03,1020.650
1553,11/21/2020 11:10:01 午前,1161.2,2.01,4.53,1020.450
1554,11/21/2020 11:20:01 午前,1178.7,2.01,5.54,1020.350
1555,11/21/2020 11:30:01 午前,1193.7,2.01,4.53,1020.250
1556,11/21/2020 11:40:01 午前,1201.2,1.01,3.52,1020.350
1557,11/21/2020 11:50:01 午前,1206.2,1.01,4.03,1020.250
1558,11/21/2020 12:00:01 午後,1211.2,0.50,3.52,1020.050
1559,11/21/2020 12:10:01 午後,1213.7,2.01,4.53,1019.950
1560,11/21/2020 12:20:01 午後,1206.2,1.01,4.53,1019.850
1561,11/21/2020 12:30:01 午後,1208.7,1.51,4.53,1019.450
1562,11/21/2020 12:40:01 午後,1191.2,1.51,5.54,1019.450
1563,11/21/2020 12:50:01 午後,1181.2,2.01,5.54,1019.350
1564,11/21/2020 01:00:01 午後,1163.7,2.01,5.03,1019.250
1565,11/21/2020 01:10:01 午後,1143.7,2.01,5.03,1019.150
1566,11/21/2020 01:20:01 午後,1116.2,1.51,5.03,1019.050
1567,11/21/2020 01:30:01 午後,1088.7,1.51,4.53,1019.050
1568,11/21/2020 01:40:01 午後,1061.2,1.01,5.54,1018.950
1569,11/21/2020 01:50:01 午後,1026.2,1.01,4.53,1018.750
1570,11/21/2020 02:00:01 午後,988.7,1.51,4.53,1018.550
1571,11/21/2020 02:10:01 午後,946.2,1.01,4.03,1018.650
1572,11/21/2020 02:20:01 午後,901.2,0.50,3.02,1018.650
1573,11/21/2020 02:30:01 午後,861.2,1.01,4.03,1018.650
1574,11/21/2020 02:40:01 午後,811.2,1.01,3.02,1019.050
1575,11/21/2020 02:50:01 午後,758.7,1.01,4.03,1018.950
1576,11/21/2020 03:00:01 午後,701.2,1.01,3.52,1019.050
1577,11/21/2020 03:10:01 午後,648.7,0.50,2.52,1019.050
1578,11/21/2020 03:20:01 午後,593.7,0.50,2.52,1018.950
1579,11/21/2020 03:30:01 午後,538.7,0.50,3.02,1018.850
1580,11/21/2020 03:40:01 午後,473.7,0.50,3.02,1018.850
1581,11/21/2020 03:50:01 午後,416.2,0.50,2.52,1019.050
1582,11/21/2020 04:00:01 午後,356.2,0.50,2.52,1019.050
1583,11/21/2020 04:10:01 午後,301.2,0.50,2.52,1019.050
1584,11/21/2020 04:20:01 午後,241.2,0.00,2.01,1019.250
1585,11/21/2020 04:30:01 午後,181.2,0.50,2.01,1019.150
1586,11/21/2020 04:40:01 午後,121.2,0.00,1.01,1019.450
1587,11/21/2020 04:50:01 午後,76.2,0.00,1.01,1019.450
1588,11/21/2020 05:00:01 午後,43.7,0.50,1.51,1019.550
1589,11/21/2020 05:10:01 午後,21.2,0.00,1.51,1019.650
1590,11/21/2020 05:20:01 午後,6.2,0.00,1.51,1019.850
1591,11/21/2020 05:30:01 午後,1.2,0.00,1.51,1019.750
1592,11/21/2020 05:40:01 午後,1.2,0.50,2.52,1019.850
1593,11/21/2020 05:50:01 午後,1.2,0.50,2.52,1019.950
1594,11/21/2020 06:00:01 午後,1.2,1.01,2.52,1019.950
1595,11/21/2020 06:10:01 午後,1.2,1.01,2.52,1019.950
1596,11/21/2020 06:20:01 午後,1.2,1.01,2.01,1020.150
1597,11/21/2020 06:30:01 午後,1.2,0.00,1.51,1020.250
1598,11/21/2020 06:40:01 午後,1.2,0.00,1.01,1020.150
1599,11/21/2020 06:50:01 午後,1.2,0.00,1.01,1020.550
1600,11/21/2020 07:00:01 午後,1.2,0.00,0.50,1020.550
1601,11/21/2020 07:10:01 午後,1.2,0.00,1.01,1020.650
1602,11/21/2020 07:20:01 午後,1.2,0.00,0.50,1020.550
1603,11/21/2020 07:30:01 午後,1.2,0.00,1.01,1020.550
1604,11/21/2020 07:40:01 午後,1.2,0.00,0.50,1020.350
1605,11/21/2020 07:50:01 午後,1.2,0.00,0.50,1020.650
1606,11/21/2020 08:00:01 午後,1.2,0.00,0.50,1020.550
1607,11/21/2020 08:10:01 午後,1.2,0.00,0.50,1020.550
1608,11/21/2020 08:20:01 午後,1.2,0.00,0.50,1020.750
1609,11/21/2020 08:30:01 午後,1.2,0.00,1.01,1020.650
1610,11/21/2020 08:40:01 午後,1.2,0.00,1.01,1020.350
1611,11/21/2020 08:50:01 午後,1.2,0.00,1.01,1020.650
1612,11/21/2020 09:00:01 午後,1.2,0.00,0.50,1020.650
1613,11/21/2020 09:10:01 午後,1.2,0.00,0.00,1020.650
1614,11/21/2020 09:20:01 午後,1.2,0.00,0.00,1020.950
1615,11/21/2020 09:30:01 午後,1.2,0.00,0.50,1020.750
1616,11/21/2020 09:40:01 午後,1.2,0.00,0.50,1020.850
1617,11/21/2020 09:50:01 午後,1.2,0.00,0.50,1020.950
1618,11/21/2020 10:00:01 午後,1.2,0.00,0.50,1020.950
1619,11/21/2020 10:10:01 午後,1.2,0.00,0.50,1021.050
1620,11/21/2020 10:20:01 午後,1.2,0.00,0.50,1021.050
1621,11/21/2020 10:30:01 午後,1.2,0.00,1.01,1021.150
1622,11/21/2020 10:40:01 午後,1.2,0.00,0.00,1021.250
1623,11/21/2020 10:50:01 午後,1.2,0.00,1.01,1021.350
1624,11/21/2020 11:00:01 午後,1.2,0.00,0.50,1021.450
1625,11/21/2020 11:10:01 午後,1.2,0.00,1.01,1021.450
1626,11/21/2020 11:20:01 午後,1.2,0.00,0.50,1021.150
1627,11/21/2020 11:30:01 午後,1.2,0.00,0.50,1021.150
1628,11/21/2020 11:40:01 午後,1.2,0.00,0.00,1021.050
1629,11/21/2020 11:50:01 午後,1.2,0.00,0.50,1020.950
1630,11/22/2020 12:00:01 午前,1.2,0.00,0.50,1020.850
1631,11/22/2020 12:10:01 午前,1.2,0.00,0.50,1020.650
1632,11/22/2020 12:20:01 午前,1.2,0.00,0.00,1020.550
1633,11/22/2020 12:30:01 午前,1.2,0.00,0.00,1020.650
1634,11/22/2020 12:40:01 午前,1.2,0.00,0.00,1020.550
1635,11/22/2020 12:50:01 午前,1.2,0.00,0.00,1020.350
1636,11/22/2020 01:00:01 午前,1.2,0.00,0.00,1020.250
1637,11/22/2020 01:10:01 午前,1.2,0.00,0.00,1020.150
1638,11/22/2020 01:20:01 午前,1.2,0.00,0.00,1020.050
1639,11/22/2020 01:30:01 午前,1.2,0.00,0.50,1020.150
1640,11/22/2020 01:40:01 午前,1.2,0.00,0.50,1020.150
1641,11/22/2020 01:50:01 午前,1.2,0.00,1.01,1019.950
1642,11/22/2020 02:00:01 午前,1.2,0.00,1.01,1019.950
1643,11/22/2020 02:10:01 午前,1.2,0.00,1.01,1019.850
1644,11/22/2020 02:20:01 午前,1.2,0.00,1.01,1019.550
1645,11/22/2020 02:30:01 午前,1.2,0.00,0.50,1019.750
1646,11/22/2020 02:40:01 午前,1.2,0.00,1.01,1019.750
1647,11/22/2020 02:50:01 午前,1.2,0.00,1.01,1019.950
1648,11/22/2020 03:00:01 午前,1.2,0.00,1.01,1019.850
1649,11/22/2020 03:10:01 午前,1.2,0.00,1.01,1019.850
1650,11/22/2020 03:20:01 午前,1.2,0.00,1.01,1019.750
1651,11/22/2020 03:30:01 午前,1.2,0.00,1.01,1019.850
1652,11/22/2020 03:40:01 午前,1.2,0.00,1.01,1019.550
1653,11/22/2020 03:50:01 午前,1.2,0.00,0.50,1019.350
1654,11/22/2020 04:00:01 午前,1.2,0.00,0.50,1019.450
1655,11/22/2020 04:10:01 午前,1.2,0.00,2.01,1019.350
1656,11/22/2020 04:20:01 午前,1.2,0.00,1.01,1019.350
1657,11/22/2020 04:30:01 午前,1.2,0.00,1.01,1019.150
1658,11/22/2020 04:40:01 午前,1.2,0.00,1.01,1019.150
1659,11/22/2020 04:50:01 午前,1.2,0.00,0.50,1019.050
1660,11/22/2020 05:00:01 午前,1.2,0.00,1.01,1018.950
1661,11/22/2020 05:10:01 午前,1.2,0.00,1.01,1018.950
1662,11/22/2020 05:20:01 午前,1.2,0.00,1.01,1019.150
1663,11/22/2020 05:30:01 午前,1.2,0.00,0.50,1019.150
1664,11/22/2020 05:40:01 午前,1.2,0.00,3.02,1019.250
1665,11/22/2020 05:50:01 午前,1.2,1.01,3.02,1018.950
1666,11/22/2020 06:00:01 午前,1.2,0.00,0.50,1018.850
1667,11/22/2020 06:10:01 午前,1.2,0.00,0.50,1019.350
1668,11/22/2020 06:20:01 午前,1.2,0.00,0.50,1019.450
1669,11/22/2020 06:30:01 午前,1.2,0.00,1.01,1019.450
1670,11/22/2020 06:40:01 午前,1.2,0.00,0.50,1019.650
1671,11/22/2020 06:50:01 午前,1.2,0.00,0.50,1019.650
1672,11/22/2020 07:00:01 午前,11.2,0.00,0.50,1019.450
1673,11/22/2020 07:10:01 午前,31.2,0.00,0.50,1019.350
1674,11/22/2020 07:20:01 午前,53.7,0.00,0.50,1019.150
1675,11/22/2020 07:30:01 午前,103.7,0.00,0.00,1019.250
1676,11/22/2020 07:40:01 午前,148.7,0.00,0.00,1019.150
1677,11/22/2020 07:50:01 午前,93.7,0.00,0.00,1019.450
1678,11/22/2020 08:00:01 午前,176.2,0.00,0.50,1019.350
1679,11/22/2020 08:10:01 午前,181.2,0.00,0.00,1019.450
1680,11/22/2020 08:20:01 午前,201.2,0.00,0.00,1019.750
1681,11/22/2020 08:30:01 午前,141.2,0.00,0.00,1019.850
1682,11/22/2020 08:40:01 午前,166.2,0.00,0.00,1019.550
1683,11/22/2020 08:50:01 午前,111.2,0.00,0.00,1019.450
1684,11/22/2020 09:00:01 午前,61.2,0.00,1.01,1019.750
1685,11/22/2020 09:10:01 午前,108.7,0.00,0.00,1019.750
1686,11/22/2020 09:20:01 午前,176.2,0.00,0.50,1019.750
1687,11/22/2020 09:30:01 午前,206.2,0.00,1.01,1019.750
1688,11/22/2020 09:40:01 午前,196.2,0.00,0.50,1019.750
1689,11/22/2020 09:50:01 午前,93.7,0.00,0.00,1019.650
1690,11/22/2020 10:00:01 午前,938.7,0.00,0.00,1019.350
1691,11/22/2020 10:10:01 午前,543.7,0.00,1.51,1019.150
1692,11/22/2020 10:20:01 午前,366.2,0.00,0.50,1019.250
1693,11/22/2020 10:30:01 午前,223.7,0.00,0.50,1019.450
1694,11/22/2020 10:40:01 午前,183.7,0.00,1.01,1019.350
1695,11/22/2020 10:50:01 午前,118.7,0.00,2.01,1019.350
1696,11/22/2020 11:00:01 午前,218.7,0.50,3.52,1018.950
1697,11/22/2020 11:10:01 午前,63.7,2.52,6.04,1018.850
1698,11/22/2020 11:20:01 午前,78.7,2.01,4.53,1018.950
1699,11/22/2020 11:30:01 午前,78.7,1.01,3.02,1018.850
1700,11/22/2020 11:40:01 午前,98.7,1.51,4.03,1018.550
1701,11/22/2020 11:50:01 午前,56.2,1.01,3.52,1018.450
1702,11/22/2020 12:00:01 午後,118.7,2.01,4.53,1018.250
1703,11/22/2020 12:10:01 午後,183.7,3.02,8.05,1018.050
1704,11/22/2020 12:20:01 午後,81.2,4.03,8.05,1017.950
1705,11/22/2020 12:30:01 午後,93.7,2.52,8.56,1017.950
1706,11/22/2020 12:40:01 午後,103.7,1.01,4.03,1017.950
1707,11/22/2020 12:50:01 午後,88.7,1.01,4.53,1017.650
1708,11/22/2020 01:00:01 午後,148.7,1.01,3.52,1017.550
1709,11/22/2020 01:10:01 午後,168.7,1.01,3.02,1017.550
1710,11/22/2020 01:20:01 午後,81.2,0.50,3.02,1017.550
1711,11/22/2020 01:30:01 午後,71.2,0.50,4.03,1017.650
1712,11/22/2020 01:40:01 午後,88.7,1.01,5.03,1017.550
1713,11/22/2020 01:50:01 午後,83.7,1.51,5.54,1017.550
1714,11/22/2020 02:00:01 午後,86.2,1.51,5.03,1017.350
1715,11/22/2020 02:10:01 午後,81.2,1.51,5.54,1017.250
1716,11/22/2020 02:20:01 午後,138.7,0.50,3.52,1017.250
1717,11/22/2020 02:30:01 午後,83.7,1.01,3.02,1017.450
1718,11/22/2020 02:40:01 午後,76.2,0.50,3.02,1017.550
1719,11/22/2020 02:50:01 午後,186.2,1.51,4.03,1017.350
1720,11/22/2020 03:00:01 午後,298.7,1.51,3.52,1017.250
1721,11/22/2020 03:10:01 午後,256.2,1.01,2.52,1017.250
1722,11/22/2020 03:20:01 午後,323.7,0.50,2.52,1017.250
1723,11/22/2020 03:30:01 午後,396.2,0.50,2.52,1017.050
1724,11/22/2020 03:40:01 午後,81.2,1.01,3.02,1017.550
1725,11/22/2020 03:50:01 午後,61.2,1.51,4.53,1017.750
1726,11/22/2020 04:00:01 午後,26.2,1.51,5.54,1018.150
1727,11/22/2020 04:10:01 午後,16.2,0.50,3.52,1018.250
1728,11/22/2020 04:20:01 午後,23.7,2.52,6.54,1018.550
1729,11/22/2020 04:30:01 午後,13.7,2.01,4.03,1018.650
1730,11/22/2020 04:40:01 午後,18.7,2.01,4.03,1018.550
1731,11/22/2020 04:50:01 午後,16.2,1.51,4.53,1018.450
1732,11/22/2020 05:00:01 午後,1.2,0.50,2.52,1018.650
1733,11/22/2020 05:10:01 午後,3.7,1.01,2.52,1018.350
1734,11/22/2020 05:20:01 午後,1.2,1.01,3.02,1018.650
1735,11/22/2020 05:30:01 午後,1.2,1.01,3.52,1018.850
1736,11/22/2020 05:40:01 午後,1.2,1.51,3.52,1018.950
1737,11/22/2020 05:50:01 午後,1.2,0.50,3.02,1019.050
1738,11/22/2020 06:00:01 午後,1.2,1.01,2.52,1019.150
1739,11/22/2020 06:10:01 午後,1.2,0.50,3.52,1019.450
1740,11/22/2020 06:20:01 午後,1.2,1.01,3.02,1019.750
1741,11/22/2020 06:30:01 午後,1.2,1.01,3.52,1020.050
1742,11/22/2020 06:40:01 午後,1.2,1.51,3.52,1019.950
1743,11/22/2020 06:50:01 午後,1.2,1.01,3.02,1020.050
1744,11/22/2020 07:00:01 午後,1.2,1.01,3.02,1020.150
1745,11/22/2020 07:10:01 午後,1.2,1.01,3.02,1020.250
1746,11/22/2020 07:20:01 午後,1.2,0.50,3.02,1020.250
1747,11/22/2020 07:30:01 午後,1.2,0.50,2.01,1020.250
1748,11/22/2020 07:40:01 午後,1.2,0.50,2.52,1020.450
1749,11/22/2020 07:50:01 午後,1.2,0.00,2.01,1020.450
1750,11/22/2020 08:00:01 午後,1.2,1.51,4.53,1020.850
1751,11/22/2020 08:10:01 午後,1.2,1.51,4.03,1020.850
1752,11/22/2020 08:20:01 午後,1.2,1.51,5.03,1020.750
1753,11/22/2020 08:30:01 午後,1.2,1.01,3.52,1020.850
1754,11/22/2020 08:40:01 午後,1.2,1.01,3.52,1021.150
1755,11/22/2020 08:50:01 午後,1.2,1.51,4.03,1021.150
1756,11/22/2020 09:00:01 午後,1.2,0.50,3.02,1021.350
1757,11/22/2020 09:10:01 午後,1.2,1.01,3.02,1021.250
1758,11/22/2020 09:20:01 午後,1.2,1.01,3.02,1021.450
1759,11/22/2020 09:30:01 午後,1.2,0.50,2.52,1021.150
1760,11/22/2020 09:40:01 午後,1.2,0.50,3.52,1021.350
1761,11/22/2020 09:50:01 午後,1.2,1.01,3.52,1021.350
1762,11/22/2020 10:00:01 午後,1.2,0.50,2.52,1021.150
1763,11/22/2020 10:10:01 午後,1.2,0.50,2.01,1021.250
1764,11/22/2020 10:20:01 午後,1.2,0.50,2.01,1021.050
1765,11/22/2020 10:30:01 午後,1.2,0.50,2.52,1021.150
1766,11/22/2020 10:40:01 午後,1.2,0.00,2.01,1021.350
1767,11/22/2020 10:50:01 午後,1.2,0.00,1.51,1021.450
1768,11/22/2020 11:00:01 午後,1.2,1.01,3.02,1021.650
1769,11/22/2020 11:10:01 午後,1.2,1.01,4.03,1021.450
1770,11/22/2020 11:20:01 午後,1.2,1.01,3.02,1021.150
1771,11/22/2020 11:30:01 午後,1.2,0.50,2.52,1021.150
1772,11/22/2020 11:40:01 午後,1.2,0.50,2.52,1021.050
1773,11/22/2020 11:50:01 午後,1.2,1.51,4.03,1021.350
1774,11/23/2020 12:00:01 午前,1.2,1.51,4.03,1021.250
1775,11/23/2020 12:10:01 午前,1.2,1.51,5.03,1021.250
1776,11/23/2020 12:20:01 午前,1.2,1.01,3.02,1021.450
1777,11/23/2020 12:30:01 午前,1.2,1.01,3.02,1021.450
1778,11/23/2020 12:40:01 午前,1.2,1.01,4.03,1021.250
1779,11/23/2020 12:50:01 午前,1.2,0.50,3.02,1021.450
1780,11/23/2020 01:00:01 午前,1.2,1.01,4.53,1021.550
1781,11/23/2020 01:10:01 午前,1.2,2.01,6.04,1021.650
1782,11/23/2020 01:20:01 午前,1.2,1.51,4.53,1021.650
1783,11/23/2020 01:30:01 午前,1.2,1.51,4.53,1021.550
1784,11/23/2020 01:40:01 午前,1.2,1.51,4.03,1021.650
1785,11/23/2020 01:50:01 午前,1.2,1.51,4.53,1021.550
1786,11/23/2020 02:00:01 午前,1.2,0.50,3.02,1021.450
1787,11/23/2020 02:10:01 午前,1.2,0.50,2.52,1021.450
1788,11/23/2020 02:20:01 午前,1.2,0.50,3.52,1021.550
1789,11/23/2020 02:30:01 午前,1.2,0.50,3.52,1021.650
1790,11/23/2020 02:40:01 午前,1.2,0.50,3.52,1021.850
1791,11/23/2020 02:50:01 午前,1.2,1.01,3.52,1021.850
1792,11/23/2020 03:00:01 午前,1.2,1.51,4.03,1021.950
1793,11/23/2020 03:10:01 午前,1.2,1.51,4.03,1022.050
1794,11/23/2020 03:20:01 午前,1.2,1.51,4.53,1022.050
1795,11/23/2020 03:30:01 午前,1.2,0.50,3.52,1021.950
1796,11/23/2020 03:40:01 午前,1.2,1.51,4.03,1022.150
1797,11/23/2020 03:50:01 午前,1.2,1.51,4.03,1022.050
1798,11/23/2020 04:00:01 午前,1.2,1.51,4.53,1022.050
1799,11/23/2020 04:10:01 午前,1.2,1.51,4.53,1022.150
1800,11/23/2020 04:20:01 午前,1.2,1.01,4.03,1022.150
1801,11/23/2020 04:30:01 午前,1.2,1.01,4.03,1022.150
1802,11/23/2020 04:40:01 午前,1.2,1.01,4.03,1021.950
1803,11/23/2020 04:50:01 午前,1.2,1.01,4.03,1022.150
1804,11/23/2020 05:00:01 午前,1.2,0.50,3.02,1022.050
1805,11/23/2020 05:10:01 午前,1.2,0.50,2.52,1022.150
1806,11/23/2020 05:20:01 午前,1.2,1.01,4.03,1022.150
1807,11/23/2020 05:30:01 午前,1.2,0.50,3.02,1022.250
1808,11/23/2020 05:40:01 午前,1.2,1.51,4.53,1022.450
1809,11/23/2020 05:50:01 午前,1.2,1.51,3.52,1022.450
1810,11/23/2020 06:00:01 午前,1.2,2.01,4.53,1022.650
1811,11/23/2020 06:10:01 午前,1.2,0.00,2.01,1022.750
1812,11/23/2020 06:20:01 午前,1.2,0.00,2.01,1022.750
1813,11/23/2020 06:30:01 午前,1.2,0.00,1.51,1023.050
1814,11/23/2020 06:40:01 午前,1.2,0.50,3.52,1023.250
1815,11/23/2020 06:50:01 午前,1.2,0.50,2.52,1023.350
1816,11/23/2020 07:00:01 午前,11.2,1.01,3.52,1023.350
1817,11/23/2020 07:10:01 午前,26.2,0.50,2.01,1023.350
1818,11/23/2020 07:20:01 午前,46.2,0.50,3.02,1023.450
1819,11/23/2020 07:30:01 午前,63.7,0.00,2.52,1023.650
1820,11/23/2020 07:40:01 午前,108.7,0.00,2.52,1023.650
1821,11/23/2020 07:50:01 午前,126.2,0.00,2.01,1023.850
1822,11/23/2020 08:00:01 午前,156.2,0.00,1.51,1023.850
1823,11/23/2020 08:10:01 午前,183.7,0.00,1.01,1023.850
1824,11/23/2020 08:20:01 午前,171.2,0.00,1.51,1023.950
1825,11/23/2020 08:30:01 午前,251.2,0.00,1.51,1023.850
1826,11/23/2020 08:40:01 午前,336.2,0.50,4.03,1023.950
1827,11/23/2020 08:50:01 午前,193.7,1.01,3.02,1024.450
1828,11/23/2020 09:00:01 午前,253.7,1.51,4.53,1024.250
1829,11/23/2020 09:10:01 午前,348.7,1.51,4.53,1024.250
1830,11/23/2020 09:20:01 午前,411.2,1.51,4.53,1024.250
1831,11/23/2020 09:30:01 午前,331.2,1.01,3.52,1024.550
1832,11/23/2020 09:40:01 午前,438.7,1.51,4.53,1024.250
1833,11/23/2020 09:50:01 午前,443.7,1.51,4.03,1024.350
1834,11/23/2020 10:00:01 午前,448.7,1.01,3.02,1024.350
1835,11/23/2020 10:10:01 午前,971.2,1.01,3.02,1024.150
1836,11/23/2020 10:20:01 午前,998.7,1.51,4.53,1024.150
1837,11/23/2020 10:30:01 午前,1016.2,1.01,4.03,1024.050
1838,11/23/2020 10:40:01 午前,1078.7,1.51,5.03,1024.050
1839,11/23/2020 10:50:01 午前,1148.7,1.01,4.03,1023.850
1840,11/23/2020 11:00:01 午前,1211.2,1.51,4.53,1023.850
1841,11/23/2020 11:10:01 午前,1458.7,1.51,4.03,1023.550
1842,11/23/2020 11:20:01 午前,1278.7,2.01,5.03,1023.550
1843,11/23/2020 11:30:01 午前,1086.2,1.01,3.02,1023.550
1844,11/23/2020 11:40:01 午前,663.7,1.51,4.03,1023.250
1845,11/23/2020 11:50:01 午前,518.7,1.51,5.03,1023.350
1846,11/23/2020 12:00:01 午後,648.7,1.51,4.03,1023.050
1847,11/23/2020 12:10:01 午後,441.2,1.51,5.03,1023.050
1848,11/23/2020 12:20:01 午後,1473.7,1.51,3.52,1022.950
1849,11/23/2020 12:30:01 午後,501.2,1.51,5.03,1022.850
1850,11/23/2020 12:40:01 午後,1196.2,1.51,4.03,1022.750
1851,11/23/2020 12:50:01 午後,1153.7,1.01,4.03,1022.550
1852,11/23/2020 01:00:01 午後,1106.2,1.51,4.03,1022.450
